,0
0,1595847424.345134
1,1595847426.819723
2,1595847645.3453581
3,1595847648.585241
4,1595847651.583852
5,1595847655.3350568
6,1595847658.3346372
7,1595847661.334901
8,1595847664.3347042
9,1595847667.334934
10,1595847670.559645
11,1595847673.09605
12,1595847675.58377
13,1595847678.0597088
14,1595847881.301735
15,1595847885.05258
16,1595847887.58772
17,1595847890.0775628
18,1595847892.5517151
19,1595847895.0877042
20,1595847897.576577
21,1595847900.051991
22,1595847902.587934
23,1595847905.074486
24,1595847907.552165
25,1595847910.087923
26,1595847912.563354
27,1595847918.3381178
28,1595847920.814195
29,1595847923.589325
