,0
0,1595531093
1,1595531099
2,1595531106
3,1595531114
4,1595531115
5,1595531123
6,1595531130
7,1595531139
8,1595531146
9,1595531156
10,1595531168
11,1595531180
12,1595531187
13,1595531194
14,1595531202
15,1595531211
16,1595531220
17,1595531229
18,1595531236
19,1595531248
20,1595531255
21,1595531269
22,1595531279
23,1595531287
24,1595531294
25,1595531300
26,1595531308
27,1595531313
28,1595531319
29,1595531323
30,1595531328
31,1595531332
32,1595531338
33,1595531344
34,1595531350
35,1595531357
36,1595531361
37,1595531368
38,1595531372
39,1595531376
40,1595531382
41,1595531386
42,1595531390
43,1595531395
44,1595531399
45,1595531403
46,1595531412
47,1595531417
48,1595531422
49,1595531430
50,1595531434
51,1595531438
52,1595531443
53,1595531447
54,1595531456
55,1595531461
56,1595531465
57,1595531468
58,1595531473
59,1595531477
60,1595531480
61,1595531485
62,1595531489
63,1595531493
64,1595531499
65,1595531506
66,1595531510
67,1595531515
68,1595531519
69,1595531524
70,1595531528
71,1595531532
72,1595531537
73,1595531541
74,1595531547
75,1595531552
76,1595531558
77,1595531563
78,1595531567
79,1595531578
80,1595531581
