,0
0,1595883509.231831
1,1595883526.83657
2,1595883542.411318
3,1595883560.484919
4,1595883578.263345
5,1595883594.9734342
6,1595883611.969208
7,1595883629.699391
8,1595883653.2200902
9,1595883671.057163
10,1595883689.28553
11,1595883706.48492
12,1595883725.727521
13,1595883744.4486668
14,1595883762.7483678
15,1595883780.452062
16,1595883802.2010639
17,1595883819.723808
18,1595883841.1894138
19,1595883857.800868
20,1595883875.974637
21,1595883897.7810812
22,1595884038.1303098
23,1595884045.225209
24,1595884052.651312
25,1595884060.065423
26,1595884067.1672242
27,1595884074.573053
28,1595884081.9728482
29,1595884089.0497751
30,1595884097.23475
31,1595884103.9785442
32,1595884111.3820229
33,1595884118.418734
34,1595884154.978861
35,1595884212.309539
36,1595884219.020309
37,1595884226.048488
38,1595884233.541516
39,1595884240.9560618
40,1595884254.759851
41,1595884259.967387
42,1595884329.729769
43,1595884337.162224
44,1595884344.2287948
45,1595884351.620403
46,1595884359.73615
47,1595884373.417016
48,1595884380.823315
49,1595884387.857997
50,1595884394.963285
51,1595884402.374149
52,1595884404.5659342
53,1595884406.956171
54,1595884429.455795
55,1595884432.021195
56,1595884454.9559739
57,1595884570.663651
58,1595884572.917869
59,1595884575.482044
60,1595884639.441463
61,1595884658.503414
62,1595884662.1711628
63,1595884664.739959
