,0
0,1595883521.7174132
1,1595883535.522107
2,1595883552.965471
3,1595883570.7256188
4,1595883587.453094
5,1595883604.4783502
6,1595883621.7235892
7,1595883640.927725
8,1595883663.7137358
9,1595883681.9693692
10,1595883698.997903
11,1595883709.704159
12,1595883736.464371
13,1595883754.715699
14,1595883772.1954648
15,1595883789.967668
16,1595883805.194667
17,1595883822.2058282
18,1595883850.932891
19,1595883868.198262
20,1595883888.432535
21,1595884122.946621
22,1595884126.173163
23,1595884128.707184
24,1595884131.1837718
25,1595884133.672624
26,1595884136.205333
27,1595884138.698148
28,1595884141.172992
29,1595884462.929478
30,1595884465.165508
31,1595884472.665133
32,1595884474.9149618
33,1595884480.1649642
34,1595884482.700195
35,1595884486.165247
36,1595884488.700298
37,1595884490.950496
38,1595884493.200902
39,1595884495.2315688
40,1595884497.263551
41,1595884499.296711
42,1595884501.326762
43,1595884504.451295
44,1595884508.1994948
45,1595884510.675426
46,1595884513.166063
47,1595884515.699925
48,1595884518.1759648
49,1595884520.4254878
50,1595884524.191624
51,1595884526.666166
52,1595884528.697741
53,1595884530.731223
54,1595884533.941702
55,1595884540.451518
56,1595884542.9268491
57,1595884545.1767318
58,1595884548.6858969
59,1595884553.426518
60,1595884670.9246259
61,1595884673.1752992
62,1595884675.665152
63,1595884678.139194
