,0
0,1595883503.114739
1,1595883518.981514
2,1595883537.559762
3,1595883555.447998
4,1595883573.0087569
5,1595883589.708527
6,1595883606.959444
7,1595883624.241154
8,1595883647.233556
9,1595883666.209801
10,1595883684.4506528
11,1595883701.23624
12,1595883720.012657
13,1595883738.961681
14,1595883757.201577
15,1595883774.735733
16,1595883792.453103
17,1595883814.7142348
18,1595883835.940193
19,1595883852.9722712
20,1595883870.724509
21,1595883892.9401531
22,1595884032.9531908
23,1595884040.3981361
24,1595884047.8161511
25,1595884055.225604
26,1595884062.3281941
27,1595884069.7384698
28,1595884077.135835
29,1595884084.221948
30,1595884091.2468932
31,1595884099.5041769
32,1595884106.5566442
33,1595884113.646092
34,1595884148.455401
35,1595884207.481998
36,1595884214.504317
37,1595884221.595575
38,1595884228.7070441
39,1595884236.115306
40,1595884249.196099
41,1595884257.2076118
42,1595884334.683511
43,1595884341.977994
44,1595884349.064672
45,1595884357.1823208
46,1595884364.263181
47,1595884368.1954272
48,1595884375.986898
49,1595884383.036153
50,1595884390.125838
51,1595884397.54016
52,1595884414.230737
53,1595884416.4855418
54,1595884418.9674408
55,1595884421.333339
56,1595884460.5328152
57,1595884556.194336
58,1595884558.747328
59,1595884561.012568
60,1595884581.183661
61,1595884729.159869
62,1595884731.747382
63,1595884734.173852
