,0
0,1595883516.467361
1,1595883533.488714
2,1595883549.469295
3,1595883568.203627
4,1595883585.217189
5,1595883602.212548
6,1595883619.477959
7,1595883638.4521
8,1595883660.723408
9,1595883679.194464
10,1595883696.96469
11,1595883717.2329228
12,1595883733.730062
13,1595883752.215156
14,1595883769.719336
15,1595883787.4795241
16,1595883812.4564512
17,1595883829.7068522
18,1595883848.696576
19,1595883864.942795
20,1595883885.958264
21,1595883905.684009
22,1595883912.943794
23,1595883919.708077
24,1595883927.193612
25,1595883935.188916
26,1595883945.9588249
27,1595883953.4440022
28,1595883961.184394
29,1595883969.7168489
30,1595883978.195092
31,1595883985.707409
32,1595883993.2104871
33,1595884000.4697568
34,1595884007.9702568
35,1595884015.468603
36,1595884022.967433
37,1595884030.468309
38,1595884162.188698
39,1595884174.937664
40,1595884182.439369
41,1595884190.224926
42,1595884197.439691
43,1595884204.93953
44,1595884265.252697
45,1595884279.176047
46,1595884290.504607
47,1595884296.963338
48,1595884300.460947
49,1595884308.426145
50,1595884315.177431
51,1595884322.689059
52,1595884434.698695
53,1595884444.857002
54,1595884451.664224
55,1595884642.010668
56,1595884644.044428
57,1595884646.1741178
58,1595884648.207374
59,1595884650.2380512
60,1595884652.271455
61,1595884654.434883
62,1595884656.465749
63,1595884667.174873
