,0
0,1595883514.1908019
1,1595883531.455709
2,1595883547.191009
3,1595883565.9671638
4,1595883582.951827
5,1595883599.976208
6,1595883616.95381
7,1595883635.963358
8,1595883658.479022
9,1595883676.974999
10,1595883694.7293499
11,1595883714.7254488
12,1595883731.214129
13,1595883749.6936698
14,1595883767.455544
15,1595883785.227921
16,1595883810.2206862
17,1595883827.21611
18,1595883846.237406
19,1595883862.482827
20,1595883882.942465
21,1595883902.953226
22,1595883910.453844
23,1595883917.444269
24,1595883924.714153
25,1595883932.714218
26,1595883943.454049
27,1595883950.955082
28,1595883958.69429
29,1595883967.169803
30,1595883974.684861
31,1595883983.2201972
32,1595883990.719612
33,1595883997.9350789
34,1595884005.434765
35,1595884012.950776
36,1595884020.436373
37,1595884027.935331
38,1595884157.688813
39,1595884172.477522
40,1595884179.962454
41,1595884187.459562
42,1595884194.961302
43,1595884202.449533
44,1595884267.286722
45,1595884276.699899
46,1595884288.4750981
47,1595884294.7002702
48,1595884302.951593
49,1595884310.676747
50,1595884317.4417868
51,1595884324.9268758
52,1595884436.729784
53,1595884442.823294
54,1595884448.919016
55,1595884615.663782
56,1595884617.694558
57,1595884621.153037
58,1595884623.403797
59,1595884625.6542919
60,1595884630.466329
61,1595884632.496981
62,1595884634.66885
63,1595884636.903879
