,0
0,1595859842.255201
1,1595859844.8052852
2,1595859849.7824352
3,1595859852.291062
4,1595859855.005007
5,1595859858.525888
6,1595859861.006485
7,1595859863.5555992
8,1595859866.282569
9,1595859868.790928
10,1595859871.2667992
11,1595859873.7716491
12,1595859877.0415318
13,1595859879.516169
14,1595859882.006235
15,1595859884.540585
16,1595859887.031853
17,1595859889.506455
18,1595859892.506405
19,1595859895.266644
20,1595859898.0375092
21,1595859901.0416372
22,1595859903.756129
23,1595859906.292039
24,1595859978.003752
25,1595859982.2680252
26,1595859984.7707992
27,1595859987.279087
28,1595859989.7677891
29,1595859992.242816
30,1595859994.7783449
31,1595859997.268778
32,1595859999.759064
33,1595860002.753437
34,1595860005.2782452
35,1595860007.767582
36,1595860010.243974
37,1595860012.8050618
38,1595860015.264725
39,1595860017.516293
40,1595860020.009085
41,1595860022.54014
42,1595860025.0195541
43,1595860027.508651
44,1595860030.029747
45,1595860099.0443351
46,1595860101.50604
47,1595860103.7566762
48,1595860106.260475
49,1595860108.781016
50,1595860111.271481
51,1595860113.7462149
52,1595860116.279328
53,1595860118.7564092
54,1595860121.245753
55,1595860123.7810519
56,1595860126.256685
57,1595860128.748231
58,1595860131.282326
59,1595860133.78263
60,1595860136.246697
61,1595860138.51113
62,1595860141.032117
63,1595860143.5192
64,1595860145.996473
65,1595860148.5324411
66,1595860151.018075
67,1595860153.496775
68,1595860156.047463
69,1595860161.0095859
70,1595860163.546116
71,1595860165.782285
72,1595860168.0329878
73,1595860170.7618392
74,1595860173.282442
75,1595860175.772622
76,1595860179.523243
77,1595860182.298186
78,1595860184.7711601
79,1595860187.247977
80,1595860189.7824168
81,1595860192.286517
82,1595860194.7490401
83,1595860197.283432
