,0
0,1595616250.500191
1,1595616252.990295
2,1595616255.524729
3,1595616258.000386
4,1595616260.4898329
5,1595616263.4887471
6,1595616267.524797
7,1595616270.240447
8,1595616273.001086
9,1595616275.490556
10,1595616278.0212321
11,1595616280.500496
12,1595616282.991157
13,1595616285.524095
14,1595616288.000726
15,1595616290.49027
16,1595616293.0108259
17,1595616295.515459
18,1595616297.549401
19,1595616300.000284
20,1595616302.034299
21,1595616307.7557719
22,1595616311.026737
23,1595616328.726113
24,1595616331.2706418
25,1595616333.750988
26,1595616336.227087
27,1595616338.76206
28,1595616341.2484212
