,name,start_rec_s,fin_rec_ms,dur_whole
63,no_sound_1588810228891_trial_64.csv,1588810225.824439,1588810228891,3.066560983657837
64,no_sound_1588810239105_trial_65.csv,1588810236.071703,1588810239105,3.033297061920166
65,no_sound_1588810251359_trial_66.csv,1588810248.277317,1588810251359,3.0816829204559326
66,no_sound_1588810266132_trial_67.csv,1588810263.046495,1588810266132,3.0855050086975098
67,no_sound_1588810275242_trial_68.csv,1588810272.20708,1588810275242,3.0349202156066895
68,no_sound_1588810287154_trial_69.csv,1588810284.0974872,1588810287154,3.0565128326416016
69,no_sound_1588810297948_trial_70.csv,1588810294.8984802,1588810297948,3.0495197772979736
70,no_sound_1588810309273_trial_71.csv,1588810306.2156549,1588810309273,3.057345151901245
71,no_sound_1588810320447_trial_72.csv,1588810317.395051,1588810320447,3.0519490242004395
72,no_sound_1588810332209_trial_73.csv,1588810329.200313,1588810332209,3.0086870193481445
73,no_sound_1588810341662_trial_74.csv,1588810338.5928462,1588810341662,3.0691537857055664
74,no_sound_1588810350617_trial_75.csv,1588810347.537411,1588810350617,3.0795891284942627
75,no_sound_1588810361067_trial_76.csv,1588810358.0239491,1588810361067,3.043050765991211
76,no_sound_1588810370588_trial_77.csv,1588810367.540452,1588810370588,3.0475480556488037
77,no_sound_1588810379675_trial_78.csv,1588810376.617724,1588810379675,3.0572760105133057
78,no_sound_1588810392750_trial_79.csv,1588810389.704164,1588810392750,3.0458359718322754
79,no_sound_1588810403066_trial_80.csv,1588810400.019988,1588810403066,3.0460119247436523
80,no_sound_1588810414801_trial_81.csv,1588810411.718625,1588810414801,3.0823750495910645
81,no_sound_1588810427781_trial_82.csv,1588810424.723681,1588810427781,3.057318925857544
82,no_sound_1588810439405_trial_83.csv,1588810436.3570418,1588810439405,3.0479581356048584
83,no_sound_1588810448821_trial_84.csv,1588810445.748909,1588810448821,3.0720911026000977
84,no_sound_1588810459150_trial_85.csv,1588810456.0670311,1588810459150,3.0829689502716064
85,no_sound_1588810468642_trial_86.csv,1588810465.584686,1588810468642,3.057313919067383
86,no_sound_1588810479387_trial_87.csv,1588810476.318718,1588810479387,3.068282127380371
87,no_sound_1588810488611_trial_88.csv,1588810485.574987,1588810488611,3.036013126373291
88,no_sound_1588810498175_trial_89.csv,1588810495.104324,1588810498175,3.070675849914551
89,no_sound_1588810508344_trial_90.csv,1588810505.2985542,1588810508344,3.0454459190368652
90,no_sound_1588810519120_trial_91.csv,1588810516.001913,1588810519120,3.118086814880371
91,no_sound_1588810529011_trial_92.csv,1588810525.954117,1588810529011,3.056882858276367
92,no_sound_1588810538023_trial_93.csv,1588810534.953095,1588810538023,3.0699050426483154
93,no_sound_1588810546819_trial_94.csv,1588810543.750567,1588810546819,3.0684330463409424
94,no_sound_1588810558229_trial_95.csv,1588810555.144127,1588810558229,3.0848731994628906
95,no_sound_1588810567938_trial_96.csv,1588810564.865799,1588810567938,3.0722010135650635
96,no_sound_1588810578511_trial_97.csv,1588810575.47546,1588810578511,3.0355398654937744
97,no_sound_1588810589524_trial_98.csv,1588810586.443753,1588810589524,3.080246925354004
98,no_sound_1588810600794_trial_99.csv,1588810597.696245,1588810600794,3.097754955291748
99,no_sound_1588810609303_trial_100.csv,1588810606.2566872,1588810609303,3.0463128089904785
100,no_sound_1588810618831_trial_101.csv,1588810615.749089,1588810618831,3.081911087036133
101,no_sound_1588810628675_trial_102.csv,1588810625.606872,1588810628675,3.0681278705596924
102,no_sound_1588810639914_trial_103.csv,1588810636.868486,1588810639914,3.0455141067504883
103,no_sound_1588810649577_trial_104.csv,1588810646.509599,1588810649577,3.0674009323120117
104,no_sound_1588810659152_trial_105.csv,1588810656.112225,1588810659152,3.0397748947143555
105,no_sound_1588810668330_trial_106.csv,1588810665.2628999,1588810668330,3.0671000480651855
106,no_sound_1588810682160_trial_107.csv,1588810679.09918,1588810682160,3.0608201026916504
107,no_sound_1588810691394_trial_108.csv,1588810688.317217,1588810691394,3.0767829418182373
108,no_sound_1588810699967_trial_109.csv,1588810696.931222,1588810699967,3.035778045654297
109,no_sound_1588810709407_trial_110.csv,1588810706.326474,1588810709407,3.080526113510132
110,no_sound_1588810718663_trial_111.csv,1588810715.594673,1588810718663,3.0683271884918213
111,no_sound_1588810729217_trial_112.csv,1588810726.139443,1588810729217,3.07755708694458
112,no_sound_1588810738367_trial_113.csv,1588810735.296221,1588810738367,3.0707790851593018
113,no_sound_1588810751628_trial_114.csv,1588810748.5589929,1588810751628,3.069007158279419
114,no_sound_1588810761250_trial_115.csv,1588810758.1756952,1588810761250,3.0743048191070557
115,no_sound_1588810770190_trial_116.csv,1588810767.133704,1588810770190,3.0562961101531982
116,no_sound_1588810786129_trial_117.csv,1588810783.0870552,1588810786129,3.041944742202759
117,no_sound_1588810799667_trial_118.csv,1588810796.607738,1588810799667,3.0592620372772217
118,no_sound_1588810809789_trial_119.csv,1588810806.743859,1588810809789,3.0451409816741943
119,no_sound_1588810821140_trial_120.csv,1588810818.10659,1588810821140,3.03341007232666
