,name,duration,start_rec_s,start_sound_s,end_sound_s,fin_rec_ms,sound_lag,end_sound_lag,dur_whole,sound_to_fin
0,sine_bass_1588559362593_trial_1.csv,2.0287,1588559359.538969,1588559359.552028,1588559361.580728,1588559362593,0.013058900833129883,2.04175890083313,3.0540308952331543,3.0409719944000244
1,sine_bass_1588559382784_trial_2.csv,2.0287,1588559379.712916,1588559379.72451,1588559381.75321,1588559382784,0.011594057083129883,2.04029405708313,3.0710840225219727,3.0594899654388428
2,sine_bass_1588559420856_trial_3.csv,2.0287,1588559417.776457,1588559417.788032,1588559419.8167322,1588559420856,0.011574983596801758,2.040274983596802,3.079542875289917,3.0679678916931152
3,sine_bass_1588559486703_trial_4.csv,2.0287,1588559483.6430001,1588559483.655489,1588559485.684189,1588559486703,0.012488842010498047,2.041188842010498,3.059999942779541,3.047511100769043
4,sine_bass_1588559497432_trial_5.csv,2.0287,1588559494.3796108,1588559494.391197,1588559496.419897,1588559497432,0.011586189270019531,2.0402861892700197,3.052389144897461,3.0408029556274414
5,sine_bass_1588559529820_trial_6.csv,2.0287,1588559526.758764,1588559526.771616,1588559528.800316,1588559529820,0.012851953506469727,2.04155195350647,3.0612359046936035,3.048383951187134
6,sine_bass_1588559550446_trial_7.csv,2.0287,1588559547.366493,1588559547.379006,1588559549.407706,1588559550446,0.012512922286987305,2.0412129222869875,3.0795071125030518,3.0669941902160645
7,sine_bass_1588559592161_trial_8.csv,2.0287,1588559589.117407,1588559589.131274,1588559591.159974,1588559592161,0.013866901397705078,2.0425669013977052,3.043592929840088,3.029726028442383
8,sine_bass_1588559714921_trial_9.csv,2.0287,1588559711.844167,1588559711.852455,1588559713.881155,1588559714921,0.008287906646728516,2.0369879066467287,3.0768330097198486,3.06854510307312
9,sine_bass_1588559735603_trial_10.csv,2.0287,1588559732.519614,1588559732.531067,1588559734.559767,1588559735603,0.011452913284301758,2.040152913284302,3.083385944366455,3.0719330310821533
10,sine_bass_1588559751319_trial_11.csv,2.0287,1588559748.249887,1588559748.262197,1588559750.2908971,1588559751319,0.012310028076171875,2.041010028076172,3.06911301612854,3.056802988052368
11,sine_bass_1588559782152_trial_12.csv,2.0287,1588559779.103412,1588559779.1184928,1588559781.147193,1588559782152,0.015080928802490234,2.0437809288024904,3.0485880374908447,3.0335071086883545
12,sine_bass_1588559800726_trial_13.csv,2.0287,1588559797.671565,1588559797.682723,1588559799.7114232,1588559800726,0.011157989501953125,2.0398579895019533,3.0544350147247314,3.0432770252227783
13,sine_bass_1588559817405_trial_14.csv,2.0287,1588559814.350323,1588559814.362119,1588559816.390819,1588559817405,0.011795997619628906,2.040495997619629,3.0546770095825195,3.0428810119628906
14,sine_bass_1588559829045_trial_15.csv,2.0287,1588559825.985228,1588559825.9981508,1588559828.026851,1588559829045,0.01292276382446289,2.041622763824463,3.05977201461792,3.046849250793457
15,sine_bass_1588559839717_trial_16.csv,2.0287,1588559836.66957,1588559836.6808372,1588559838.7095373,1588559839717,0.01126718521118164,2.039967185211182,3.0474300384521484,3.036162853240967
16,sine_bass_1588559852712_trial_17.csv,2.0287,1588559849.652388,1588559849.66486,1588559851.6935601,1588559852712,0.012471914291381836,2.041171914291382,3.0596117973327637,3.047139883041382
17,sine_bass_1588559867180_trial_18.csv,2.0287,1588559863.836332,1588559863.8492742,1588559865.8779743,1588559867180,0.012942075729370117,2.0416420757293703,3.343667984008789,3.330725908279419
18,sine_bass_1588559881104_trial_19.csv,2.0287,1588559878.068359,1588559878.081633,1588559880.1103332,1588559881104,0.013274192810058594,2.0419741928100588,3.0356411933898926,3.022367000579834
19,sine_bass_1588559900751_trial_20.csv,2.0287,1588559897.676524,1588559897.689905,1588559899.718605,1588559900751,0.013381004333496094,2.0420810043334963,3.0744760036468506,3.0610949993133545
20,sine_bass_1588559914707_trial_21.csv,2.0287,1588559911.6435251,1588559911.6552892,1588559913.6839893,1588559914707,0.011764049530029297,2.0404640495300295,3.0634748935699463,3.051710844039917
21,sine_bass_1588559931110_trial_22.csv,2.0287,1588559928.0579588,1588559928.069401,1588559930.0981011,1588559931110,0.011442184448242188,2.0401421844482424,3.0520410537719727,3.0405988693237305
22,sine_bass_1588559947955_trial_23.csv,2.0287,1588559944.880529,1588559944.892357,1588559946.9210572,1588559947955,0.011828184127807617,2.040528184127808,3.0744709968566895,3.062642812728882
23,sine_bass_1588559958395_trial_24.csv,2.0287,1588559955.343342,1588559955.3560572,1588559957.3847573,1588559958395,0.01271510124206543,2.0414151012420656,3.0516579151153564,3.038942813873291
24,sine_bass_1588559969894_trial_25.csv,2.0287,1588559966.815669,1588559966.8284101,1588559968.8571103,1588559969894,0.0127410888671875,2.0414410888671877,3.0783309936523438,3.0655899047851562
25,sine_bass_1588559984694_trial_26.csv,2.0287,1588559981.65748,1588559981.669564,1588559983.6982641,1588559984694,0.012084007263183594,2.0407840072631838,3.036520004272461,3.0244359970092773
26,sine_bass_1588559996282_trial_27.csv,2.0287,1588559993.209547,1588559993.220841,1588559995.249541,1588559996282,0.011293888092041016,2.039993888092041,3.072453022003174,3.061159133911133
27,sine_bass_1588560012269_trial_28.csv,2.0287,1588560009.2332852,1588560009.2461839,1588560011.274884,1588560012269,0.012898683547973633,2.041598683547974,3.035714864730835,3.0228161811828613
28,sine_bass_1588560022950_trial_29.csv,2.0287,1588560019.897752,1588560019.9094641,1588560021.9381642,1588560022950,0.011712074279785156,2.0404120742797853,3.052248001098633,3.0405359268188477
29,sine_bass_1588560034959_trial_30.csv,2.0287,1588560031.8745,1588560031.887548,1588560033.916248,1588560034959,0.013047933578491211,2.0417479335784914,3.0845000743865967,3.0714521408081055
30,sine_bass_1588560046718_trial_31.csv,2.0287,1588560043.646195,1588560043.657842,1588560045.686542,1588560046718,0.01164698600769043,2.0403469860076906,3.071805000305176,3.0601580142974854
31,sine_bass_1588560058126_trial_32.csv,2.0287,1588560055.056462,1588560055.067635,1588560057.0963352,1588560058126,0.011173009872436523,2.0398730098724367,3.069537878036499,3.0583648681640625
32,sine_bass_1588560069160_trial_33.csv,2.0287,1588560066.118304,1588560066.130501,1588560068.1592011,1588560069160,0.012197017669677734,2.040897017669678,3.041696071624756,3.029499053955078
33,sine_bass_1588560078417_trial_34.csv,2.0287,1588560075.3639622,1588560075.3759592,1588560077.4046593,1588560078417,0.011996984481811523,2.0406969844818117,3.0530378818511963,3.0410408973693848
34,sine_bass_1588560087396_trial_35.csv,2.0287,1588560084.3483279,1588560084.3601222,1588560086.3888223,1588560087396,0.011794328689575195,2.0404943286895754,3.0476720333099365,3.0358777046203613
35,sine_bass_1588560096546_trial_36.csv,2.0287,1588560093.5019531,1588560093.514017,1588560095.5427172,1588560096546,0.012063980102539062,2.0407639801025392,3.0440468788146973,3.031982898712158
36,sine_bass_1588560106052_trial_37.csv,2.0287,1588560102.9873862,1588560102.999268,1588560105.0279682,1588560106052,0.011881828308105469,2.0405818283081056,3.0646138191223145,3.052731990814209
37,sine_bass_1588560127305_trial_38.csv,2.0287,1588560124.2613802,1588560124.275105,1588560126.303805,1588560127305,0.013724803924560547,2.0424248039245607,3.0436198711395264,3.029895067214966
38,sine_bass_1588560136435_trial_39.csv,2.0287,1588560133.406409,1588560133.419895,1588560135.448595,1588560136435,0.013485908508300781,2.042185908508301,3.0285909175872803,3.0151050090789795
39,sine_bass_1588560146854_trial_40.csv,2.0287,1588560143.793776,1588560143.8059788,1588560145.834679,1588560146854,0.012202739715576172,2.0409027397155763,3.0602240562438965,3.0480213165283203
40,sine_bass_1588560158284_trial_41.csv,2.0287,1588560155.2085178,1588560155.220542,1588560157.249242,1588560158284,0.012024164199829102,2.0407241641998293,3.075482130050659,3.06345796585083
41,sine_bass_1588560169444_trial_42.csv,2.0287,1588560166.3840241,1588560166.396676,1588560168.4253762,1588560169444,0.012651920318603516,2.0413519203186037,3.0599758625030518,3.0473239421844482
42,sine_bass_1588560181686_trial_43.csv,2.0287,1588560178.625686,1588560178.638253,1588560180.666953,1588560181686,0.01256704330444336,2.0412670433044435,3.060314178466797,3.0477471351623535
43,sine_bass_1588560196970_trial_44.csv,2.0287,1588560193.901313,1588560193.913213,1588560195.9419131,1588560196970,0.011899948120117188,2.0405999481201174,3.0686869621276855,3.0567870140075684
44,sine_bass_1588560213178_trial_45.csv,2.0287,1588560210.1017442,1588560210.114767,1588560212.1434672,1588560213178,0.013022899627685547,2.0417228996276857,3.0762557983398438,3.063232898712158
45,sine_bass_1588560222928_trial_46.csv,2.0287,1588560219.885847,1588560219.898782,1588560221.9274821,1588560222928,0.01293492317199707,2.0416349231719972,3.0421528816223145,3.0292179584503174
46,sine_bass_1588560236716_trial_47.csv,2.0287,1588560233.645835,1588560233.658547,1588560235.687247,1588560236716,0.01271200180053711,2.0414120018005373,3.0701651573181152,3.057453155517578
47,sine_bass_1588560248388_trial_48.csv,2.0287,1588560245.3229618,1588560245.338488,1588560247.3671882,1588560248388,0.015526294708251953,2.044226294708252,3.0650382041931152,3.0495119094848633
48,sine_bass_1588560259199_trial_49.csv,2.0287,1588560256.12592,1588560256.136124,1588560258.164824,1588560259199,0.010203838348388672,2.038903838348389,3.073079824447632,3.062875986099243
49,sine_bass_1588560269277_trial_50.csv,2.0287,1588560266.2130802,1588560266.2247272,1588560268.2534273,1588560269277,0.01164698600769043,2.0403469860076906,3.06391978263855,3.0522727966308594
50,sine_bass_1588560278987_trial_51.csv,2.0287,1588560275.925575,1588560275.9380631,1588560277.9667633,1588560278987,0.012488126754760742,2.041188126754761,3.061424970626831,3.0489368438720703
51,sine_bass_1588560294888_trial_52.csv,2.0287,1588560291.81229,1588560291.82346,1588560293.8521602,1588560294888,0.011170148849487305,2.0398701488494875,3.0757100582122803,3.064539909362793
52,sine_bass_1588560305413_trial_53.csv,2.0287,1588560302.3393888,1588560302.3524601,1588560304.3811603,1588560305413,0.013071298599243164,2.0417712985992433,3.073611259460449,3.060539960861206
