,name,duration,start_rec_s,start_sound_s,end_sound_s,fin_rec_ms,sound_lag,end_sound_lag,dur_whole,sound_to_fin
0,sine_bass_1588811290928_trial_1.csv,2.0287,1588811287.861718,1588811287.874615,1588811289.903315,1588811290928,0.012897014617919922,2.04159701461792,3.066282033920288,3.053385019302368
1,sine_bass_1588811319614_trial_2.csv,2.0287,1588811316.569721,1588811316.5809338,1588811318.609634,1588811319614,0.011212825775146484,2.0399128257751467,3.044279098510742,3.0330662727355957
2,sine_bass_1588811332611_trial_3.csv,2.0287,1588811329.554872,1588811329.564251,1588811331.592951,1588811332611,0.009378910064697266,2.0380789100646974,3.0561280250549316,3.0467491149902344
3,sine_bass_1588811344835_trial_4.csv,2.0287,1588811341.784124,1588811341.7936928,1588811343.822393,1588811344835,0.009568929672241211,2.0382689296722414,3.0508761405944824,3.041307210922241
4,sine_bass_1588811354776_trial_5.csv,2.0287,1588811351.704119,1588811351.7139032,1588811353.7426033,1588811354776,0.009784221649169922,2.03848422164917,3.071881055831909,3.0620968341827393
5,sine_bass_1588811364895_trial_6.csv,2.0287,1588811361.831402,1588811361.843416,1588811363.872116,1588811364895,0.012013912200927734,2.040713912200928,3.0635979175567627,3.051584005355835
6,sine_bass_1588811374986_trial_7.csv,2.0287,1588811371.955206,1588811371.966454,1588811373.9951541,1588811374986,0.011248111724853516,2.0399481117248537,3.030794143676758,3.0195460319519043
7,sine_bass_1588811386987_trial_8.csv,2.0287,1588811383.9148722,1588811383.923569,1588811385.952269,1588811386987,0.008696794509887695,2.037396794509888,3.0721278190612793,3.0634310245513916
8,sine_bass_1588811396494_trial_9.csv,2.0287,1588811393.4547698,1588811393.467252,1588811395.4959521,1588811396494,0.012482166290283203,2.0411821662902834,3.0392301082611084,3.026747941970825
9,sine_bass_1588811406991_trial_10.csv,2.0287,1588811403.959796,1588811403.9702861,1588811405.9989862,1588811406991,0.010490179061889648,2.03919017906189,3.0312039852142334,3.0207138061523438
10,sine_bass_1588811416702_trial_11.csv,2.0287,1588811413.648215,1588811413.656836,1588811415.6855361,1588811416702,0.008620977401733398,2.0373209774017336,3.0537848472595215,3.045163869857788
11,sine_bass_1588811427435_trial_12.csv,2.0287,1588811424.369227,1588811424.380697,1588811426.4093971,1588811427435,0.01147007942199707,2.0401700794219972,3.0657730102539062,3.054302930831909
12,sine_bass_1588811439065_trial_13.csv,2.0287,1588811435.991584,1588811436.001206,1588811438.029906,1588811439065,0.009621858596801758,2.038321858596802,3.073415994644165,3.0637941360473633
13,sine_bass_1588811452184_trial_14.csv,2.0287,1588811449.1201239,1588811449.128897,1588811451.157597,1588811452184,0.008773088455200195,2.0374730884552004,3.063876152038574,3.055103063583374
14,sine_bass_1588811461759_trial_15.csv,2.0287,1588811458.704152,1588811458.714797,1588811460.7434971,1588811461759,0.010644912719726562,2.0393449127197267,3.0548479557037354,3.044203042984009
15,sine_bass_1588811471399_trial_16.csv,2.0287,1588811468.3682811,1588811468.377485,1588811470.4061852,1588811471399,0.009203910827636719,2.037903910827637,3.0307188034057617,3.021514892578125
16,sine_bass_1588811479658_trial_17.csv,2.0287,1588811476.584552,1588811476.597436,1588811478.626136,1588811479658,0.012883901596069336,2.0415839015960695,3.0734479427337646,3.0605640411376953
17,sine_bass_1588811488660_trial_18.csv,2.0287,1588811485.6054358,1588811485.618413,1588811487.647113,1588811488660,0.012977123260498047,2.041677123260498,3.0545642375946045,3.0415871143341064
18,sine_bass_1588811497701_trial_19.csv,2.0287,1588811494.6371908,1588811494.646185,1588811496.674885,1588811497701,0.008994102478027344,2.0376941024780275,3.0638091564178467,3.0548150539398193
19,sine_bass_1588811507679_trial_20.csv,2.0287,1588811504.639221,1588811504.6492422,1588811506.6779423,1588811507679,0.010021209716796875,2.038721209716797,3.0397789478302,3.0297577381134033
20,sine_bass_1588811521182_trial_21.csv,2.0287,1588811518.117952,1588811518.1257331,1588811520.1544333,1588811521182,0.007781028747558594,2.0364810287475588,3.0640478134155273,3.0562667846679688
21,sine_bass_1588811529899_trial_22.csv,2.0287,1588811526.82481,1588811526.833505,1588811528.862205,1588811529899,0.008694887161254883,2.037394887161255,3.0741899013519287,3.065495014190674
22,sine_bass_1588811538190_trial_23.csv,2.0287,1588811535.141382,1588811535.1537411,1588811537.1824412,1588811538190,0.012359142303466797,2.041059142303467,3.0486180782318115,3.0362589359283447
23,sine_bass_1588811547337_trial_24.csv,2.0287,1588811544.297379,1588811544.311751,1588811546.340451,1588811547337,0.014371871948242188,2.0430718719482424,3.039620876312256,3.0252490043640137
24,sine_bass_1588811560052_trial_25.csv,2.0287,1588811556.998676,1588811557.011895,1588811559.040595,1588811560052,0.013218879699707031,2.041918879699707,3.053323984146118,3.040105104446411
25,sine_bass_1588811569408_trial_26.csv,2.0287,1588811566.346653,1588811566.3553028,1588811568.384003,1588811569408,0.008649826049804688,2.037349826049805,3.061347007751465,3.05269718170166
26,sine_bass_1588811580379_trial_27.csv,2.0287,1588811577.314951,1588811577.322334,1588811579.3510342,1588811580379,0.007383108139038086,2.0360831081390383,3.064049005508423,3.0566658973693848
27,sine_bass_1588811590550_trial_28.csv,2.0287,1588811587.4853692,1588811587.4979231,1588811589.5266232,1588811590550,0.012553930282592773,2.041253930282593,3.0646307468414307,3.052076816558838
28,sine_bass_1588811601370_trial_29.csv,2.0287,1588811598.341357,1588811598.350544,1588811600.379244,1588811601370,0.009186983108520508,2.0378869831085207,3.0286428928375244,3.019455909729004
29,sine_bass_1588811612767_trial_30.csv,2.0287,1588811609.70318,1588811609.7125912,1588811611.7412913,1588811612767,0.009411096572875977,2.038111096572876,3.0638198852539062,3.0544087886810303
30,sine_bass_1588811624537_trial_31.csv,2.0287,1588811621.46267,1588811621.472163,1588811623.500863,1588811624537,0.009492874145507812,2.038192874145508,3.0743298530578613,3.0648369789123535
31,sine_bass_1588811634629_trial_32.csv,2.0287,1588811631.573301,1588811631.583384,1588811633.6120842,1588811634629,0.01008296012878418,2.0387829601287843,3.055698871612549,3.0456159114837646
32,sine_bass_1588811644472_trial_33.csv,2.0287,1588811641.4180522,1588811641.42788,1588811643.4565802,1588811644472,0.009827852249145508,2.0385278522491457,3.053947687149048,3.0441198348999023
33,sine_bass_1588811654436_trial_34.csv,2.0287,1588811651.386979,1588811651.397902,1588811653.4266021,1588811654436,0.010922908782958984,2.039622908782959,3.049021005630493,3.038098096847534
34,sine_bass_1588811671044_trial_35.csv,2.0287,1588811667.972082,1588811667.983062,1588811670.0117621,1588811671044,0.01098012924194336,2.0396801292419435,3.07191801071167,3.0609378814697266
35,sine_bass_1588811681482_trial_36.csv,2.0287,1588811678.4077928,1588811678.4178638,1588811680.446564,1588811681482,0.010071039199829102,2.0387710391998293,3.074207305908203,3.064136266708374
36,sine_bass_1588811690926_trial_37.csv,2.0287,1588811687.8478668,1588811687.856525,1588811689.885225,1588811690926,0.008658170700073242,2.0373581707000734,3.0781333446502686,3.0694751739501953
37,sine_bass_1588811700146_trial_38.csv,2.0287,1588811697.09517,1588811697.104815,1588811699.1335151,1588811700146,0.00964498519897461,2.038344985198975,3.0508298873901367,3.041184902191162
38,sine_bass_1588811709621_trial_39.csv,2.0287,1588811706.556243,1588811706.5653088,1588811708.594009,1588811709621,0.009065866470336914,2.037765866470337,3.0647571086883545,3.0556912422180176
39,sine_bass_1588811719793_trial_40.csv,2.0287,1588811716.715849,1588811716.7256472,1588811718.7543473,1588811719793,0.009798288345336914,2.038498288345337,3.07715106010437,3.067352771759033
40,sine_bass_1588811729636_trial_41.csv,2.0287,1588811726.570179,1588811726.5796869,1588811728.608387,1588811729636,0.009507894515991211,2.0382078945159914,3.0658209323883057,3.0563130378723145
41,sine_bass_1588811743043_trial_42.csv,2.0287,1588811739.9940412,1588811740.003329,1588811742.0320292,1588811743043,0.009287834167480469,2.0379878341674806,3.0489587783813477,3.039670944213867
