,name,start_rec_s,fin_rec_ms,dur_whole
0,sine_bass_1588561268077_trial_1.csv,1588561265,1.58856E+12,3.030827999
1,sine_bass_1588561321974_trial_2.csv,1588561319,1.58856E+12,3.033023119
2,sine_bass_1588561339548_trial_3.csv,1588561337,1.58856E+12,3.045409203
3,sine_bass_1588561354372_trial_4.csv,1588561351,1.58856E+12,3.034255028
4,sine_bass_1588561367887_trial_5.csv,1588561365,1.58856E+12,3.049561024
5,sine_bass_1588561379880_trial_6.csv,1588561377,1.58856E+12,3.063328028
6,sine_bass_1588561391741_trial_7.csv,1588561389,1.58856E+12,3.042487144
7,sine_bass_1588561404440_trial_8.csv,1588561401,1.58856E+12,3.082174063
8,sine_bass_1588561415067_trial_9.csv,1588561412,1.58856E+12,3.058535099
9,sine_bass_1588561430910_trial_10.csv,1588561428,1.58856E+12,3.061986923
10,sine_bass_1588561440572_trial_11.csv,1588561438,1.58856E+12,3.052783966
11,sine_bass_1588561450503_trial_12.csv,1588561447,1.58856E+12,3.056416035
12,sine_bass_1588561460865_trial_13.csv,1588561458,1.58856E+12,3.061671019
13,sine_bass_1588561471262_trial_14.csv,1588561468,1.58856E+12,3.023440123
14,sine_bass_1588561481014_trial_15.csv,1588561478,1.58856E+12,3.035946846
15,sine_bass_1588561492225_trial_16.csv,1588561489,1.58856E+12,3.078380108
16,sine_bass_1588561502584_trial_17.csv,1588561500,1.58856E+12,3.055775166
17,sine_bass_1588561512751_trial_18.csv,1588561510,1.58856E+12,3.059114933
18,sine_bass_1588561523068_trial_19.csv,1588561520,1.58856E+12,3.062635183
19,sine_bass_1588561535019_trial_20.csv,1588561532,1.58856E+12,3.046077967
20,sine_bass_1588561546933_trial_21.csv,1588561544,1.58856E+12,3.042788029
21,sine_bass_1588561556848_trial_22.csv,1588561554,1.58856E+12,3.049420118
22,sine_bass_1588561567418_trial_23.csv,1588561564,1.58856E+12,3.065407038
23,sine_bass_1588561576830_trial_24.csv,1588561574,1.58856E+12,3.068960905
24,sine_bass_1588561588588_trial_25.csv,1588561586,1.58856E+12,3.075695276
25,sine_bass_1588561597683_trial_26.csv,1588561595,1.58856E+12,3.056055069
26,sine_bass_1588561610544_trial_27.csv,1588561608,1.58856E+12,3.02788806
27,sine_bass_1588561620890_trial_28.csv,1588561618,1.58856E+12,3.052157164
28,sine_bass_1588561631238_trial_29.csv,1588561628,1.58856E+12,3.052454948
29,sine_bass_1588561641453_trial_30.csv,1588561638,1.58856E+12,3.044548988
30,sine_bass_1588561655589_trial_31.csv,1588561653,1.58856E+12,3.047109842
31,sine_bass_1588561665151_trial_32.csv,1588561662,1.58856E+12,3.045825958
32,sine_bass_1588561675613_trial_33.csv,1588561673,1.58856E+12,3.035778046
33,sine_bass_1588561703850_trial_34.csv,1588561701,1.58856E+12,3.071825981
34,sine_bass_1588561713734_trial_35.csv,1588561711,1.58856E+12,3.052453995
35,sine_bass_1588561722938_trial_36.csv,1588561720,1.58856E+12,3.051486969
36,sine_bass_1588561732356_trial_37.csv,1588561729,1.58856E+12,3.055995941
37,sine_bass_1588561742213_trial_38.csv,1588561739,1.58856E+12,3.055612087
38,sine_bass_1588561751333_trial_39.csv,1588561748,1.58856E+12,3.050213814
39,sine_bass_1588561760630_trial_40.csv,1588561758,1.58856E+12,3.05789423
40,sine_bass_1588561770381_trial_41.csv,1588561767,1.58856E+12,3.048895121
41,sine_bass_1588561778833_trial_42.csv,1588561776,1.58856E+12,3.02233696
42,sine_bass_1588561791700_trial_43.csv,1588561789,1.58856E+12,3.077378035
43,sine_bass_1588561801590_trial_44.csv,1588561799,1.58856E+12,3.044993877
44,sine_bass_1588561811574_trial_45.csv,1588561809,1.58856E+12,3.061258078
45,sine_bass_1588561821218_trial_46.csv,1588561818,1.58856E+12,3.026959896
46,sine_bass_1588561830276_trial_47.csv,1588561827,1.58856E+12,3.055845976
47,sine_bass_1588561840364_trial_48.csv,1588561837,1.58856E+12,3.072970152
48,sine_bass_1588561850911_trial_49.csv,1588561848,1.58856E+12,3.054170132
49,sine_bass_1588561861098_trial_50.csv,1588561858,1.58856E+12,3.089884043
50,sine_bass_1588561874714_trial_51.csv,1588561872,1.58856E+12,3.031228065
51,sine_bass_1588561891117_trial_52.csv,1588561888,1.58856E+12,3.053728104
