,0
0,1595603184.713276
1,1595603189.738038
2,1595603194.703284
3,1595603199.519451
4,1595603239.7049851
5,1595603244.478067
6,1595603280.210115
7,1595603282.2395751
8,1595603284.469353
9,1595603286.719521
10,1595603288.9823968
11,1595603291.2199411
12,1595603293.252623
13,1595603295.479717
14,1595603297.513463
15,1595603299.5454578
16,1595603301.7203321
17,1595603303.753154
18,1595603344.9928079
19,1595603347.256947
20,1595603349.721643
21,1595603351.9700859
22,1595603354.00225
23,1595603356.231519
24,1595603359.471522
25,1595603363.7318149
26,1595603366.460242
27,1595603368.709156
28,1595603370.772438
29,1595603373.210218
30,1595603440.982049
31,1595603449.4585018
32,1595603451.9480882
33,1595603454.4809332
34,1595603456.729412
35,1595603459.208462
36,1595603544.470411
37,1595603556.459841
38,1595603558.718772
39,1595603671.9574862
40,1595603674.4477649
41,1595603676.9385731
42,1595603679.1728861
43,1595603682.173944
44,1595603684.422627
