,0
0,1595603145.65811
1,1595603148.2092218
2,1595603150.744698
3,1595603154.2094579
4,1595603156.7437172
5,1595603159.024087
6,1595603161.483967
7,1595603163.9585578
8,1595603166.1592
9,1595603168.459672
10,1595603170.655007
11,1595603172.837825
12,1595603175.210159
13,1595603177.414638
14,1595603179.6194408
15,1595603182.245263
16,1595603187.210093
17,1595603192.220184
18,1595603197.2447639
19,1595603201.969763
20,1595603204.249645
21,1595603206.710804
22,1595603208.9099278
23,1595603211.210064
24,1595603213.459906
25,1595603216.462139
26,1595603218.992676
27,1595603221.2730188
28,1595603223.4709902
29,1595603225.672383
30,1595603227.883198
31,1595603230.0842931
32,1595603232.485186
33,1595603234.6683142
34,1595603237.223614
35,1595603241.9610932
36,1595603246.735471
37,1595603249.0108109
38,1595603251.475075
39,1595603253.655702
40,1595603255.98859
41,1595603258.175206
42,1595603260.352694
43,1595603262.966096
44,1595603265.5006778
45,1595603268.216018
46,1595603270.750519
47,1595603273.025158
48,1595603275.2061582
49,1595603277.403714
50,1595603305.9879591
51,1595603308.477818
52,1595603310.9638898
53,1595603313.246421
54,1595603315.4339998
55,1595603317.987547
56,1595603320.277931
57,1595603322.728225
58,1595603325.0123122
59,1595603327.452348
60,1595603329.9889102
61,1595603332.477524
62,1595603334.72778
63,1595603337.217777
64,1595603339.467743
65,1595603342.2279181
