,0
0,1595603378.75806
1,1595603406.962634
2,1595603514.5352378
3,1595603516.725729
4,1595603518.976825
5,1595603521.1601532
6,1595603523.9415538
7,1595603526.2295098
8,1595603528.727385
9,1595603531.0233312
10,1595603533.211221
11,1595603535.3964028
12,1595603537.581184
13,1595603539.773302
14,1595603542.227795
15,1595603546.952325
16,1595603549.442501
17,1595603551.97599
18,1595603554.270081
19,1595603561.203137
20,1595603563.692514
21,1595603566.453179
22,1595603568.9429371
23,1595603610.9285362
24,1595603615.33108
25,1595603620.9629471
26,1595603625.706422
27,1595603645.989748
28,1595603650.3694851
29,1595603654.7454479
30,1595603663.985358
