,0
0,1595603376.2229629
1,1595603403.736853
2,1595603463.2131252
3,1595603465.725727
4,1595603468.215752
5,1595603470.7034712
6,1595603473.464997
7,1595603475.7486668
8,1595603477.925498
9,1595603480.108879
10,1595603482.292501
11,1595603484.4811862
12,1595603486.6595352
13,1595603488.8629062
14,1595603491.0703611
15,1595603493.247871
16,1595603495.427983
17,1595603497.9776058
18,1595603500.255898
19,1595603502.440655
20,1595603504.62624
21,1595603506.81021
22,1595603508.992439
23,1595603512.237488
24,1595603580.942685
25,1595603608.4536588
26,1595603613.134376
27,1595603618.429833
28,1595603623.25312
29,1595603643.7144861
30,1595603648.17748
31,1595603652.55493
32,1595603661.705562
