,0
0,1595424548.584492
1,1595424551.432142
2,1595424554.150635
3,1595424556.672262
4,1595424559.4145112
5,1595424561.9212108
6,1595424564.4106371
7,1595424566.8982558
8,1595424570.2291021
9,1595424572.660365
10,1595424575.1467578
11,1595424577.382119
12,1595424580.160595
13,1595424582.6354618
14,1595424585.171885
15,1595424587.660701
16,1595424590.135998
17,1595424592.671927
18,1595424595.173696
19,1595424597.636683
20,1595424600.17119
21,1595424602.6720471
22,1595424604.926738
23,1595424607.1686919
24,1595424609.652024
25,1595424612.1726332
26,1595424614.6606688
27,1595424617.148128
28,1595424619.672199
29,1595424622.161908
30,1595424644.1371431
31,1595424654.411138
32,1595424659.8870132
33,1595424669.173043
34,1595424680.1367009
35,1595424683.4230661
36,1595424688.912592
37,1595424704.663705
38,1595424710.138007
39,1595424726.924368
40,1595424736.6744242
41,1595424742.912639
42,1595424753.398716
43,1595424759.922554
44,1595424762.654203
45,1595424776.139415
46,1595424785.88836
47,1595424788.888979
48,1595424791.650107
49,1595424794.4251049
50,1595424797.136127
51,1595424807.9356532
52,1595424810.400021
53,1595424812.874759
54,1595424815.410986
55,1595424818.4093308
56,1595424834.415733
57,1595424836.92132
58,1595424840.1910138
