,0
0,1595863057.973203
1,1595863060.234682
2,1595863064.211761
3,1595863066.732747
4,1595863069.222564
5,1595863071.485405
6,1595863073.734316
7,1595863076.1981518
8,1595863078.459777
9,1595863080.983864
10,1595863083.2345228
11,1595863085.722518
12,1595863088.199054
13,1595863111.2245219
14,1595863113.6995919
15,1595863116.234655
16,1595863118.725635
17,1595863121.725326
18,1595863124.199703
19,1595863126.450549
20,1595863129.4496698
21,1595863131.985284
22,1595863134.2349381
23,1595863136.721251
24,1595863138.97028
25,1595863141.4486458
26,1595863143.7136178
27,1595863146.700351
28,1595863149.233411
29,1595863158.234078
30,1595863160.485535
31,1595863162.9720252
32,1595863165.450009
33,1595863167.985952
34,1595863170.246699
35,1595863173.236187
36,1595863175.266199
37,1595863177.7358348
38,1595863179.769776
39,1595863181.801662
40,1595863183.960934
41,1595863186.2111108
42,1595863188.47354
43,1595863190.711187
44,1595863192.960744
45,1595863195.96155
46,1595863198.451283
47,1595863201.451751
48,1595863203.9858072
49,1595863207.4516768
50,1595863210.212571
