,Timestamp,0,1,2,3
0,1603250143.416735,-30.76171875,-20.5078125,-25.87890625,-37.59765625
1,1603250143.4206412,-36.62109375,-21.484375,-20.5078125,-21.484375
2,1603250143.4245474,-27.34375,-22.4609375,-17.08984375,-13.671875
3,1603250143.4284537,-36.1328125,-23.4375,-20.5078125,-24.4140625
4,1603250143.43236,-43.45703125,-29.296875,-26.85546875,-34.1796875
5,1603250143.4362662,-29.78515625,-29.78515625,-21.97265625,-29.78515625
6,1603250143.4401724,-16.6015625,-26.3671875,-25.87890625,-17.578125
7,1603250143.4440787,-20.01953125,-27.83203125,-33.203125,-17.08984375
8,1603250143.447985,-41.50390625,-26.3671875,-25.390625,-31.25
9,1603250143.4518912,-43.45703125,-27.83203125,-22.4609375,-52.24609375
10,1603250143.4557974,-38.57421875,-27.34375,-20.01953125,-45.8984375
11,1603250143.4597037,-31.25,-25.390625,-20.5078125,-24.90234375
12,1603250143.46361,-21.97265625,-24.4140625,-20.99609375,-20.99609375
13,1603250143.4675162,-28.80859375,-25.87890625,-19.04296875,-38.57421875
14,1603250143.4714224,-41.9921875,-25.390625,-25.87890625,-50.29296875
15,1603250143.4753287,-49.8046875,-25.390625,-29.296875,-39.55078125
16,1603250143.479235,-32.71484375,-30.76171875,-31.25,-32.2265625
17,1603250143.4831412,-35.15625,-34.1796875,-26.85546875,-20.99609375
18,1603250143.4870474,-42.96875,-26.3671875,-29.78515625,-25.390625
19,1603250143.4909537,-44.921875,-21.97265625,-39.0625,-37.109375
20,1603250143.49486,-47.8515625,-22.4609375,-33.203125,-37.59765625
21,1603250143.4987662,-29.78515625,-25.390625,-29.296875,-25.87890625
22,1603250143.5026724,-15.13671875,-25.87890625,-30.76171875,-13.671875
23,1603250143.5065787,-23.92578125,-29.296875,-28.3203125,-21.97265625
24,1603250143.510485,-39.0625,-36.1328125,-26.85546875,-32.71484375
25,1603250143.5143912,-40.0390625,-38.0859375,-24.4140625,-33.203125
26,1603250143.5182974,-28.80859375,-36.62109375,-22.4609375,-23.4375
27,1603250143.5222037,-11.71875,-32.71484375,-28.80859375,-13.18359375
28,1603250143.52611,-12.6953125,-25.87890625,-25.87890625,-17.08984375
29,1603250143.5300162,-18.5546875,-22.4609375,-17.08984375,-33.203125
30,1603250143.5339224,-30.2734375,-24.90234375,-20.5078125,-37.109375
31,1603250143.5378287,-45.8984375,-22.94921875,-27.34375,-26.3671875
32,1603250143.541735,-28.80859375,-21.97265625,-30.2734375,-18.5546875
33,1603250143.5456412,-30.76171875,-30.2734375,-34.1796875,-28.3203125
34,1603250143.5495474,-46.38671875,-30.76171875,-41.50390625,-37.59765625
35,1603250143.5534537,-33.69140625,-30.76171875,-41.9921875,-40.52734375
36,1603250143.55736,-11.23046875,-27.83203125,-34.66796875,-29.78515625
