,0
0,1595859531.076652
1,1595859556.3301451
2,1595859561.3092248
3,1595859564.2941608
4,1595859567.070291
5,1595859570.2941508
6,1595859573.06953
7,1595859575.828884
8,1595859591.5802119
9,1595859594.595695
10,1595859597.8189409
11,1595859600.579777
12,1595859603.2967381
13,1595859605.8309472
14,1595859608.546207
15,1595859611.080638
16,1595859613.794484
17,1595859617.8307881
18,1595859638.831145
19,1595859642.580469
20,1595859653.3197582
21,1595859657.08584
22,1595859660.071002
23,1595859662.8323898
24,1595859665.561527
25,1595859668.095668
26,1595859670.56896
27,1595859673.3325481
28,1595859676.047094
29,1595859679.3315089
30,1595859682.79828
31,1595859685.812068
32,1595859689.096833
33,1595859692.083487
34,1595859694.798313
35,1595859697.557427
