0,1,2,3
-40.0390625,-18.5546875,-25.390625,2.44140625
-47.36328125,-19.04296875,-27.83203125,-9.765625
-41.9921875,-15.13671875,-27.83203125,-9.27734375
-28.80859375,-9.765625,-25.87890625,-9.27734375
-31.25,-13.18359375,-26.3671875,-25.390625
-48.33984375,-17.578125,-30.76171875,-34.1796875
-55.17578125,-19.53125,-35.15625,-23.4375
-52.734375,-18.5546875,-31.73828125,-7.32421875
-36.62109375,-17.578125,-29.78515625,-2.9296875
-27.83203125,-17.08984375,-30.2734375,0.9765625
-36.62109375,-13.671875,-25.87890625,-1.953125
-47.36328125,-8.7890625,-23.4375,0
-41.50390625,-5.859375,-17.578125,17.08984375
-29.78515625,-11.71875,-17.578125,16.11328125
-32.2265625,-17.08984375,-21.484375,0.48828125
-46.38671875,-17.08984375,-23.92578125,-18.06640625
-53.7109375,-19.53125,-28.3203125,-19.04296875
-51.7578125,-21.484375,-25.87890625,-20.01953125
-43.45703125,-21.484375,-29.296875,-27.34375
-34.66796875,-17.08984375,-27.34375,-25.87890625
-38.57421875,-14.16015625,-18.5546875,-25.390625
-58.59375,-19.53125,-19.04296875,-22.94921875
-55.17578125,-23.4375,-21.484375,-1.46484375
-40.52734375,-23.4375,-22.94921875,17.08984375
-40.52734375,-22.94921875,-27.34375,11.71875
-54.6875,-20.01953125,-28.3203125,0
-61.03515625,-24.4140625,-26.3671875,-5.37109375
-52.24609375,-22.94921875,-27.34375,0.9765625
-41.50390625,-20.5078125,-26.3671875,7.8125
-32.71484375,-22.94921875,-27.34375,2.44140625
-35.15625,-24.90234375,-27.34375,-11.23046875
-54.6875,-27.34375,-30.76171875,-21.484375
-64.453125,-25.390625,-33.69140625,-20.01953125
-53.22265625,-26.3671875,-30.76171875,-20.5078125
-39.0625,-25.87890625,-28.3203125,-22.4609375
-43.45703125,-24.90234375,-30.2734375,-40.52734375
-61.03515625,-26.85546875,-35.15625,-72.75390625
-64.453125,-24.90234375,-37.109375,-72.265625
-51.7578125,-20.5078125,-31.73828125,-63.4765625
-34.66796875,-20.5078125,-27.34375,-65.4296875
-37.59765625,-20.5078125,-25.87890625,-81.0546875
-49.31640625,-20.01953125,-26.3671875,-92.28515625
-51.7578125,-20.99609375,-26.85546875,-73.73046875
-49.8046875,-26.3671875,-31.73828125,-63.96484375
-41.50390625,-24.4140625,-34.66796875,-67.87109375
-44.43359375,-22.94921875,-33.203125,-68.84765625
-55.6640625,-25.390625,-31.73828125,-67.87109375
-56.15234375,-19.53125,-28.3203125,-66.89453125
-52.24609375,-20.99609375,-26.3671875,-57.12890625
-36.1328125,-23.92578125,-28.80859375,-45.41015625
-38.0859375,-23.4375,-33.203125,-43.45703125
-56.640625,-25.390625,-35.64453125,-45.8984375
-62.5,-23.4375,-39.55078125,-45.8984375
-48.828125,-27.34375,-36.62109375,-43.45703125
-30.76171875,-29.296875,-33.69140625,-41.9921875
-26.3671875,-25.390625,-30.76171875,-46.38671875
-37.59765625,-24.90234375,-25.390625,-47.36328125
-51.26953125,-29.78515625,-30.2734375,-41.9921875
-50.29296875,-34.66796875,-36.62109375,-37.59765625
-39.55078125,-33.69140625,-38.0859375,-32.71484375
-41.9921875,-31.73828125,-38.57421875,-38.0859375
-54.19921875,-26.3671875,-35.64453125,-44.921875
-63.4765625,-23.92578125,-36.1328125,-40.52734375
-62.01171875,-25.390625,-37.109375,-34.66796875
-44.43359375,-27.34375,-36.1328125,-35.64453125
-30.76171875,-26.85546875,-37.59765625,-39.55078125
-44.43359375,-29.78515625,-40.52734375,-45.8984375
-60.546875,-33.69140625,-42.48046875,-41.50390625
-56.15234375,-32.71484375,-40.0390625,-41.015625
-42.96875,-31.25,-32.2265625,-49.8046875
-43.45703125,-33.203125,-31.73828125,-53.22265625
-52.24609375,-32.2265625,-32.2265625,-49.31640625
-56.15234375,-28.80859375,-26.3671875,-49.31640625
-54.6875,-31.73828125,-26.85546875,-49.31640625
-41.015625,-34.66796875,-27.34375,-35.64453125
-34.66796875,-36.1328125,-25.390625,-35.64453125
-40.52734375,-40.52734375,-24.90234375,-47.8515625
-43.45703125,-38.0859375,-22.4609375,-37.109375
-44.921875,-34.1796875,-24.90234375,-19.53125
-42.96875,-36.1328125,-26.3671875,-12.6953125
-34.66796875,-33.203125,-25.87890625,-13.18359375
-30.2734375,-21.97265625,-23.92578125,-15.13671875
-40.0390625,-20.99609375,-23.92578125,-16.11328125
-50.29296875,-27.83203125,-25.390625,-17.578125
-39.55078125,-27.34375,-23.4375,-10.7421875
-28.80859375,-27.83203125,-24.90234375,-5.37109375
-35.15625,-26.3671875,-27.34375,-18.5546875
-44.921875,-23.92578125,-25.87890625,-29.78515625
-45.41015625,-21.484375,-23.4375,-27.83203125
-41.9921875,-21.484375,-25.87890625,-19.53125
-32.71484375,-20.01953125,-25.390625,-16.11328125
-32.71484375,-16.6015625,-22.94921875,-30.76171875
-45.8984375,-20.99609375,-20.99609375,-48.33984375
-53.7109375,-22.4609375,-22.4609375,-60.546875
-45.8984375,-22.94921875,-28.3203125,-60.546875
-34.66796875,-22.94921875,-28.80859375,-53.22265625
-30.2734375,-20.01953125,-26.85546875,-65.4296875
-34.66796875,-16.11328125,-24.4140625,-70.3125
-43.9453125,-18.5546875,-22.94921875,-70.80078125
-40.52734375,-23.4375,-24.4140625,-67.87109375
-27.34375,-23.92578125,-28.80859375,-64.94140625
-25.390625,-26.3671875,-31.25,-81.54296875
-34.1796875,-28.3203125,-27.34375,-82.03125
-41.9921875,-23.92578125,-20.5078125,-65.4296875
-42.48046875,-20.01953125,-18.5546875,-62.5
-33.69140625,-16.6015625,-20.5078125,-65.91796875
-28.80859375,-15.625,-18.5546875,-60.546875
-38.0859375,-19.53125,-14.6484375,-67.3828125
-46.875,-21.97265625,-21.484375,-80.078125
-50.29296875,-23.4375,-29.296875,-72.75390625
-41.9921875,-23.92578125,-29.296875,-62.5
-29.78515625,-20.01953125,-23.4375,-64.94140625
-42.96875,-20.5078125,-24.4140625,-73.2421875
-59.08203125,-23.4375,-23.4375,-74.70703125
-50.78125,-19.53125,-18.06640625,-63.96484375
-34.66796875,-20.5078125,-19.53125,-53.7109375
-25.390625,-27.34375,-20.99609375,-47.8515625
-35.15625,-26.3671875,-24.4140625,-48.33984375
-43.9453125,-23.4375,-27.34375,-48.828125
-36.62109375,-22.4609375,-24.90234375,-47.36328125
-30.76171875,-26.85546875,-25.87890625,-45.8984375
-30.2734375,-30.2734375,-29.78515625,-48.828125
-40.0390625,-34.66796875,-32.2265625,-63.4765625
-46.875,-35.64453125,-35.64453125,-67.3828125
-48.33984375,-30.76171875,-40.52734375,-62.01171875
-47.36328125,-29.78515625,-46.875,-61.03515625
-38.57421875,-27.34375,-44.921875,-59.5703125
-35.15625,-26.3671875,-38.57421875,-59.08203125
-47.8515625,-26.85546875,-35.15625,-73.73046875
-60.05859375,-26.85546875,-35.64453125,-75.68359375
-55.6640625,-30.76171875,-34.66796875,-58.59375
-43.9453125,-29.78515625,-33.69140625,-47.8515625
-37.59765625,-25.87890625,-31.25,-47.36328125
-42.96875,-26.3671875,-19.53125,-39.55078125
-36.1328125,-21.484375,-14.16015625,-31.25
-22.94921875,-17.578125,-16.11328125,-27.83203125
-15.13671875,-15.13671875,-16.11328125,-25.390625
-12.6953125,-11.23046875,-20.01953125,-36.62109375
-24.4140625,-14.16015625,-22.4609375,-47.8515625
-39.0625,-22.4609375,-22.94921875,-51.26953125
-41.015625,-23.92578125,-20.01953125,-44.43359375
-29.296875,-23.92578125,-18.06640625,-42.96875
-27.34375,-23.4375,-16.11328125,-41.9921875
-40.52734375,-24.4140625,-15.13671875,-34.1796875
-53.7109375,-27.34375,-18.5546875,-29.78515625
-51.26953125,-27.34375,-18.5546875,-27.34375
-42.48046875,-28.80859375,-19.53125,-20.5078125
-40.0390625,-25.390625,-20.99609375,-18.06640625
-46.38671875,-26.85546875,-21.484375,-28.3203125
-53.7109375,-32.2265625,-23.4375,-29.296875
-48.33984375,-32.2265625,-22.94921875,-14.6484375
-38.0859375,-33.69140625,-25.87890625,-3.90625
-40.0390625,-32.71484375,-24.90234375,-2.9296875
-52.24609375,-31.25,-23.4375,-5.859375
-64.453125,-36.62109375,-28.3203125,-5.859375
-62.01171875,-32.71484375,-25.87890625,7.32421875
-47.8515625,-25.87890625,-25.390625,19.04296875
-34.66796875,-25.390625,-27.34375,19.04296875
-38.57421875,-27.34375,-26.3671875,11.71875
-51.7578125,-25.390625,-24.4140625,-0.9765625
-54.19921875,-28.3203125,-26.85546875,8.30078125
-45.41015625,-31.73828125,-27.34375,29.296875
-38.0859375,-29.78515625,-27.34375,24.90234375
-36.1328125,-36.1328125,-29.78515625,15.625
-38.0859375,-34.66796875,-25.390625,25.87890625
-42.96875,-27.34375,-21.484375,35.15625
-35.15625,-29.296875,-22.4609375,44.921875
-27.83203125,-31.25,-24.4140625,37.59765625
-32.71484375,-27.34375,-22.4609375,18.5546875
-42.96875,-31.25,-22.4609375,8.30078125
-49.8046875,-35.15625,-23.92578125,13.18359375
-46.875,-35.64453125,-21.97265625,22.4609375
-34.1796875,-33.69140625,-17.08984375,26.3671875
-31.73828125,-30.76171875,-12.6953125,23.4375
-38.57421875,-27.83203125,-11.71875,21.97265625
-51.26953125,-24.90234375,-13.18359375,28.80859375
-53.22265625,-26.3671875,-13.18359375,36.1328125
-36.62109375,-24.4140625,-15.13671875,31.73828125
-32.71484375,-27.83203125,-20.5078125,20.01953125
-48.828125,-33.69140625,-25.390625,16.6015625
-47.36328125,-27.83203125,-20.5078125,21.484375
-27.34375,-21.97265625,-15.625,36.62109375
-22.94921875,-24.4140625,-22.94921875,41.50390625
-27.83203125,-24.90234375,-22.94921875,34.66796875
-30.2734375,-13.671875,-14.6484375,31.25
-36.1328125,-11.71875,-17.08984375,26.85546875
-42.96875,-15.13671875,-24.4140625,36.1328125
-47.8515625,-19.53125,-29.296875,26.85546875
-47.36328125,-20.5078125,-26.3671875,3.90625
-51.26953125,-11.71875,-13.671875,-10.25390625
-78.125,-8.7890625,-24.4140625,-26.3671875
-103.515625,-13.18359375,-37.109375,-34.66796875
-117.1875,-5.37109375,-21.97265625,-57.6171875
-140.625,3.90625,-15.625,-85.44921875
-196.2890625,-6.8359375,-40.0390625,-145.5078125
-247.0703125,-12.6953125,-44.43359375,-198.2421875
-275.8789063,-8.30078125,-36.62109375,-218.75
-294.4335938,-9.27734375,-22.4609375,-229.9804688
-311.0351563,-12.20703125,-10.25390625,-253.4179688
-337.4023438,-15.625,-15.625,-287.109375
-356.4453125,-19.53125,-17.578125,-302.734375
-351.0742188,-30.2734375,-13.18359375,-289.0625
-334.4726563,-35.15625,-14.16015625,-272.9492188
-325.1953125,-37.59765625,-14.16015625,-270.9960938
-302.734375,-39.55078125,-8.30078125,-256.3476563
-282.7148438,-37.59765625,-6.34765625,-225.5859375
-267.0898438,-39.55078125,-8.30078125,-194.8242188
-225.5859375,-42.96875,0,-164.5507813
-185.546875,-43.9453125,8.30078125,-146.484375
-163.5742188,-40.52734375,7.32421875,-130.859375
-148.4375,-41.015625,2.9296875,-103.515625
-119.6289063,-40.52734375,-2.9296875,-59.08203125
-83.49609375,-40.52734375,-12.20703125,-25.390625
-42.96875,-38.57421875,-19.53125,-9.765625
-18.06640625,-35.15625,-20.01953125,3.90625
-4.8828125,-37.109375,-20.99609375,14.6484375
7.8125,-37.109375,-28.3203125,29.78515625
23.4375,-39.0625,-33.203125,51.7578125
57.12890625,-38.0859375,-24.90234375,65.91796875
72.265625,-40.52734375,-26.3671875,66.40625
65.4296875,-41.9921875,-27.83203125,69.3359375
68.84765625,-36.62109375,-28.3203125,82.03125
85.9375,-31.25,-29.296875,106.4453125
108.8867188,-34.1796875,-27.83203125,119.6289063
117.6757813,-35.64453125,-26.3671875,117.1875
102.5390625,-36.62109375,-24.90234375,113.7695313
96.19140625,-35.64453125,-26.3671875,118.1640625
105.9570313,-33.203125,-24.90234375,133.3007813
107.9101563,-33.203125,-23.4375,139.1601563
110.8398438,-36.1328125,-24.4140625,133.7890625
108.8867188,-33.203125,-22.4609375,124.5117188
96.19140625,-28.80859375,-22.4609375,115.7226563
88.8671875,-27.34375,-20.99609375,119.140625
90.33203125,-27.34375,-21.97265625,118.1640625
88.37890625,-24.90234375,-20.99609375,107.421875
73.73046875,-26.85546875,-20.99609375,92.28515625
59.08203125,-27.83203125,-24.90234375,84.47265625
57.6171875,-26.3671875,-28.3203125,85.9375
56.640625,-26.3671875,-26.85546875,85.9375
51.7578125,-22.94921875,-29.296875,75.1953125
38.0859375,-20.01953125,-27.34375,63.96484375
22.94921875,-18.5546875,-21.97265625,67.3828125
23.92578125,-18.5546875,-25.390625,69.3359375
32.71484375,-20.01953125,-23.4375,68.84765625
33.203125,-24.90234375,-24.90234375,59.5703125
19.04296875,-25.390625,-26.3671875,42.48046875
8.7890625,-22.4609375,-24.4140625,39.0625
4.8828125,-26.3671875,-29.78515625,41.015625
6.8359375,-26.3671875,-28.80859375,48.828125
20.5078125,-25.390625,-23.92578125,48.828125
20.01953125,-24.4140625,-23.4375,44.921875
2.9296875,-20.01953125,-24.4140625,40.52734375
-8.30078125,-22.94921875,-24.4140625,41.9921875
4.8828125,-23.4375,-21.97265625,48.33984375
11.23046875,-20.01953125,-22.4609375,41.9921875
7.8125,-19.53125,-23.92578125,36.1328125
4.39453125,-23.4375,-24.4140625,20.5078125
-7.8125,-25.390625,-23.92578125,8.7890625
-15.13671875,-25.390625,-27.34375,13.671875
-5.859375,-26.85546875,-27.83203125,7.8125
-4.8828125,-24.4140625,-22.4609375,-8.30078125
-16.6015625,-22.94921875,-24.90234375,-14.6484375
-24.4140625,-20.01953125,-27.34375,-8.7890625
-21.97265625,-17.578125,-23.92578125,-6.8359375
-13.18359375,-18.5546875,-25.390625,-19.04296875
-13.18359375,-19.04296875,-25.390625,-27.83203125
-23.92578125,-17.578125,-22.94921875,-33.69140625
-37.109375,-23.4375,-20.5078125,-32.71484375
-39.0625,-28.80859375,-21.97265625,-20.5078125
-31.25,-29.296875,-22.4609375,-23.92578125
-30.76171875,-33.69140625,-24.90234375,-45.41015625
-38.0859375,-34.66796875,-27.83203125,-61.03515625
-46.38671875,-32.2265625,-22.4609375,-53.7109375
-39.0625,-29.296875,-18.5546875,-39.0625
-31.73828125,-31.25,-22.94921875,-30.76171875
-27.83203125,-31.25,-22.94921875,-31.25
-37.109375,-26.3671875,-19.53125,-43.45703125
-48.33984375,-28.3203125,-24.4140625,-38.0859375
-38.0859375,-26.3671875,-27.83203125,-27.83203125
-22.94921875,-21.97265625,-25.390625,-29.296875
-23.92578125,-23.92578125,-26.3671875,-44.43359375
-38.57421875,-24.90234375,-29.296875,-55.17578125
-53.22265625,-25.87890625,-32.71484375,-55.17578125
-61.5234375,-29.296875,-35.64453125,-60.546875
-46.38671875,-32.2265625,-34.1796875,-58.59375
-33.69140625,-30.76171875,-33.203125,-56.15234375
-53.7109375,-31.25,-34.66796875,-57.6171875
-63.96484375,-32.2265625,-30.2734375,-54.6875
-55.6640625,-33.203125,-24.90234375,-44.43359375
-50.29296875,-37.109375,-24.90234375,-34.1796875
-41.50390625,-33.69140625,-29.78515625,-31.73828125
-39.55078125,-30.2734375,-26.85546875,-47.8515625
-55.17578125,-28.80859375,-26.3671875,-54.6875
-60.546875,-29.78515625,-33.203125,-43.45703125
-46.875,-29.296875,-31.25,-35.15625
-37.109375,-27.83203125,-29.78515625,-23.4375
-39.55078125,-29.296875,-31.25,-23.4375
-44.43359375,-23.92578125,-28.80859375,-20.5078125
-50.29296875,-23.92578125,-25.87890625,-11.23046875
-41.015625,-27.83203125,-26.85546875,-5.37109375
-31.25,-25.87890625,-25.87890625,-0.48828125
-34.66796875,-22.94921875,-22.94921875,-7.32421875
-37.109375,-19.53125,-21.97265625,-10.25390625
-35.15625,-19.04296875,-16.11328125,-1.953125
-41.015625,-18.5546875,-12.6953125,-3.90625
-43.45703125,-20.01953125,-15.13671875,-11.71875
-47.36328125,-24.90234375,-20.01953125,-20.99609375
-59.5703125,-29.78515625,-25.87890625,-35.64453125
-58.10546875,-25.87890625,-20.99609375,-31.73828125
-42.96875,-20.5078125,-14.6484375,-17.08984375
-31.73828125,-18.5546875,-13.671875,-11.71875
-35.15625,-23.92578125,-9.765625,-18.5546875
-44.43359375,-26.3671875,-10.25390625,-31.25
-43.45703125,-25.390625,-15.625,-32.71484375
-37.59765625,-26.3671875,-20.5078125,-23.4375
-28.80859375,-22.94921875,-17.08984375,-16.6015625
-19.53125,-22.4609375,-12.6953125,-18.5546875
-25.390625,-25.390625,-15.13671875,-30.76171875
-37.59765625,-23.92578125,-20.01953125,-33.69140625
-37.59765625,-20.99609375,-17.08984375,-28.3203125
-28.3203125,-21.97265625,-18.5546875,-29.78515625
-22.4609375,-21.97265625,-23.4375,-32.2265625
-22.94921875,-18.06640625,-23.4375,-33.203125
-30.76171875,-17.08984375,-21.484375,-31.25
-28.80859375,-23.4375,-21.484375,-22.94921875
-16.6015625,-25.390625,-19.53125,-14.16015625
-2.44140625,-20.99609375,-13.18359375,-24.4140625
-9.27734375,-18.5546875,-15.625,-39.55078125
-24.4140625,-15.625,-19.53125,-41.50390625
-28.3203125,-13.671875,-19.04296875,-36.62109375
-21.484375,-14.16015625,-20.99609375,-32.2265625
-10.7421875,-15.625,-19.53125,-37.59765625
-20.01953125,-18.5546875,-20.01953125,-50.78125
-30.76171875,-18.5546875,-20.5078125,-51.26953125
-22.4609375,-20.5078125,-20.5078125,-36.1328125
-9.765625,-21.484375,-22.4609375,-29.78515625
-1.46484375,-23.92578125,-24.4140625,-24.90234375
-15.13671875,-30.76171875,-25.87890625,-27.34375
-37.109375,-32.71484375,-26.3671875,-31.73828125
-37.59765625,-28.3203125,-27.34375,-21.97265625
-35.64453125,-30.2734375,-21.97265625,-20.5078125
-34.66796875,-30.2734375,-18.5546875,-28.3203125
-33.203125,-29.78515625,-20.5078125,-44.43359375
-48.33984375,-36.62109375,-24.4140625,-64.94140625
-56.15234375,-36.62109375,-25.87890625,-60.546875
-47.36328125,-29.296875,-23.92578125,-50.78125
-31.25,-31.25,-23.92578125,-52.24609375
-25.87890625,-31.25,-22.4609375,-58.59375
-40.52734375,-25.390625,-19.04296875,-61.5234375
-45.41015625,-23.92578125,-16.11328125,-57.6171875
-35.64453125,-27.34375,-18.5546875,-48.33984375
-30.2734375,-29.78515625,-23.4375,-39.0625
-29.296875,-31.25,-21.97265625,-39.55078125
-38.57421875,-31.73828125,-18.06640625,-36.62109375
-51.26953125,-33.203125,-16.11328125,-31.25
-48.33984375,-32.71484375,-18.5546875,-27.34375
-36.62109375,-33.203125,-17.578125,-22.4609375
-29.78515625,-31.25,-14.6484375,-28.80859375
-45.8984375,-28.3203125,-16.6015625,-41.015625
-61.03515625,-31.73828125,-22.4609375,-41.9921875
-52.24609375,-29.296875,-26.85546875,-29.296875
-32.2265625,-24.4140625,-26.3671875,-14.16015625
-22.4609375,-23.92578125,-22.94921875,-17.578125
-30.76171875,-26.85546875,-21.484375,-32.2265625
-38.57421875,-23.4375,-20.01953125,-33.69140625
-32.2265625,-20.5078125,-20.99609375,-20.99609375
-23.92578125,-25.390625,-26.85546875,-14.6484375
-25.390625,-27.83203125,-27.83203125,-23.4375
-38.0859375,-30.2734375,-28.80859375,-30.2734375
-46.38671875,-32.71484375,-33.203125,-35.64453125
-43.9453125,-35.15625,-33.203125,-36.62109375
-36.1328125,-34.66796875,-32.71484375,-21.484375
-24.90234375,-31.73828125,-29.296875,-15.13671875
-25.390625,-32.2265625,-24.4140625,-17.578125
-29.296875,-29.296875,-20.99609375,-14.16015625
-28.3203125,-25.87890625,-20.5078125,-8.7890625
-19.53125,-22.4609375,-22.94921875,-0.48828125
-20.99609375,-23.4375,-25.87890625,-6.8359375
-31.25,-27.83203125,-28.80859375,-20.01953125
-48.828125,-26.85546875,-31.73828125,-31.73828125
-55.6640625,-30.76171875,-33.203125,-35.15625
-39.55078125,-36.1328125,-33.203125,-23.92578125
-25.390625,-30.76171875,-29.78515625,-16.11328125
-23.4375,-26.3671875,-26.3671875,-20.99609375
-26.85546875,-27.83203125,-21.97265625,-30.2734375
-27.83203125,-28.80859375,-21.97265625,-33.69140625
-21.97265625,-24.4140625,-22.4609375,-22.4609375
-14.16015625,-22.94921875,-20.01953125,-24.90234375
-13.18359375,-22.94921875,-24.4140625,-43.45703125
-27.83203125,-17.578125,-25.390625,-51.7578125
-34.66796875,-15.13671875,-18.06640625,-42.96875
-30.76171875,-19.53125,-17.578125,-33.203125
-23.4375,-23.4375,-18.5546875,-36.1328125
-29.296875,-27.34375,-18.5546875,-46.875
-38.0859375,-26.85546875,-20.01953125,-48.828125
-34.66796875,-23.4375,-20.5078125,-46.875
-24.4140625,-20.99609375,-20.5078125,-41.50390625
-13.18359375,-24.4140625,-19.53125,-30.76171875
-20.01953125,-31.73828125,-20.5078125,-34.66796875
-28.80859375,-34.1796875,-19.04296875,-45.41015625
-31.25,-26.85546875,-17.08984375,-51.7578125
-36.62109375,-26.85546875,-19.53125,-59.08203125
-31.73828125,-30.2734375,-23.92578125,-57.12890625
-20.5078125,-28.80859375,-23.92578125,-59.08203125
-28.3203125,-30.76171875,-23.92578125,-73.2421875
-50.78125,-35.64453125,-30.76171875,-75.68359375
-50.78125,-33.69140625,-30.2734375,-63.96484375
-38.0859375,-30.2734375,-29.296875,-56.640625
-29.296875,-30.76171875,-29.296875,-52.734375
-35.64453125,-32.2265625,-28.3203125,-45.8984375
-48.828125,-37.109375,-28.3203125,-44.921875
-50.29296875,-39.55078125,-28.80859375,-37.59765625
-36.62109375,-37.109375,-27.83203125,-24.4140625
-17.08984375,-31.25,-21.484375,-16.11328125
-18.06640625,-29.78515625,-22.4609375,-18.06640625
-34.1796875,-28.3203125,-30.76171875,-25.390625
-31.73828125,-23.4375,-30.76171875,-11.23046875
-29.296875,-23.4375,-26.3671875,-7.8125
-28.80859375,-26.3671875,-29.296875,-19.53125
-27.34375,-33.203125,-30.2734375,-17.578125
-38.0859375,-34.1796875,-31.73828125,-24.90234375
-42.96875,-31.25,-32.2265625,-26.3671875
-28.80859375,-29.78515625,-30.2734375,-22.94921875
-16.6015625,-27.34375,-30.2734375,-22.94921875
-21.484375,-22.4609375,-30.76171875,-32.2265625
-34.1796875,-21.484375,-31.73828125,-49.31640625
-33.203125,-19.53125,-34.66796875,-48.33984375
-20.01953125,-19.53125,-31.25,-32.2265625
-18.06640625,-24.4140625,-34.1796875,-32.2265625
-13.671875,-24.4140625,-33.69140625,-38.57421875
-17.578125,-21.97265625,-26.85546875,-44.43359375
-26.3671875,-21.97265625,-30.2734375,-44.921875
-26.3671875,-23.4375,-26.85546875,-40.52734375
-14.16015625,-23.4375,-26.3671875,-35.64453125
-6.34765625,-22.94921875,-28.3203125,-34.1796875
-21.484375,-22.4609375,-27.34375,-35.64453125
-35.15625,-21.484375,-33.69140625,-24.4140625
-31.25,-21.484375,-39.55078125,-10.7421875
-15.625,-21.484375,-38.0859375,0.48828125
-17.578125,-21.484375,-40.0390625,0
-29.296875,-22.4609375,-40.52734375,-12.20703125
-30.2734375,-25.390625,-38.0859375,-17.578125
-26.3671875,-26.85546875,-39.0625,-9.27734375
-20.99609375,-26.85546875,-36.1328125,1.46484375
-20.99609375,-27.34375,-35.64453125,-7.32421875
-25.87890625,-24.90234375,-35.64453125,-25.87890625
-22.94921875,-25.87890625,-35.64453125,-28.80859375
-15.13671875,-26.3671875,-36.1328125,-19.04296875
-10.25390625,-24.90234375,-36.1328125,-11.23046875
-11.71875,-27.83203125,-35.64453125,-23.4375
-16.11328125,-32.71484375,-36.62109375,-27.34375
-27.83203125,-25.390625,-37.59765625,-19.53125
-34.66796875,-25.390625,-40.0390625,-9.27734375
-18.06640625,-27.34375,-39.55078125,7.32421875
-5.859375,-21.484375,-34.1796875,8.7890625
-8.7890625,-19.04296875,-27.83203125,-3.90625
-17.578125,-21.97265625,-24.4140625,-10.25390625
-20.01953125,-23.92578125,-23.4375,-0.9765625
-7.32421875,-24.4140625,-23.4375,19.53125
-4.8828125,-28.80859375,-29.78515625,17.08984375
-18.06640625,-31.73828125,-34.1796875,0
-24.90234375,-25.390625,-31.25,-5.37109375
-47.36328125,-22.4609375,-22.4609375,-34.1796875
-39.55078125,-22.4609375,-26.85546875,-25.87890625
-38.57421875,-28.3203125,-24.90234375,-21.484375
-27.34375,-26.85546875,-21.97265625,-20.5078125
-20.5078125,-21.484375,-26.85546875,-32.2265625
-37.59765625,-27.83203125,-27.34375,-42.96875
-47.36328125,-34.66796875,-27.83203125,-39.0625
-38.0859375,-31.73828125,-25.390625,-30.2734375
-26.3671875,-29.296875,-24.90234375,-28.80859375
-28.80859375,-27.34375,-21.97265625,-36.1328125
-43.45703125,-28.3203125,-18.06640625,-34.1796875
-56.15234375,-28.3203125,-23.4375,-27.34375
-43.9453125,-29.296875,-24.4140625,-25.390625
-23.4375,-28.80859375,-20.99609375,-26.85546875
-34.1796875,-28.3203125,-20.01953125,-36.62109375
-50.29296875,-34.1796875,-16.11328125,-36.62109375
-49.8046875,-35.64453125,-16.6015625,-33.203125
