,0
0,1595601692.544533
1,1595601714.7595441
2,1595601767.2732532
3,1595601776.545314
4,1595601786.759924
5,1595601832.286307
6,1595601922.7980921
7,1595601983.788836
8,1595602071.299093
9,1595602076.266979
10,1595602096.801982
11,1595602101.7671318
12,1595602107.767156
13,1595602112.788382
14,1595602313.5377998
15,1595602506.279733
16,1595602515.755476
17,1595602526.245332
18,1595602551.7450821
19,1595602557.279166
20,1595602562.2464268
21,1595602567.255755
22,1595602597.016703
23,1595602601.9918232
24,1595602607.006649
25,1595602612.01694
26,1595602616.98238
27,1595602640.9825869
28,1595602645.991801
29,1595602651.242316
30,1595602656.267515
31,1595602661.258038
32,1595602790.9702919
33,1595602795.980763
34,1595602800.9909701
35,1595602805.730753
36,1595602810.74108
