,0
0,1595601881.2740538
1,1595601887.273354
2,1595601964.049243
3,1595601975.7634351
4,1595602252.279094
5,1595602255.290041
6,1595602257.767048
7,1595602260.289789
8,1595602479.773087
9,1595602482.519865
10,1595602485.005773
11,1595602487.52843
12,1595602491.0050912
13,1595602493.529504
14,1595602496.0199292
15,1595602693.0032582
16,1595602695.732637
17,1595602698.254008
18,1595602700.743901
19,1595602703.229992
20,1595602705.753012
21,1595602708.24298
22,1595602710.7293088
23,1595602713.268928
24,1595602715.516235
25,1595602717.753321
26,1595602720.244084
27,1595602722.4942431
28,1595602724.5271108
29,1595602726.558381
30,1595602729.0041752
31,1595602731.2542741
32,1595602733.742166
33,1595602736.219396
34,1595602738.4694028
