,0
0,1595601673.2215989
1,1595601678.792149
2,1595601684.301047
3,1595601696.540666
4,1595601704.551511
5,1595601718.288298
6,1595601723.767516
7,1595601729.3025842
8,1595601737.2808042
9,1595601748.051975
10,1595601753.777607
11,1595601759.302003
12,1595601802.292158
13,1595601807.781796
14,1595601813.542507
15,1595601821.793254
16,1595602078.8156521
17,1595602084.5372002
18,1595602089.349112
19,1595602306.06459
20,1595602498.786607
21,1595602508.537503
22,1595602518.286454
23,1595602528.788181
24,1595602533.76545
25,1595602538.7621078
26,1595602544.2528121
27,1595602569.752311
28,1595602572.284538
29,1595602574.763757
30,1595602589.522748
31,1595602591.814618
32,1595602619.539451
33,1595602624.489794
34,1595602629.5124888
35,1595602634.264898
36,1595602741.0107672
37,1595602747.2476459
38,1595602752.261297
39,1595602756.9875069
40,1595602761.486101
41,1595602765.930946
42,1595602770.318453
43,1595602775.2277172
44,1595602779.612213
45,1595602783.9995341
