,0,1,2,3
0,-31.25,-28.3203125,-32.71484375,-19.53125
1,-39.0625,-35.15625,-26.85546875,-24.90234375
2,-26.3671875,-34.1796875,-24.4140625,-21.484375
3,-14.6484375,-27.83203125,-20.5078125,-14.16015625
4,-14.16015625,-27.83203125,-21.97265625,-19.53125
5,-30.2734375,-28.3203125,-31.25,-36.62109375
6,-49.31640625,-29.78515625,-32.71484375,-48.33984375
7,-46.875,-37.59765625,-29.296875,-39.0625
8,-22.94921875,-39.0625,-28.80859375,-18.06640625
9,-11.71875,-33.69140625,-29.296875,-13.671875
10,-23.92578125,-24.4140625,-28.80859375,-26.85546875
11,-44.43359375,-31.25,-27.34375,-36.62109375
12,-44.921875,-42.48046875,-34.66796875,-31.73828125
13,-25.87890625,-34.1796875,-37.59765625,-26.85546875
14,-9.765625,-34.1796875,-26.3671875,-25.87890625
15,-24.4140625,-30.76171875,-27.83203125,-30.2734375
16,-52.734375,-28.80859375,-32.71484375,-44.921875
17,-55.17578125,-35.64453125,-30.2734375,-46.38671875
18,-28.3203125,-35.64453125,-23.92578125,-26.3671875
19,-18.06640625,-34.1796875,-24.90234375,-22.4609375
20,-38.57421875,-32.2265625,-29.78515625,-36.62109375
21,-51.26953125,-22.94921875,-24.90234375,-45.41015625
22,-45.41015625,-20.99609375,-24.4140625,-39.55078125
23,-23.92578125,-26.85546875,-34.66796875,-22.94921875
24,-8.30078125,-29.78515625,-32.71484375,-15.13671875
25,-16.6015625,-30.2734375,-22.4609375,-28.3203125
26,-36.1328125,-31.73828125,-24.90234375,-43.9453125
27,-44.921875,-34.66796875,-29.78515625,-44.921875
28,-30.2734375,-31.73828125,-29.296875,-34.66796875
29,-14.16015625,-30.2734375,-30.2734375,-18.5546875
30,-24.90234375,-30.76171875,-31.73828125,-25.87890625
31,-48.33984375,-33.203125,-32.2265625,-44.43359375
32,-55.6640625,-33.69140625,-32.71484375,-43.9453125
33,-43.9453125,-32.2265625,-29.78515625,-26.3671875
34,-17.578125,-29.296875,-23.4375,-9.27734375
35,-17.08984375,-20.01953125,-27.83203125,-11.71875
36,-39.0625,-20.99609375,-23.92578125,-29.78515625
37,-43.45703125,-26.85546875,-14.16015625,-37.109375
38,-29.78515625,-19.53125,-13.18359375,-30.76171875
39,-15.625,-19.04296875,-15.625,-20.99609375
40,-17.08984375,-21.97265625,-25.390625,-20.99609375
41,-31.73828125,-28.3203125,-28.3203125,-30.2734375
42,-41.9921875,-29.296875,-23.92578125,-35.64453125
43,-34.1796875,-20.5078125,-21.484375,-29.296875
44,-17.08984375,-24.90234375,-22.94921875,-16.6015625
45,-11.71875,-31.25,-23.92578125,-16.6015625
46,-22.4609375,-18.06640625,-19.04296875,-23.92578125
47,-41.9921875,-13.18359375,-25.390625,-37.109375
48,-38.57421875,-17.08984375,-37.59765625,-39.0625
49,-18.5546875,-18.5546875,-33.69140625,-26.3671875
50,-6.34765625,-25.87890625,-16.11328125,-23.4375
51,-21.97265625,-24.90234375,-9.765625,-34.1796875
52,-37.109375,-17.08984375,-17.578125,-46.38671875
53,-28.80859375,-21.97265625,-21.484375,-38.0859375
54,-19.53125,-26.3671875,-16.11328125,-21.484375
55,-9.765625,-28.3203125,-18.5546875,-19.04296875
56,-21.484375,-29.78515625,-22.4609375,-24.4140625
57,-41.9921875,-21.484375,-19.53125,-31.25
58,-38.0859375,-22.94921875,-21.97265625,-32.2265625
59,-12.20703125,-25.87890625,-29.78515625,-20.01953125
60,5.37109375,-24.4140625,-32.71484375,-18.5546875
61,-12.20703125,-23.4375,-20.5078125,-26.3671875
62,-39.0625,-29.296875,-18.5546875,-36.62109375
63,-37.109375,-37.109375,-22.4609375,-32.2265625
64,-16.6015625,-25.390625,-20.01953125,-19.04296875
65,-3.41796875,-20.5078125,-25.87890625,-12.20703125
66,-16.11328125,-20.01953125,-27.83203125,-18.06640625
67,-43.45703125,-19.53125,-23.4375,-31.25
68,-49.31640625,-23.92578125,-25.87890625,-35.64453125
69,-20.5078125,-18.06640625,-29.78515625,-23.92578125
70,3.90625,-17.08984375,-31.25,-2.9296875
71,-12.6953125,-22.4609375,-30.2734375,-19.04296875
