,0,1,2,3
0,-35.64453125,-25.87890625,-27.83203125,-39.55078125
1,-40.52734375,-23.4375,-35.64453125,-33.203125
2,-34.1796875,-21.484375,-39.55078125,-27.34375
3,-23.4375,-26.3671875,-36.1328125,-32.2265625
4,-25.87890625,-28.80859375,-35.64453125,-39.0625
5,-29.78515625,-23.92578125,-32.2265625,-36.62109375
6,-31.73828125,-27.83203125,-28.3203125,-30.2734375
7,-26.85546875,-30.2734375,-29.296875,-23.92578125
8,-22.94921875,-23.92578125,-24.4140625,-17.08984375
9,-30.76171875,-24.90234375,-24.4140625,-18.06640625
10,-36.1328125,-31.25,-31.73828125,-22.4609375
11,-32.71484375,-35.64453125,-29.296875,-24.90234375
12,-35.15625,-34.1796875,-30.2734375,-22.4609375
13,-24.4140625,-32.71484375,-32.71484375,-20.99609375
14,-20.99609375,-31.25,-29.296875,-25.390625
15,-26.3671875,-30.76171875,-33.203125,-33.69140625
16,-26.3671875,-25.390625,-30.2734375,-30.76171875
17,-22.94921875,-17.08984375,-23.4375,-15.13671875
18,-21.97265625,-14.6484375,-27.83203125,-20.01953125
19,-32.71484375,-18.06640625,-22.4609375,-28.80859375
20,-32.71484375,-18.5546875,-19.04296875,-28.80859375
21,-29.78515625,-24.4140625,-30.76171875,-31.25
22,-31.73828125,-26.85546875,-37.109375,-27.83203125
23,-23.92578125,-23.92578125,-33.203125,-27.83203125
24,-18.5546875,-21.97265625,-31.73828125,-29.78515625
25,-23.92578125,-23.92578125,-30.2734375,-28.80859375
26,-26.3671875,-24.90234375,-27.34375,-30.76171875
27,-17.08984375,-24.4140625,-25.390625,-23.4375
28,-20.01953125,-29.78515625,-22.94921875,-23.4375
29,-19.53125,-30.76171875,-19.04296875,-28.3203125
30,-14.16015625,-24.90234375,-15.625,-31.25
31,-21.484375,-30.2734375,-21.97265625,-32.2265625
32,-28.80859375,-38.0859375,-24.90234375,-24.4140625
33,-16.6015625,-23.4375,-22.4609375,-16.6015625
34,-5.37109375,-18.5546875,-28.3203125,-22.94921875
35,-16.11328125,-17.578125,-24.4140625,-37.109375
36,-31.25,-14.6484375,-15.13671875,-37.59765625
37,-30.76171875,-18.06640625,-25.390625,-25.87890625
38,-19.53125,-14.16015625,-22.94921875,-13.18359375
39,-17.08984375,-23.92578125,-20.01953125,-16.6015625
40,-22.94921875,-23.92578125,-29.296875,-31.25
41,-31.25,-11.23046875,-27.34375,-30.76171875
42,-29.296875,-21.97265625,-25.87890625,-24.90234375
43,-23.4375,-33.69140625,-31.25,-17.578125
44,-15.625,-29.78515625,-33.69140625,-17.08984375
45,-16.6015625,-28.80859375,-38.0859375,-30.2734375
46,-23.4375,-30.2734375,-41.50390625,-29.78515625
47,-20.99609375,-26.3671875,-32.2265625,-20.99609375
48,-20.99609375,-29.78515625,-22.94921875,-14.16015625
49,-16.11328125,-34.1796875,-26.3671875,-14.16015625
50,-13.18359375,-29.296875,-26.85546875,-21.484375
51,-20.5078125,-16.6015625,-18.5546875,-29.296875
52,-28.80859375,-13.18359375,-18.5546875,-25.87890625
53,-24.90234375,-25.87890625,-26.85546875,-16.6015625
54,-22.4609375,-27.34375,-25.87890625,-25.87890625
55,-32.2265625,-20.99609375,-25.390625,-34.66796875
56,-39.55078125,-15.625,-28.80859375,-36.1328125
57,-40.0390625,-13.671875,-32.71484375,-32.71484375
58,-33.203125,-20.99609375,-37.59765625,-30.2734375
59,-27.83203125,-26.3671875,-31.25,-22.4609375
60,-31.73828125,-22.4609375,-24.90234375,-26.3671875
61,-38.0859375,-28.3203125,-26.85546875,-41.50390625
62,-36.1328125,-31.25,-24.90234375,-33.203125
63,-28.80859375,-33.69140625,-20.5078125,-21.484375
64,-25.87890625,-41.015625,-27.34375,-20.5078125
65,-27.83203125,-31.25,-34.66796875,-27.83203125
66,-29.78515625,-20.01953125,-29.296875,-34.66796875
67,-29.296875,-20.01953125,-29.296875,-33.203125
68,-24.4140625,-23.4375,-37.59765625,-29.78515625
69,-16.11328125,-21.97265625,-42.96875,-25.87890625
70,-22.94921875,-19.53125,-45.8984375,-25.390625
71,-29.296875,-23.4375,-44.921875,-31.25
72,-29.296875,-28.3203125,-37.59765625,-33.203125
73,-27.34375,-28.80859375,-31.25,-25.87890625
74,-24.90234375,-23.92578125,-29.296875,-28.3203125
75,-18.5546875,-20.01953125,-24.4140625,-28.3203125
76,-20.99609375,-27.34375,-25.87890625,-31.25
77,-31.73828125,-32.71484375,-33.69140625,-39.0625
78,-36.62109375,-27.83203125,-39.55078125,-36.1328125
79,-29.78515625,-30.2734375,-40.52734375,-29.78515625
80,-29.78515625,-35.64453125,-38.0859375,-29.296875
