,0,1,2,3
0,-25.87890625,-28.3203125,-28.3203125,-38.57421875
1,-28.80859375,-28.80859375,-30.76171875,-46.875
2,-29.296875,-23.92578125,-31.73828125,-46.875
3,-24.4140625,-24.90234375,-29.78515625,-41.015625
4,-22.4609375,-22.94921875,-33.203125,-33.69140625
5,-18.06640625,-21.97265625,-28.80859375,-39.55078125
6,-23.4375,-17.578125,-25.87890625,-51.26953125
7,-41.9921875,-13.671875,-35.64453125,-51.7578125
8,-35.15625,-17.08984375,-37.59765625,-48.33984375
9,-21.97265625,-18.06640625,-34.66796875,-41.50390625
10,-16.11328125,-16.6015625,-35.15625,-31.73828125
11,-14.6484375,-22.4609375,-32.2265625,-28.80859375
12,-21.97265625,-30.76171875,-30.76171875,-28.3203125
13,-25.87890625,-26.3671875,-25.390625,-21.97265625
14,-19.04296875,-21.484375,-22.4609375,-15.13671875
15,-15.625,-20.5078125,-27.83203125,-13.671875
16,-20.01953125,-20.01953125,-27.34375,-20.01953125
17,-24.90234375,-18.06640625,-24.90234375,-25.87890625
18,-21.484375,-20.99609375,-26.3671875,-20.5078125
19,-14.6484375,-24.90234375,-26.85546875,-5.37109375
20,-12.6953125,-31.25,-25.390625,-9.27734375
21,-17.08984375,-35.15625,-25.390625,-24.4140625
22,-19.04296875,-32.2265625,-24.4140625,-33.203125
23,-17.578125,-30.76171875,-26.3671875,-28.3203125
24,-11.71875,-32.71484375,-28.80859375,-22.94921875
25,-7.8125,-43.9453125,-27.83203125,-22.94921875
26,-2.9296875,-42.48046875,-20.99609375,-20.5078125
27,-19.04296875,-34.66796875,-21.97265625,-37.59765625
28,-34.1796875,-26.85546875,-28.3203125,-41.50390625
29,-29.296875,-24.4140625,-27.34375,-30.2734375
30,-20.5078125,-28.3203125,-26.85546875,-23.92578125
31,-21.484375,-22.94921875,-26.3671875,-26.85546875
32,-31.73828125,-27.83203125,-28.3203125,-32.71484375
33,-37.59765625,-36.1328125,-29.296875,-23.92578125
34,-29.78515625,-32.71484375,-21.97265625,-15.13671875
35,-32.2265625,-30.76171875,-17.08984375,-15.13671875
36,-27.83203125,-33.69140625,-20.99609375,-20.5078125
37,-25.390625,-39.0625,-25.390625,-36.1328125
38,-46.875,-30.2734375,-24.4140625,-43.45703125
39,-37.109375,-24.4140625,-26.3671875,-23.92578125
40,-28.3203125,-36.1328125,-26.85546875,-17.08984375
41,-34.66796875,-30.76171875,-31.25,-25.87890625
42,-42.48046875,-22.4609375,-33.203125,-30.76171875
