,0
0,1595630005.100482
1,1595630009.94031
2,1595630016.950161
3,1595630024.193666
4,1595630037.388111
5,1595630054.4556642
6,1595630145.3912792
7,1595630157.660311
8,1595630167.666146
9,1595630175.406851
10,1595630190.15219
11,1595630192.4204319
12,1595630194.608067
13,1595630196.913169
14,1595630200.141883
15,1595630255.9137878
16,1595630265.6922472
17,1595630268.153621
18,1595630270.643527
19,1595630273.178196
20,1595630275.6835682
21,1595630277.8848279
22,1595630280.07457
23,1595630297.707818
24,1595630307.934437
