,0
0,1595630032.147309
1,1595630046.846999
2,1595630065.131686
3,1595630067.682168
4,1595630070.1418612
5,1595630072.662399
6,1595630075.182841
7,1595630077.6579058
8,1595630080.13185
9,1595630082.6668942
10,1595630085.182643
11,1595630087.648339
12,1595630090.1676311
13,1595630092.6566038
14,1595630095.133566
15,1595630097.6979158
16,1595630215.417165
17,1595630217.894827
18,1595630222.917908
19,1595630225.395278
20,1595630227.885567
21,1595630232.8964
22,1595630235.384486
23,1595630237.905636
24,1595630242.8835342
