,0,1,2,3
0,-29.78515625,-46.875,-33.69140625,-30.2734375
1,-37.109375,-41.50390625,-30.76171875,-41.015625
2,-41.9921875,-37.109375,-29.78515625,-42.48046875
3,-35.64453125,-33.203125,-29.78515625,-32.71484375
4,-30.2734375,-34.1796875,-24.90234375,-18.5546875
5,-22.94921875,-33.69140625,-25.87890625,-21.484375
6,-22.4609375,-32.71484375,-27.83203125,-32.71484375
7,-46.875,-44.43359375,-27.83203125,-46.875
8,-45.8984375,-39.55078125,-29.296875,-41.50390625
9,-33.69140625,-32.71484375,-25.390625,-17.08984375
10,-36.1328125,-36.62109375,-20.5078125,-19.04296875
11,-32.71484375,-37.59765625,-25.87890625,-43.9453125
12,-44.43359375,-36.62109375,-31.25,-55.17578125
13,-54.19921875,-37.109375,-27.83203125,-48.33984375
14,-43.9453125,-41.015625,-29.296875,-38.57421875
15,-32.71484375,-38.0859375,-35.64453125,-35.64453125
16,-31.73828125,-32.71484375,-28.80859375,-44.921875
17,-39.55078125,-35.64453125,-27.34375,-49.31640625
18,-42.48046875,-44.43359375,-32.2265625,-39.55078125
19,-38.57421875,-43.9453125,-32.71484375,-27.83203125
20,-34.66796875,-30.76171875,-30.76171875,-23.92578125
21,-39.0625,-34.1796875,-33.69140625,-31.25
22,-36.62109375,-39.0625,-31.73828125,-39.55078125
23,-34.66796875,-34.66796875,-27.83203125,-33.203125
24,-33.203125,-32.71484375,-28.3203125,-14.6484375
25,-20.99609375,-26.85546875,-25.87890625,-5.859375
26,-16.6015625,-27.34375,-27.34375,-18.5546875
27,-21.97265625,-33.203125,-30.76171875,-41.50390625
28,-31.25,-30.2734375,-26.3671875,-40.52734375
29,-35.64453125,-26.3671875,-25.87890625,-28.80859375
30,-29.296875,-29.78515625,-28.80859375,-24.4140625
31,-39.0625,-32.71484375,-30.76171875,-33.69140625
32,-49.8046875,-35.15625,-37.59765625,-50.78125
33,-38.57421875,-34.1796875,-39.55078125,-52.24609375
34,-32.71484375,-29.78515625,-38.0859375,-36.62109375
35,-29.296875,-31.73828125,-32.2265625,-20.5078125
36,-25.87890625,-35.15625,-28.3203125,-24.90234375
37,-29.78515625,-37.109375,-27.34375,-37.59765625
38,-29.296875,-30.76171875,-28.3203125,-36.62109375
39,-28.80859375,-25.87890625,-28.80859375,-16.11328125
40,-27.83203125,-29.296875,-31.25,-8.7890625
41,-20.99609375,-29.78515625,-27.83203125,-16.6015625
42,-21.484375,-34.1796875,-23.4375,-30.2734375
43,-31.73828125,-30.2734375,-23.4375,-44.921875
44,-26.85546875,-32.2265625,-21.97265625,-35.64453125
45,-16.6015625,-37.59765625,-23.92578125,-21.97265625
46,-14.6484375,-31.73828125,-27.83203125,-27.34375
47,-13.671875,-27.34375,-29.296875,-42.48046875
48,-25.87890625,-27.83203125,-32.2265625,-50.29296875
49,-28.80859375,-30.2734375,-33.69140625,-39.55078125
50,-13.18359375,-30.2734375,-32.2265625,-24.4140625
51,-23.4375,-34.1796875,-35.64453125,-20.99609375
52,-40.52734375,-33.203125,-38.0859375,-28.80859375
53,-39.0625,-29.78515625,-38.0859375,-44.921875
54,-41.9921875,-32.2265625,-32.71484375,-38.57421875
55,-40.52734375,-36.1328125,-30.76171875,-17.08984375
56,-29.296875,-36.62109375,-35.15625,-19.53125
57,-37.59765625,-33.69140625,-36.62109375,-38.57421875
58,-47.36328125,-35.15625,-35.64453125,-47.8515625
59,-36.62109375,-37.109375,-32.2265625,-36.1328125
60,-20.99609375,-34.1796875,-27.83203125,-17.08984375
61,-18.5546875,-29.78515625,-27.34375,-12.20703125
62,-21.484375,-27.83203125,-26.85546875,-20.5078125
63,-27.34375,-30.2734375,-26.3671875,-36.62109375
64,-25.87890625,-30.76171875,-23.4375,-37.59765625
65,-23.4375,-28.3203125,-21.97265625,-18.5546875
66,-24.90234375,-32.2265625,-23.92578125,-16.11328125
67,-20.01953125,-33.69140625,-27.83203125,-28.3203125
68,-24.4140625,-35.15625,-32.2265625,-41.50390625
69,-31.25,-39.55078125,-32.71484375,-42.96875
70,-26.85546875,-30.2734375,-29.78515625,-30.76171875
71,-14.6484375,-25.390625,-30.2734375,-6.34765625
72,-13.18359375,-31.73828125,-24.4140625,-0.9765625
73,-35.64453125,-33.69140625,-15.13671875,-31.25
74,-55.6640625,-33.69140625,-14.6484375,-42.48046875
75,-60.546875,-38.57421875,-9.27734375,-32.71484375
76,-48.828125,-40.52734375,-8.7890625,-25.390625
77,-44.921875,-40.52734375,-15.13671875,-28.3203125
78,-51.26953125,-43.9453125,-18.06640625,-47.8515625
79,-51.7578125,-47.36328125,-18.06640625,-56.640625
80,-50.78125,-46.38671875,-19.53125,-45.41015625
81,-36.62109375,-41.50390625,-19.53125,-33.203125
82,-27.34375,-42.48046875,-20.01953125,-33.203125
83,-34.1796875,-43.45703125,-24.4140625,-46.38671875
84,-40.0390625,-46.875,-26.3671875,-48.828125
85,-35.64453125,-47.36328125,-23.4375,-34.1796875
86,-30.2734375,-41.015625,-24.4140625,-22.4609375
87,-24.90234375,-41.50390625,-26.85546875,-31.73828125
88,-17.08984375,-41.9921875,-23.4375,-45.41015625
89,-33.203125,-36.1328125,-23.92578125,-41.9921875
90,-44.43359375,-35.64453125,-26.3671875,-28.80859375
91,-29.296875,-35.64453125,-24.4140625,-14.16015625
92,-28.3203125,-32.71484375,-24.90234375,-15.13671875
93,-35.15625,-33.69140625,-30.76171875,-30.76171875
94,-30.76171875,-31.25,-29.78515625,-40.0390625
95,-38.0859375,-31.25,-28.80859375,-32.2265625
96,-54.6875,-37.59765625,-33.69140625,-20.5078125
97,-52.24609375,-39.55078125,-35.15625,-18.5546875
98,-42.48046875,-38.0859375,-33.69140625,-30.2734375
99,-41.50390625,-35.15625,-35.64453125,-38.0859375
100,-40.0390625,-34.1796875,-36.62109375,-32.71484375
101,-28.3203125,-34.66796875,-31.25,-17.578125
102,-18.5546875,-35.64453125,-26.85546875,-16.11328125
103,-20.01953125,-34.1796875,-27.34375,-34.66796875
104,-23.92578125,-29.296875,-25.87890625,-43.9453125
105,-29.78515625,-27.34375,-22.94921875,-34.1796875
106,-18.5546875,-24.90234375,-24.90234375,-24.4140625
107,-6.8359375,-27.83203125,-26.85546875,-17.08984375
108,-7.8125,-32.71484375,-26.3671875,-20.5078125
109,-5.859375,-28.80859375,-27.34375,-33.69140625
110,-23.4375,-34.1796875,-28.3203125,-31.25
111,-32.71484375,-38.0859375,-30.2734375,-16.6015625
112,-31.73828125,-37.109375,-31.73828125,-16.11328125
113,-40.0390625,-39.55078125,-26.85546875,-14.16015625
114,-45.8984375,-41.50390625,-26.85546875,-25.390625
115,-47.36328125,-38.0859375,-33.203125,-37.109375
116,-47.36328125,-26.85546875,-26.85546875,-17.08984375
117,-38.57421875,-25.390625,-21.484375,-12.6953125
118,-27.34375,-29.78515625,-24.4140625,-25.87890625
119,-30.2734375,-25.87890625,-27.83203125,-40.0390625
120,-34.1796875,-23.92578125,-31.25,-41.015625
121,-32.2265625,-30.2734375,-33.203125,-29.78515625
122,-24.4140625,-31.25,-33.203125,-20.99609375
123,-15.13671875,-24.4140625,-31.25,-20.99609375
124,-26.3671875,-25.87890625,-31.73828125,-40.52734375
125,-37.109375,-26.3671875,-32.71484375,-44.43359375
126,-31.73828125,-26.85546875,-34.1796875,-31.25
127,-28.3203125,-30.76171875,-34.66796875,-18.5546875
128,-25.390625,-28.3203125,-27.34375,-13.671875
129,-26.85546875,-27.34375,-22.4609375,-31.73828125
130,-29.296875,-28.3203125,-26.85546875,-39.55078125
131,-25.87890625,-29.296875,-23.4375,-28.3203125
132,-22.94921875,-29.78515625,-21.97265625,-19.04296875
133,-20.99609375,-25.87890625,-28.80859375,-23.4375
134,-16.11328125,-22.4609375,-30.76171875,-38.57421875
135,-24.4140625,-26.3671875,-27.83203125,-40.52734375
136,-23.92578125,-27.34375,-20.99609375,-28.80859375
137,-26.3671875,-22.94921875,-20.01953125,-12.20703125
138,-45.41015625,-34.1796875,-26.3671875,-10.7421875
139,-41.9921875,-37.59765625,-25.390625,-33.203125
140,-41.015625,-27.34375,-18.5546875,-37.109375
141,-50.78125,-24.90234375,-20.99609375,-28.3203125
142,-47.36328125,-28.80859375,-25.87890625,-20.5078125
143,-41.9921875,-33.203125,-25.87890625,-17.578125
144,-44.921875,-35.15625,-27.34375,-36.62109375
145,-41.50390625,-37.109375,-30.2734375,-52.734375
146,-35.15625,-38.57421875,-32.71484375,-44.921875
147,-28.3203125,-38.0859375,-37.109375,-23.4375
148,-23.4375,-36.1328125,-35.15625,-19.04296875
149,-20.99609375,-34.1796875,-32.2265625,-31.25
150,-22.4609375,-30.2734375,-31.73828125,-44.921875
151,-29.78515625,-23.92578125,-30.2734375,-44.921875
152,-36.62109375,-26.85546875,-30.2734375,-31.25
153,-26.3671875,-33.203125,-33.203125,-27.34375
154,-20.5078125,-35.15625,-30.76171875,-32.2265625
155,-33.203125,-35.15625,-33.203125,-48.33984375
156,-37.59765625,-36.1328125,-39.0625,-54.6875
157,-43.9453125,-34.66796875,-32.2265625,-38.0859375
158,-38.57421875,-33.69140625,-30.2734375,-17.08984375
159,-23.4375,-37.59765625,-29.78515625,-16.6015625
160,-28.80859375,-34.66796875,-23.4375,-31.25
161,-37.59765625,-35.15625,-25.390625,-29.296875
162,-28.80859375,-39.0625,-29.296875,-12.6953125
163,-24.90234375,-31.25,-26.85546875,-10.7421875
164,-26.3671875,-20.99609375,-27.34375,-23.92578125
165,-29.296875,-27.34375,-31.25,-41.9921875
166,-32.2265625,-36.1328125,-30.2734375,-38.0859375
167,-30.76171875,-31.25,-28.3203125,-20.99609375
168,-23.4375,-32.2265625,-28.80859375,-5.859375
169,-9.765625,-34.1796875,-32.71484375,0.9765625
