,0,1,2,3
0,-57.6171875,-39.0625,-48.33984375,-116.2109375
1,-43.45703125,-33.69140625,-47.36328125,-108.88671875
2,-39.0625,-30.2734375,-45.41015625,-108.3984375
3,-44.921875,-32.71484375,-40.0390625,-123.53515625
4,-58.10546875,-33.203125,-37.109375,-131.8359375
5,-63.96484375,-32.2265625,-36.62109375,-124.0234375
6,-50.29296875,-34.1796875,-36.1328125,-121.09375
7,-41.015625,-33.203125,-36.62109375,-118.65234375
8,-56.15234375,-30.76171875,-36.62109375,-106.4453125
9,-55.6640625,-26.85546875,-34.1796875,-89.84375
10,-51.7578125,-23.92578125,-28.80859375,-74.70703125
11,-50.78125,-23.92578125,-29.296875,-58.59375
12,-40.0390625,-24.4140625,-28.80859375,-38.0859375
13,-42.48046875,-27.34375,-27.83203125,-28.80859375
14,-45.8984375,-24.90234375,-31.25,-23.92578125
15,-41.9921875,-20.99609375,-27.83203125,-21.484375
16,-37.59765625,-25.390625,-29.78515625,-20.01953125
17,-29.296875,-25.87890625,-31.73828125,-6.8359375
18,-33.203125,-28.80859375,-28.80859375,2.9296875
19,-47.36328125,-34.1796875,-22.94921875,8.7890625
20,-47.36328125,-30.76171875,-20.01953125,19.53125
21,-40.0390625,-25.87890625,-19.04296875,34.66796875
22,-32.2265625,-26.85546875,-20.5078125,43.9453125
23,-25.87890625,-27.34375,-25.87890625,30.76171875
24,-32.71484375,-25.87890625,-30.2734375,17.08984375
25,-42.96875,-33.69140625,-31.25,13.671875
26,-43.9453125,-33.69140625,-30.76171875,12.20703125
27,-29.78515625,-28.3203125,-23.92578125,12.6953125
28,-26.85546875,-28.80859375,-23.4375,3.90625
29,-39.0625,-25.87890625,-32.2265625,-16.11328125
30,-53.7109375,-28.80859375,-35.15625,-32.2265625
31,-53.7109375,-27.83203125,-31.73828125,-27.83203125
32,-39.55078125,-24.90234375,-26.3671875,-16.11328125
33,-40.0390625,-25.87890625,-25.87890625,-21.97265625
34,-49.8046875,-23.4375,-26.3671875,-32.2265625
35,-57.6171875,-21.484375,-25.390625,-27.83203125
36,-54.19921875,-21.97265625,-27.34375,-10.25390625
37,-45.8984375,-23.4375,-28.80859375,2.44140625
38,-29.78515625,-22.4609375,-24.90234375,12.6953125
39,-26.3671875,-22.94921875,-24.90234375,16.6015625
40,-39.0625,-20.01953125,-26.3671875,15.13671875
41,-40.52734375,-21.484375,-24.90234375,18.06640625
42,-32.2265625,-28.80859375,-30.2734375,26.85546875
43,-20.99609375,-25.87890625,-25.87890625,37.109375
44,-23.92578125,-24.4140625,-21.484375,31.73828125
45,-43.9453125,-26.85546875,-29.296875,18.5546875
46,-49.31640625,-26.3671875,-26.85546875,22.4609375
47,-36.1328125,-24.4140625,-22.4609375,32.2265625
48,-29.296875,-23.92578125,-25.390625,25.390625
49,-31.73828125,-23.4375,-24.90234375,16.11328125
50,-40.0390625,-18.5546875,-25.390625,2.44140625
51,-47.36328125,-19.04296875,-27.83203125,-9.765625
52,-41.9921875,-15.13671875,-27.83203125,-9.27734375
53,-28.80859375,-9.765625,-25.87890625,-9.27734375
54,-31.25,-13.18359375,-26.3671875,-25.390625
55,-48.33984375,-17.578125,-30.76171875,-34.1796875
56,-55.17578125,-19.53125,-35.15625,-23.4375
57,-52.734375,-18.5546875,-31.73828125,-7.32421875
58,-36.62109375,-17.578125,-29.78515625,-2.9296875
59,-27.83203125,-17.08984375,-30.2734375,0.9765625
60,-36.62109375,-13.671875,-25.87890625,-1.953125
61,-47.36328125,-8.7890625,-23.4375,0.0
62,-41.50390625,-5.859375,-17.578125,17.08984375
63,-29.78515625,-11.71875,-17.578125,16.11328125
64,-32.2265625,-17.08984375,-21.484375,0.48828125
65,-46.38671875,-17.08984375,-23.92578125,-18.06640625
66,-53.7109375,-19.53125,-28.3203125,-19.04296875
67,-51.7578125,-21.484375,-25.87890625,-20.01953125
68,-43.45703125,-21.484375,-29.296875,-27.34375
69,-34.66796875,-17.08984375,-27.34375,-25.87890625
70,-38.57421875,-14.16015625,-18.5546875,-25.390625
71,-58.59375,-19.53125,-19.04296875,-22.94921875
72,-55.17578125,-23.4375,-21.484375,-1.46484375
73,-40.52734375,-23.4375,-22.94921875,17.08984375
74,-40.52734375,-22.94921875,-27.34375,11.71875
75,-54.6875,-20.01953125,-28.3203125,0.0
76,-61.03515625,-24.4140625,-26.3671875,-5.37109375
77,-52.24609375,-22.94921875,-27.34375,0.9765625
78,-41.50390625,-20.5078125,-26.3671875,7.8125
79,-32.71484375,-22.94921875,-27.34375,2.44140625
80,-35.15625,-24.90234375,-27.34375,-11.23046875
81,-54.6875,-27.34375,-30.76171875,-21.484375
82,-64.453125,-25.390625,-33.69140625,-20.01953125
83,-53.22265625,-26.3671875,-30.76171875,-20.5078125
84,-39.0625,-25.87890625,-28.3203125,-22.4609375
85,-43.45703125,-24.90234375,-30.2734375,-40.52734375
86,-61.03515625,-26.85546875,-35.15625,-72.75390625
87,-64.453125,-24.90234375,-37.109375,-72.265625
88,-51.7578125,-20.5078125,-31.73828125,-63.4765625
89,-34.66796875,-20.5078125,-27.34375,-65.4296875
90,-37.59765625,-20.5078125,-25.87890625,-81.0546875
91,-49.31640625,-20.01953125,-26.3671875,-92.28515625
92,-51.7578125,-20.99609375,-26.85546875,-73.73046875
93,-49.8046875,-26.3671875,-31.73828125,-63.96484375
94,-41.50390625,-24.4140625,-34.66796875,-67.87109375
95,-44.43359375,-22.94921875,-33.203125,-68.84765625
96,-55.6640625,-25.390625,-31.73828125,-67.87109375
97,-56.15234375,-19.53125,-28.3203125,-66.89453125
98,-52.24609375,-20.99609375,-26.3671875,-57.12890625
99,-36.1328125,-23.92578125,-28.80859375,-45.41015625
100,-38.0859375,-23.4375,-33.203125,-43.45703125
101,-56.640625,-25.390625,-35.64453125,-45.8984375
102,-62.5,-23.4375,-39.55078125,-45.8984375
103,-48.828125,-27.34375,-36.62109375,-43.45703125
104,-30.76171875,-29.296875,-33.69140625,-41.9921875
105,-26.3671875,-25.390625,-30.76171875,-46.38671875
106,-37.59765625,-24.90234375,-25.390625,-47.36328125
107,-51.26953125,-29.78515625,-30.2734375,-41.9921875
108,-50.29296875,-34.66796875,-36.62109375,-37.59765625
109,-39.55078125,-33.69140625,-38.0859375,-32.71484375
110,-41.9921875,-31.73828125,-38.57421875,-38.0859375
111,-54.19921875,-26.3671875,-35.64453125,-44.921875
112,-63.4765625,-23.92578125,-36.1328125,-40.52734375
113,-62.01171875,-25.390625,-37.109375,-34.66796875
114,-44.43359375,-27.34375,-36.1328125,-35.64453125
115,-30.76171875,-26.85546875,-37.59765625,-39.55078125
116,-44.43359375,-29.78515625,-40.52734375,-45.8984375
117,-60.546875,-33.69140625,-42.48046875,-41.50390625
118,-56.15234375,-32.71484375,-40.0390625,-41.015625
119,-42.96875,-31.25,-32.2265625,-49.8046875
120,-43.45703125,-33.203125,-31.73828125,-53.22265625
121,-52.24609375,-32.2265625,-32.2265625,-49.31640625
122,-56.15234375,-28.80859375,-26.3671875,-49.31640625
123,-54.6875,-31.73828125,-26.85546875,-49.31640625
124,-41.015625,-34.66796875,-27.34375,-35.64453125
125,-34.66796875,-36.1328125,-25.390625,-35.64453125
126,-40.52734375,-40.52734375,-24.90234375,-47.8515625
127,-43.45703125,-38.0859375,-22.4609375,-37.109375
128,-44.921875,-34.1796875,-24.90234375,-19.53125
129,-42.96875,-36.1328125,-26.3671875,-12.6953125
130,-34.66796875,-33.203125,-25.87890625,-13.18359375
131,-30.2734375,-21.97265625,-23.92578125,-15.13671875
132,-40.0390625,-20.99609375,-23.92578125,-16.11328125
133,-50.29296875,-27.83203125,-25.390625,-17.578125
134,-39.55078125,-27.34375,-23.4375,-10.7421875
135,-28.80859375,-27.83203125,-24.90234375,-5.37109375
136,-35.15625,-26.3671875,-27.34375,-18.5546875
137,-44.921875,-23.92578125,-25.87890625,-29.78515625
138,-45.41015625,-21.484375,-23.4375,-27.83203125
139,-41.9921875,-21.484375,-25.87890625,-19.53125
140,-32.71484375,-20.01953125,-25.390625,-16.11328125
141,-32.71484375,-16.6015625,-22.94921875,-30.76171875
142,-45.8984375,-20.99609375,-20.99609375,-48.33984375
143,-53.7109375,-22.4609375,-22.4609375,-60.546875
144,-45.8984375,-22.94921875,-28.3203125,-60.546875
145,-34.66796875,-22.94921875,-28.80859375,-53.22265625
146,-30.2734375,-20.01953125,-26.85546875,-65.4296875
147,-34.66796875,-16.11328125,-24.4140625,-70.3125
148,-43.9453125,-18.5546875,-22.94921875,-70.80078125
149,-40.52734375,-23.4375,-24.4140625,-67.87109375
150,-27.34375,-23.92578125,-28.80859375,-64.94140625
151,-25.390625,-26.3671875,-31.25,-81.54296875
152,-34.1796875,-28.3203125,-27.34375,-82.03125
153,-41.9921875,-23.92578125,-20.5078125,-65.4296875
154,-42.48046875,-20.01953125,-18.5546875,-62.5
155,-33.69140625,-16.6015625,-20.5078125,-65.91796875
156,-28.80859375,-15.625,-18.5546875,-60.546875
157,-38.0859375,-19.53125,-14.6484375,-67.3828125
158,-46.875,-21.97265625,-21.484375,-80.078125
159,-50.29296875,-23.4375,-29.296875,-72.75390625
160,-41.9921875,-23.92578125,-29.296875,-62.5
161,-29.78515625,-20.01953125,-23.4375,-64.94140625
162,-42.96875,-20.5078125,-24.4140625,-73.2421875
163,-59.08203125,-23.4375,-23.4375,-74.70703125
164,-50.78125,-19.53125,-18.06640625,-63.96484375
165,-34.66796875,-20.5078125,-19.53125,-53.7109375
166,-25.390625,-27.34375,-20.99609375,-47.8515625
167,-35.15625,-26.3671875,-24.4140625,-48.33984375
168,-43.9453125,-23.4375,-27.34375,-48.828125
169,-36.62109375,-22.4609375,-24.90234375,-47.36328125
170,-30.76171875,-26.85546875,-25.87890625,-45.8984375
171,-30.2734375,-30.2734375,-29.78515625,-48.828125
172,-40.0390625,-34.66796875,-32.2265625,-63.4765625
173,-46.875,-35.64453125,-35.64453125,-67.3828125
174,-48.33984375,-30.76171875,-40.52734375,-62.01171875
175,-47.36328125,-29.78515625,-46.875,-61.03515625
176,-38.57421875,-27.34375,-44.921875,-59.5703125
177,-35.15625,-26.3671875,-38.57421875,-59.08203125
178,-47.8515625,-26.85546875,-35.15625,-73.73046875
179,-60.05859375,-26.85546875,-35.64453125,-75.68359375
180,-55.6640625,-30.76171875,-34.66796875,-58.59375
181,-43.9453125,-29.78515625,-33.69140625,-47.8515625
182,-37.59765625,-25.87890625,-31.25,-47.36328125
183,-42.96875,-26.3671875,-19.53125,-39.55078125
184,-36.1328125,-21.484375,-14.16015625,-31.25
185,-22.94921875,-17.578125,-16.11328125,-27.83203125
186,-15.13671875,-15.13671875,-16.11328125,-25.390625
187,-12.6953125,-11.23046875,-20.01953125,-36.62109375
188,-24.4140625,-14.16015625,-22.4609375,-47.8515625
189,-39.0625,-22.4609375,-22.94921875,-51.26953125
190,-41.015625,-23.92578125,-20.01953125,-44.43359375
191,-29.296875,-23.92578125,-18.06640625,-42.96875
192,-27.34375,-23.4375,-16.11328125,-41.9921875
193,-40.52734375,-24.4140625,-15.13671875,-34.1796875
194,-53.7109375,-27.34375,-18.5546875,-29.78515625
195,-51.26953125,-27.34375,-18.5546875,-27.34375
196,-42.48046875,-28.80859375,-19.53125,-20.5078125
197,-40.0390625,-25.390625,-20.99609375,-18.06640625
198,-46.38671875,-26.85546875,-21.484375,-28.3203125
199,-53.7109375,-32.2265625,-23.4375,-29.296875
200,-48.33984375,-32.2265625,-22.94921875,-14.6484375
201,-38.0859375,-33.69140625,-25.87890625,-3.90625
202,-40.0390625,-32.71484375,-24.90234375,-2.9296875
203,-52.24609375,-31.25,-23.4375,-5.859375
204,-64.453125,-36.62109375,-28.3203125,-5.859375
205,-62.01171875,-32.71484375,-25.87890625,7.32421875
206,-47.8515625,-25.87890625,-25.390625,19.04296875
207,-34.66796875,-25.390625,-27.34375,19.04296875
208,-38.57421875,-27.34375,-26.3671875,11.71875
209,-51.7578125,-25.390625,-24.4140625,-0.9765625
210,-54.19921875,-28.3203125,-26.85546875,8.30078125
211,-45.41015625,-31.73828125,-27.34375,29.296875
212,-38.0859375,-29.78515625,-27.34375,24.90234375
213,-36.1328125,-36.1328125,-29.78515625,15.625
214,-38.0859375,-34.66796875,-25.390625,25.87890625
215,-42.96875,-27.34375,-21.484375,35.15625
216,-35.15625,-29.296875,-22.4609375,44.921875
217,-27.83203125,-31.25,-24.4140625,37.59765625
218,-32.71484375,-27.34375,-22.4609375,18.5546875
219,-42.96875,-31.25,-22.4609375,8.30078125
220,-49.8046875,-35.15625,-23.92578125,13.18359375
221,-46.875,-35.64453125,-21.97265625,22.4609375
222,-34.1796875,-33.69140625,-17.08984375,26.3671875
223,-31.73828125,-30.76171875,-12.6953125,23.4375
224,-38.57421875,-27.83203125,-11.71875,21.97265625
225,-51.26953125,-24.90234375,-13.18359375,28.80859375
226,-53.22265625,-26.3671875,-13.18359375,36.1328125
227,-36.62109375,-24.4140625,-15.13671875,31.73828125
228,-32.71484375,-27.83203125,-20.5078125,20.01953125
229,-48.828125,-33.69140625,-25.390625,16.6015625
230,-47.36328125,-27.83203125,-20.5078125,21.484375
231,-27.34375,-21.97265625,-15.625,36.62109375
232,-22.94921875,-24.4140625,-22.94921875,41.50390625
233,-27.83203125,-24.90234375,-22.94921875,34.66796875
234,-30.2734375,-13.671875,-14.6484375,31.25
235,-36.1328125,-11.71875,-17.08984375,26.85546875
236,-42.96875,-15.13671875,-24.4140625,36.1328125
237,-47.8515625,-19.53125,-29.296875,26.85546875
238,-47.36328125,-20.5078125,-26.3671875,3.90625
239,-51.26953125,-11.71875,-13.671875,-10.25390625
240,-78.125,-8.7890625,-24.4140625,-26.3671875
241,-103.515625,-13.18359375,-37.109375,-34.66796875
242,-117.1875,-5.37109375,-21.97265625,-57.6171875
243,-140.625,3.90625,-15.625,-85.44921875
244,-196.2890625,-6.8359375,-40.0390625,-145.5078125
245,-247.0703125,-12.6953125,-44.43359375,-198.2421875
246,-275.87890625,-8.30078125,-36.62109375,-218.75
247,-294.43359375,-9.27734375,-22.4609375,-229.98046875
248,-311.03515625,-12.20703125,-10.25390625,-253.41796875
249,-337.40234375,-15.625,-15.625,-287.109375
250,-356.4453125,-19.53125,-17.578125,-302.734375
251,-351.07421875,-30.2734375,-13.18359375,-289.0625
252,-334.47265625,-35.15625,-14.16015625,-272.94921875
253,-325.1953125,-37.59765625,-14.16015625,-270.99609375
254,-302.734375,-39.55078125,-8.30078125,-256.34765625
255,-282.71484375,-37.59765625,-6.34765625,-225.5859375
256,-267.08984375,-39.55078125,-8.30078125,-194.82421875
257,-225.5859375,-42.96875,0.0,-164.55078125
258,-185.546875,-43.9453125,8.30078125,-146.484375
259,-163.57421875,-40.52734375,7.32421875,-130.859375
260,-148.4375,-41.015625,2.9296875,-103.515625
261,-119.62890625,-40.52734375,-2.9296875,-59.08203125
262,-83.49609375,-40.52734375,-12.20703125,-25.390625
263,-42.96875,-38.57421875,-19.53125,-9.765625
264,-18.06640625,-35.15625,-20.01953125,3.90625
265,-4.8828125,-37.109375,-20.99609375,14.6484375
266,7.8125,-37.109375,-28.3203125,29.78515625
