,Timestamp,0,1,2,3
0,1603243757.218134,-18.5546875,-30.76171875,-31.73828125,-21.97265625
1,1603243757.2220402,-22.94921875,-26.85546875,-37.59765625,-23.4375
2,1603243757.2259464,-31.73828125,-29.296875,-35.15625,-23.4375
3,1603243757.2298527,-28.80859375,-28.3203125,-27.83203125,-20.01953125
4,1603243757.233759,-24.90234375,-26.85546875,-25.390625,-20.99609375
5,1603243757.2376652,-27.34375,-25.87890625,-26.85546875,-29.296875
6,1603243757.2415714,-21.484375,-25.87890625,-30.2734375,-35.64453125
7,1603243757.2454777,-21.484375,-28.80859375,-31.73828125,-34.66796875
8,1603243757.249384,-26.85546875,-28.3203125,-29.78515625,-31.73828125
9,1603243757.2532902,-24.90234375,-23.92578125,-32.2265625,-27.34375
10,1603243757.2571964,-19.04296875,-21.97265625,-29.78515625,-27.34375
11,1603243757.2611027,-14.16015625,-20.99609375,-23.4375,-26.85546875
12,1603243757.265009,-32.71484375,-19.53125,-24.90234375,-27.83203125
13,1603243757.2689152,-47.36328125,-25.390625,-29.78515625,-34.66796875
14,1603243757.2728214,-37.109375,-22.94921875,-30.76171875,-32.2265625
15,1603243757.2767277,-32.71484375,-18.5546875,-28.80859375,-24.90234375
16,1603243757.280634,-29.78515625,-20.5078125,-29.296875,-31.25
17,1603243757.2845402,-27.83203125,-25.87890625,-32.2265625,-35.64453125
18,1603243757.2884464,-29.78515625,-28.3203125,-27.83203125,-23.92578125
19,1603243757.2923527,-32.71484375,-28.80859375,-22.94921875,-27.34375
20,1603243757.296259,-36.62109375,-32.2265625,-24.90234375,-34.66796875
21,1603243757.3001652,-41.9921875,-34.1796875,-29.296875,-40.0390625
22,1603243757.3040714,-49.8046875,-31.73828125,-27.83203125,-46.38671875
23,1603243757.3079777,-44.43359375,-29.78515625,-23.92578125,-33.69140625
24,1603243757.311884,-36.1328125,-30.2734375,-29.78515625,-23.92578125
25,1603243757.3157902,-32.71484375,-29.78515625,-32.2265625,-26.3671875
26,1603243757.3196964,-24.90234375,-27.83203125,-28.80859375,-24.4140625
27,1603243757.3236027,-33.69140625,-27.83203125,-26.85546875,-24.90234375
28,1603243757.327509,-38.0859375,-29.296875,-25.87890625,-24.90234375
29,1603243757.3314152,-23.92578125,-30.76171875,-25.390625,-25.87890625
30,1603243757.3353214,-22.94921875,-31.25,-24.90234375,-34.66796875
31,1603243757.3392277,-34.1796875,-34.1796875,-24.90234375,-39.0625
32,1603243757.343134,-46.38671875,-37.109375,-28.80859375,-38.0859375
33,1603243757.3470402,-41.9921875,-29.296875,-28.3203125,-37.109375
34,1603243757.3509464,-33.203125,-29.78515625,-32.2265625,-33.69140625
35,1603243757.3548527,-34.66796875,-33.203125,-32.71484375,-29.78515625
36,1603243757.358759,-34.66796875,-27.34375,-25.87890625,-36.1328125
37,1603243757.3626652,-39.55078125,-28.80859375,-28.3203125,-41.50390625
38,1603243757.3665714,-57.12890625,-38.0859375,-31.73828125,-40.0390625
39,1603243757.3704777,-56.15234375,-39.55078125,-30.2734375,-35.64453125
40,1603243757.374384,-42.96875,-33.69140625,-30.2734375,-35.64453125
41,1603243757.3782902,-37.109375,-35.64453125,-37.59765625,-46.38671875
42,1603243757.3821964,-45.41015625,-39.0625,-43.9453125,-52.734375
43,1603243757.3861027,-34.66796875,-34.1796875,-38.0859375,-42.48046875
44,1603243757.390009,-26.3671875,-31.25,-32.2265625,-31.25
45,1603243757.3939152,-36.62109375,-31.25,-34.1796875,-36.1328125
46,1603243757.3978214,-30.76171875,-23.4375,-29.78515625,-37.109375
47,1603243757.4017277,-31.25,-20.99609375,-33.203125,-37.109375
48,1603243757.405634,-42.96875,-26.85546875,-35.64453125,-37.109375
49,1603243757.4095402,-48.828125,-25.390625,-36.1328125,-32.71484375
50,1603243757.4134464,-39.55078125,-28.80859375,-40.0390625,-31.25
51,1603243757.4173527,-31.25,-32.2265625,-40.52734375,-36.62109375
52,1603243757.421259,-41.50390625,-30.76171875,-41.015625,-43.45703125
53,1603243757.4251652,-56.640625,-34.66796875,-39.0625,-43.45703125
54,1603243757.4290714,-61.03515625,-38.0859375,-37.59765625,-39.0625
55,1603243757.4329777,-53.22265625,-34.1796875,-36.62109375,-37.59765625
56,1603243757.436884,-41.9921875,-31.25,-34.66796875,-39.55078125
57,1603243757.4407902,-45.41015625,-33.69140625,-32.71484375,-39.0625
58,1603243757.4446964,-47.8515625,-34.66796875,-30.2734375,-39.55078125
59,1603243757.4486027,-52.24609375,-33.203125,-29.296875,-39.0625
60,1603243757.452509,-47.36328125,-35.15625,-32.71484375,-31.25
61,1603243757.4564152,-32.71484375,-33.69140625,-33.203125,-37.59765625
62,1603243757.4603214,-32.71484375,-32.2265625,-26.85546875,-53.22265625
63,1603243757.4642277,-42.96875,-33.203125,-30.2734375,-49.31640625
64,1603243757.468134,-53.22265625,-30.2734375,-34.66796875,-42.48046875
65,1603243757.4720402,-54.6875,-30.76171875,-32.71484375,-40.0390625
66,1603243757.4759464,-44.43359375,-35.64453125,-32.71484375,-38.57421875
67,1603243757.4798527,-41.50390625,-37.109375,-36.62109375,-46.38671875
68,1603243757.483759,-44.921875,-36.1328125,-36.62109375,-52.24609375
69,1603243757.4876652,-49.8046875,-36.62109375,-35.64453125,-49.31640625
70,1603243757.4915714,-44.43359375,-33.203125,-35.15625,-39.55078125
71,1603243757.4954777,-35.64453125,-32.2265625,-35.64453125,-40.0390625
72,1603243757.499384,-44.43359375,-37.109375,-40.0390625,-43.9453125
73,1603243757.5032902,-48.828125,-37.59765625,-42.96875,-38.57421875
74,1603243757.5071964,-41.9921875,-29.296875,-39.55078125,-34.1796875
75,1603243757.5111027,-38.0859375,-26.3671875,-32.2265625,-33.203125
76,1603243757.515009,-32.2265625,-28.80859375,-33.203125,-34.66796875
77,1603243757.5189152,-27.34375,-26.3671875,-35.15625,-43.9453125
78,1603243757.5228214,-33.69140625,-31.25,-34.1796875,-42.48046875
79,1603243757.5267277,-38.0859375,-33.69140625,-32.71484375,-38.0859375
80,1603243757.530634,-35.15625,-29.78515625,-31.73828125,-38.57421875
81,1603243757.5345402,-38.0859375,-33.203125,-31.73828125,-39.0625
82,1603243757.5384464,-31.73828125,-29.78515625,-33.203125,-41.9921875
83,1603243757.5423527,-26.3671875,-23.4375,-40.52734375,-51.26953125
84,1603243757.546259,-41.015625,-25.87890625,-39.0625,-51.26953125
85,1603243757.5501652,-46.875,-32.2265625,-33.69140625,-46.38671875
86,1603243757.5540714,-34.1796875,-38.57421875,-37.59765625,-51.26953125
87,1603243757.5579777,-35.64453125,-37.109375,-36.1328125,-55.17578125
88,1603243757.561884,-41.015625,-36.62109375,-32.2265625,-53.22265625
89,1603243757.5657902,-41.9921875,-33.203125,-31.73828125,-46.38671875
