Timestamp (ms),ch0_4ms,ch1_4ms,ch2_4ms,ch3_4ms,chAux_4ms,info
1588560342088,63.72232256936231,-2.510279602979467,-13.705459751382397,34.86958750963039,NaN,[object Object]
1588560342093,75.20248832905929,-8.034972344993937,-9.39156113758894,73.27654000291943,NaN,[object Object]
1588560342097,12.366921327091486,-8.925516835053655,-7.569818594652101,33.845788769401324,NaN,[object Object]
1588560342100,-46.460017079831026,-8.651359299841314,-11.094870923536636,-29.26931769070257,NaN,[object Object]
1588560342104,-22.845260779636792,-3.856876799648682,-7.475284553851832,-7.03923060417671,NaN,[object Object]
1588560342106,68.1663168433418,2.4802823147678197,-4.2641318983908185,69.4299854630687,NaN,[object Object]
1588560342109,112.77765751051446,5.423359115483678,-6.376698645043316,93.8501447767424,NaN,[object Object]
1588560342112,48.07764320444306,8.63075942550789,-9.27481454778191,38.8174726842928,NaN,[object Object]
1588560342115,-30.306391052692803,9.821565029470344,-11.407056604719664,-22.296472464255984,NaN,[object Object]
1588560342118,-21.43575128216922,5.320105331875576,-8.519366535235964,-15.61431264677425,NaN,[object Object]
1588560342122,48.54156958552056,2.5450956895584484,-4.947849406854591,44.54765375110085,NaN,[object Object]
1588560342125,100.99548772899483,3.890587223144093,-6.07286317584104,80.06135795127983,NaN,[object Object]
1588560342140,61.53328798690008,3.9049677135039165,-11.020709447543256,29.81235652582079,NaN,[object Object]
1588560342143,-29.298549403976903,5.245692972902734,-13.730901059928703,-36.70873834013557,NaN,[object Object]
1588560342145,-32.98885423594825,4.917201616675694,-7.80913955505968,-22.40974325015806,NaN,[object Object]
1588560342147,49.6421318094755,0.9036663157098561,-4.1411606153942975,34.207049339089394,NaN,[object Object]
1588560342149,89.94476934279737,1.0994527402181777,-8.905400134701265,61.06963477630036,NaN,[object Object]
1588560342151,36.28837377454147,0.7535316210705081,-11.744826609206346,32.254449945127504,NaN,[object Object]
1588560342154,-42.823246046185105,-0.1454893588236552,-12.152460735662222,-31.294777493248578,NaN,[object Object]
1588560342156,-51.07767157108562,2.1202587490436295,-12.307207773933841,-46.188491462573786,NaN,[object Object]
1588560342158,23.12598150447073,-0.24470309620002473,-6.6711734218386365,17.72632714303914,NaN,[object Object]
1588560342160,80.42287172323022,-0.8379288573942125,-1.0473306558080642,63.743600658316,NaN,[object Object]
1588560342163,43.26911789474585,0.8408041359464484,-6.4233627584813835,28.31603411228702,NaN,[object Object]
1588560342164,-40.58176751981976,-2.598543553608368,-13.858056642588547,-31.190766203559598,NaN,[object Object]
1588560342179,-61.667891203800885,0.45038324052054834,-14.277025393562335,-42.5731773006043,NaN,[object Object]
1588560342180,18.034162998565353,6.050246264513735,-14.7122916600052,11.999486182162553,NaN,[object Object]
1588560342182,90.57312396137037,4.633463630797259,-12.961073109536917,73.50667068723823,NaN,[object Object]
1588560342184,66.84415406653017,3.099539493310607,-10.033592004377942,62.470662863084634,NaN,[object Object]
1588560342186,-4.398954976020576,2.875251611479716,-10.854600024149118,-5.991372323725585,NaN,[object Object]
1588560342188,-51.9716669138772,6.308126341368311,-5.385049023867218,-39.01652531635623,NaN,[object Object]
1588560342189,-10.238991954698815,8.079701933590917,-0.8104092732470289,7.956909974505226,NaN,[object Object]
1588560342191,83.21990044130233,0.5981948956133296,-5.222481839723207,65.971483425511,NaN,[object Object]
1588560342193,79.29979244408534,-1.8105429491216154,-8.379977603103834,53.650485701485984,NaN,[object Object]
1588560342196,-13.902171909315584,2.67293810186926,-9.669295312124168,-12.89597154063948,NaN,[object Object]
1588560342198,-51.29856542321883,1.9827539637265683,-8.193091669718218,-46.92882151529527,NaN,[object Object]
1588560342199,12.913878381828336,4.811636116470539,-6.317320600801159,2.4344352260807476,NaN,[object Object]
1588560342212,96.60010455194347,10.9548833123571,-5.566142484121415,66.17738959332921,NaN,[object Object]
1588560342214,90.89945659767423,9.55521910708003,-2.912784341014039,62.87480147135341,NaN,[object Object]
1588560342216,-5.698174296973654,9.131567635294795,-7.56940457681577,8.059094124579676,NaN,[object Object]
1588560342218,-58.255774875780574,9.793680640321481,-11.412884390333993,-39.73106453037522,NaN,[object Object]
1588560342219,-5.422830357188282,0.6387927826365685,-7.01206237208762,-17.751227458258192,NaN,[object Object]
1588560342221,64.27548974713936,-6.0813627103914705,-7.41015425567572,49.05617740220399,NaN,[object Object]
1588560342223,69.16075990372866,-1.695784319209871,-5.693141038949749,52.922361303688774,NaN,[object Object]
1588560342225,-3.0815465588749547,0.16103631748687297,-0.23193782464741242,-17.55368633427011,NaN,[object Object]
1588560342228,-77.13032253891278,-1.2112866148720858,-0.5271593385445583,-72.63517546353019,NaN,[object Object]
1588560342230,-50.98211949283768,-1.6525009849798442,4.421244550160564,-42.972600957061715,NaN,[object Object]
