,0
0,1595877869.745548
1,1595877873.587915
2,1595877879.822651
3,1595877882.828084
4,1595877885.6017559
5,1595877890.072622
6,1595877892.804234
7,1595877895.276155
8,1595877897.866156
9,1595877900.824287
10,1595877903.413501
11,1595877905.824254
12,1595877908.2092748
13,1595877912.063149
14,1595877914.649298
15,1595877916.8645492
16,1595877922.323881
17,1595877927.516777
18,1595877929.721046
19,1595877931.999777
20,1595878009.0398972
21,1595878012.565259
22,1595878015.147377
23,1595878017.353469
24,1595878034.0757408
25,1595878037.075199
26,1595878039.6721191
27,1595878041.882498
28,1595878044.101961
29,1595878046.838463
30,1595878049.44033
31,1595878052.013914
32,1595878054.552072
33,1595878062.9053729
34,1595878097.0921621
35,1595878099.456526
36,1595878102.04202
37,1595878104.3232892
38,1595878106.82654
39,1595878109.1390169
40,1595878111.7915552
41,1595878114.358614
42,1595878117.042335
43,1595878119.802509
44,1595878122.5730612
