,0
0,1595877934.781227
1,1595877937.329638
2,1595877939.566868
3,1595877942.566421
4,1595877953.600255
5,1595877955.632016
6,1595877957.808067
7,1595877960.5671098
8,1595877974.308608
9,1595877976.3427358
10,1595877978.807072
11,1595877981.0570629
12,1595877985.782204
13,1595877987.814487
14,1595877989.847779
15,1595877992.067988
16,1595877994.099921
17,1595877996.283484
18,1595877999.2823071
19,1595878001.818048
20,1595878004.305202
21,1595878006.783246
22,1595878125.2851179
23,1595878135.784281
24,1595878140.795943
25,1595878145.8068469
26,1595878150.782042
27,1595878156.306296
28,1595878162.546342
29,1595878165.021593
30,1595878167.555843
31,1595878170.043815
32,1595878172.521909
33,1595878182.5570261
34,1595878185.044271
35,1595878187.522092
36,1595878190.057672
37,1595878202.5215309
38,1595878205.0566132
39,1595878207.772531
40,1595878210.3054988
