,0
0,1595863898.356548
1,1595863904.663976
2,1595863907.424414
3,1595863909.914167
4,1595863912.3071098
5,1595863914.684552
6,1595863917.178859
7,1595863919.424602
8,1595863922.0220459
9,1595863924.586623
10,1595863926.865386
11,1595863929.4370198
12,1595863931.9348202
13,1595863934.234571
14,1595863936.51097
15,1595864465.650379
16,1595864467.8528278
17,1595864470.139097
18,1595864472.735561
19,1595864475.3253381
20,1595864477.924347
21,1595864480.506881
22,1595864482.6999328
23,1595864484.990582
24,1595864487.5741282
25,1595864490.170706
