,0
0,1595863971.680202
1,1595863974.678977
2,1595863976.9293299
3,1595863979.17983
4,1595863982.65845
5,1595863985.180362
6,1595863987.4286988
7,1595863989.6795342
8,1595863992.1695921
9,1595863994.654749
10,1595863997.179546
11,1595863999.428982
12,1595864001.680175
13,1595864004.170296
14,1595864006.4196749
15,1595864008.669208
16,1595864011.145111
17,1595864013.3953679
18,1595864015.6449401
19,1595864017.676312
20,1595864019.918699
21,1595864022.1680691
22,1595864024.197964
23,1595864026.4301922
24,1595864028.4637032
25,1595864030.9305952
26,1595864036.179069
27,1595864038.212099
28,1595864040.24168
29,1595864044.89537
30,1595864047.4307132
31,1595864049.680091
32,1595864052.155593
33,1595864054.188235
34,1595864056.2221591
35,1595864058.3956742
36,1595864060.425476
37,1595864062.655029
38,1595864064.68803
39,1595864066.722045
40,1595864068.896244
41,1595864070.9264472
42,1595864072.960219
43,1595864075.177433
44,1595864077.211391
45,1595864079.245484
46,1595864081.279436
47,1595864084.407039
48,1595864086.440851
49,1595864088.474259
50,1595864091.665907
51,1595864093.916915
52,1595864095.949467
53,1595864097.982228
54,1595864100.0137658
55,1595864102.045909
56,1595864104.076907
57,1595864106.1108868
58,1595864108.144952
59,1595864110.178856
60,1595864112.2081652
61,1595864114.241611
62,1595864116.2717109
63,1595864118.301561
64,1595864120.3346481
65,1595864122.363754
66,1595864124.395494
67,1595864127.383063
68,1595864129.632808
69,1595864131.666005
70,1595864133.6995351
71,1595864135.731858
72,1595864137.765336
73,1595864139.794573
74,1595864141.8275461
75,1595864143.8604102
76,1595864146.668525
77,1595864148.699065
78,1595864227.420233
79,1595864229.4515681
80,1595864231.919523
81,1595864233.953065
82,1595864235.984895
83,1595864238.15919
84,1595864240.1931038
85,1595864242.227259
86,1595864244.257967
87,1595864246.288987
88,1595864249.1703439
89,1595864251.420161
90,1595864253.4529762
91,1595864257.135011
92,1595864259.385484
93,1595864262.398997
94,1595864264.6486819
95,1595864267.64914
96,1595864270.6475232
97,1595864273.170511
98,1595864275.660332
99,1595864277.91028
100,1595864280.161006
101,1595864282.4088142
102,1595864284.6606662
103,1595864286.911198
104,1595864289.1603441
105,1595864291.4265559
106,1595864293.6610198
107,1595864295.910353
108,1595864297.9424992
109,1595864300.1709728
110,1595864302.420931
111,1595864304.4520042
112,1595864307.3869061
113,1595864309.417326
114,1595864311.657879
115,1595864313.909738
116,1595864316.15742
117,1595864318.407344
118,1595864320.658779
119,1595864322.691953
120,1595864324.920987
121,1595864326.953821
122,1595864328.985826
123,1595864331.017946
124,1595864333.048846
125,1595864335.080181
126,1595864338.886873
127,1595864340.919939
128,1595864342.9524438
129,1595864344.9846241
130,1595864347.016663
131,1595864349.047999
132,1595864351.081912
133,1595864353.111418
134,1595864355.14272
135,1595864357.176147
136,1595864361.147378
137,1595864363.179878
138,1595864365.209555
139,1595864367.388156
140,1595864369.637366
141,1595864371.9013371
142,1595864374.885761
143,1595864377.137836
144,1595864379.387182
145,1595864381.417778
146,1595864383.449
147,1595864385.480615
148,1595864387.633836
149,1595864389.666234
150,1595864393.623178
151,1595864399.623599
152,1595864401.6551208
153,1595864403.685811
154,1595864405.717848
155,1595864407.750195
156,1595864409.7815921
157,1595864411.815273
158,1595864414.158921
159,1595864416.1921332
160,1595864418.226165
161,1595864420.258568
162,1595864557.635666
163,1595864559.6675022
164,1595864561.700823
165,1595864563.733012
166,1595864565.7666502
167,1595864567.799478
168,1595864570.6128159
169,1595864572.646549
170,1595864574.6784441
171,1595864576.896488
172,1595864578.9301188
173,1595864580.961904
174,1595864582.991217
175,1595864585.6118321
176,1595864587.6458619
177,1595864589.6785321
178,1595864591.711705
179,1595864593.7437801
180,1595864595.77756
181,1595864597.809798
182,1595864601.134231
183,1595864603.382815
184,1595864605.4145339
185,1595864607.447212
186,1595864611.622154
187,1595864613.6575758
188,1595864615.688267
189,1595864617.861826
190,1595864619.895267
191,1595864621.928462
192,1595864625.362454
193,1595864627.896849
194,1595864682.390083
195,1595864684.898722
196,1595864687.373844
197,1595864689.8645551
198,1595864692.1145978
199,1595864694.3640351
200,1595864696.898392
201,1595864699.37347
202,1595864701.890118
203,1595864704.114275
204,1595864706.147668
205,1595864708.181483
206,1595864710.396499
207,1595864712.4263349
208,1595864714.45923
209,1595864716.4903271
210,1595864719.113805
211,1595864721.363234
212,1595864723.396769
213,1595864725.426982
214,1595864727.662056
215,1595864729.691495
216,1595864731.725253
217,1595864733.7586591
218,1595864735.791842
219,1595864738.3907142
220,1595864740.4225621
221,1595864742.451914
222,1595864744.48438
223,1595864746.514783
224,1595864748.54703
225,1595864750.579326
226,1595864753.1360152
227,1595864784.712702
228,1595864786.745516
229,1595864789.135391
230,1595864791.386074
231,1595864793.419658
232,1595864795.452832
233,1595864797.610979
234,1595864799.861172
235,1595864802.126267
236,1595864804.157171
237,1595864807.136626
238,1595864809.401644
239,1595864811.651448
240,1595864813.68089
241,1595864816.6017978
242,1595864819.137463
243,1595864821.386517
244,1595864823.6370292
245,1595864825.669801
246,1595864827.70109
247,1595864829.87632
248,1595864832.125053
249,1595864834.158431
250,1595864836.191634
251,1595864838.890576
252,1595864840.922606
253,1595864842.9545972
254,1595864845.101671
