,0
0,1595612192.856061
1,1595612194.889128
2,1595612197.263424
3,1595612202.513416
4,1595612204.7638788
5,1595612207.252672
6,1595612210.0286348
7,1595612212.062639
8,1595612214.09584
9,1595612216.126992
10,1595612218.1567202
11,1595612220.1900501
12,1595612222.222238
13,1595612224.252617
14,1595612226.285543
15,1595612228.31885
16,1595612230.349157
17,1595612232.381996
18,1595612234.416258
19,1595612236.4467351
20,1595612238.4765718
21,1595612240.5094862
22,1595612242.54218
23,1595612244.573493
24,1595612246.605352
25,1595612248.638612
26,1595612250.669269
27,1595612252.7033339
28,1595612254.736598
29,1595612256.7702389
30,1595612258.8016331
31,1595612260.835388
32,1595612262.865463
33,1595612266.5096161
