,0
0,1595611898.0633721
1,1595611900.305275
2,1595611902.556926
3,1595611904.809555
4,1595611906.99128
5,1595611911.785185
6,1595611922.284868
7,1595611933.068484
8,1595611943.5648608
9,1595611949.045195
10,1595611953.527209
11,1595611957.9048479
12,1595611976.795794
13,1595611987.2961652
14,1595611998.0221791
15,1595612009.0462668
16,1595612022.3066728
17,1595612026.775934
18,1595612049.3187048
19,1595612054.5528908
20,1595612059.5227551
21,1595612063.986002
22,1595612066.782223
23,1595612069.049414
24,1595612071.5204768
25,1595612073.710033
26,1595612075.892171
27,1595612078.0901818
28,1595612092.793704
29,1595612102.0709078
30,1595612112.0080671
31,1595612122.042467
32,1595612126.51021
33,1595612131.283424
34,1595612300.5398881
35,1595612383.995702
36,1595612386.1749701
37,1595612388.355395
38,1595612390.537985
39,1595612392.723299
40,1595612394.9215622
41,1595612405.933225
42,1595612408.53999
43,1595612410.826901
44,1595612413.028909
45,1595612417.800139
46,1595612422.20675
47,1595612426.597101
48,1595612431.222497
49,1595612433.417718
50,1595612468.0164611
51,1595612470.1996381
52,1595612472.37867
53,1595612474.584539
54,1595612476.7693849
55,1595612479.0261838
56,1595612481.2074308
57,1595612483.413332
58,1595612488.02576
59,1595612492.525249
60,1595612496.92133
61,1595612502.003036
62,1595612506.4270248
63,1595612535.518104
64,1595612539.894859
65,1595612545.026855
66,1595612549.496398
67,1595612554.302181
68,1595612558.685631
69,1595612563.051452
