,0
0,1595611868.74854
1,1595611871.2836921
2,1595611873.8184361
3,1595611876.293619
4,1595611878.783749
5,1595611881.319594
6,1595611883.810831
7,1595611886.07044
8,1595611888.546253
9,1595611890.7338188
10,1595611892.932361
11,1595611895.5685499
12,1595611909.304536
13,1595611919.7949498
14,1595611930.295434
15,1595611941.036064
16,1595611946.0464342
17,1595611951.332284
18,1595611955.710162
19,1595611971.5463822
20,1595611981.806296
21,1595611992.5452511
22,1595612003.558304
23,1595612019.769662
24,1595612024.599212
25,1595612046.837566
26,1595612052.022333
27,1595612057.032139
28,1595612061.8034
29,1595612090.256883
30,1595612099.783314
31,1595612109.532074
32,1595612119.508951
33,1595612124.331344
34,1595612128.7937222
35,1595612298.016395
36,1595612337.002997
37,1595612339.269904
38,1595612342.027086
39,1595612345.025579
40,1595612347.304328
41,1595612349.4855108
42,1595612351.687298
43,1595612354.53827
44,1595612356.817472
45,1595612359.0189672
46,1595612361.200362
47,1595612363.396362
48,1595612365.789214
49,1595612368.039644
50,1595612370.2890182
51,1595612372.483351
52,1595612374.678933
53,1595612376.882245
54,1595612379.514231
55,1595612381.790941
56,1595612397.1161768
57,1595612399.317995
58,1595612401.5172942
59,1595612403.754169
60,1595612415.5291982
61,1595612420.001921
62,1595612424.397213
63,1595612429.016798
64,1595612465.538257
65,1595612485.6142359
66,1595612490.276317
67,1595612494.7153971
68,1595612499.517174
69,1595612504.242408
70,1595612533.0266628
71,1595612537.694956
72,1595612542.0783029
73,1595612547.3133912
74,1595612552.017776
75,1595612556.4952729
76,1595612560.8628821
77,1595612606.99402
