,0
0,1595861534.79223
1,1595861537.5149708
2,1595861540.2913852
3,1595861542.761634
4,1595861545.535199
5,1595861548.000818
6,1595861550.534751
7,1595861552.9955368
8,1595861555.2470138
9,1595861557.8194969
10,1595861560.021099
11,1595861562.2777011
12,1595861564.784229
13,1595861567.147836
14,1595861569.7349172
15,1595861572.523665
16,1595861575.001643
17,1595861577.7745721
18,1595861581.000389
19,1595861583.579749
20,1595861585.852174
21,1595861588.434546
22,1595861591.272595
23,1595861593.751947
24,1595861596.227743
25,1595861598.434248
26,1595861600.787304
27,1595861603.263131
28,1595861605.5310771
29,1595861608.105091
30,1595861611.001009
31,1595861613.573374
32,1595861615.844438
33,1595861618.414092
34,1595861622.7623942
35,1595861625.3392441
36,1595861627.7828941
37,1595861630.1479712
38,1595861632.3954911
39,1595861634.6559901
40,1595861637.523027
41,1595861640.012751
42,1595861642.771895
43,1595861645.0500212
44,1595861647.307759
45,1595861649.899997
46,1595861652.522146
47,1595861655.098758
48,1595861657.659633
49,1595861660.02274
50,1595861662.737584
51,1595861665.2732348
52,1595861667.763357
53,1595861670.5235388
54,1595861673.012944
55,1595861675.772832
56,1595861678.0789561
57,1595861680.339027
58,1595861682.761575
59,1595861685.1310909
60,1595861687.7738
61,1595861690.488721
62,1595861693.023335
63,1595861695.530715
64,1595861697.791201
65,1595861700.252206
66,1595861702.609577
67,1595861704.886678
68,1595861707.459092
69,1595861709.7637272
70,1595861712.763842
71,1595861715.5237231
72,1595861720.023492
73,1595861722.597821
74,1595861724.8653069
