,0
0,1595861212.000553
1,1595861215.0006678
2,1595861217.5353951
3,1595861220.0374641
4,1595861222.501088
5,1595861224.750394
6,1595861227.751294
7,1595861230.2854269
8,1595861234.036245
9,1595861241.011729
10,1595861243.500594
11,1595861246.5012999
12,1595861249.037183
13,1595861254.0016088
14,1595861257.001614
15,1595861259.536608
16,1595861262.536151
17,1595861265.011796
18,1595861267.5025878
19,1595861270.0340102
20,1595861272.763535
21,1595861275.271611
22,1595861277.763021
23,1595861280.251025
24,1595861282.772602
25,1595861285.2622132
26,1595861291.0227141
27,1595861293.513175
28,1595861296.002872
29,1595861298.9986172
30,1595861301.523032
31,1595861304.012522
32,1595861306.488066
33,1595861309.022846
34,1595861311.7386398
35,1595861314.737495
36,1595861317.286783
37,1595861319.763399
38,1595861322.25315
39,1595861325.763617
40,1595861328.26457
41,1595861330.784256
42,1595861333.277926
43,1595861335.753792
44,1595861338.28893
45,1595861340.778902
46,1595861343.254515
47,1595861345.7882931
48,1595861348.277555
49,1595861350.753411
50,1595861353.28815
51,1595861355.7760398
52,1595861358.25492
53,1595861360.7895439
54,1595861363.264816
55,1595861365.753679
56,1595861368.289069
57,1595861370.764121
58,1595861373.2545679
59,1595861375.787807
60,1595861378.789408
61,1595861381.0378911
62,1595861383.5146282
63,1595861386.0039392
64,1595861388.7646232
65,1595861391.254727
66,1595861393.788691
67,1595861396.2645
68,1595861398.75546
69,1595861401.285974
70,1595861403.765311
71,1595861406.255143
72,1595861408.7750342
73,1595861411.263479
74,1595861413.514525
75,1595861416.0025358
76,1595861418.254519
77,1595861421.254677
78,1595861423.775418
79,1595861426.2656
80,1595861428.751353
81,1595861431.7521641
82,1595861434.2752059
83,1595861436.765764
84,1595861439.240664
85,1595861442.240736
86,1595861444.775913
87,1595861447.266013
88,1595861449.7417102
89,1595861452.275449
90,1595861454.764589
91,1595861457.241106
92,1595861459.776286
93,1595861462.2647
94,1595861464.740843
95,1595861467.742146
96,1595861470.512332
97,1595861472.9920661
98,1595861475.5266922
99,1595861478.002039
100,1595861480.2524958
101,1595861482.741836
102,1595861485.2763782
103,1595861488.276705
104,1595861490.751939
105,1595861493.241875
106,1595861495.7769651
107,1595861498.252203
108,1595861500.7415948
109,1595861503.276001
110,1595861505.751814
111,1595861508.242769
112,1595861510.763222
113,1595861513.2668538
114,1595861515.742252
115,1595861518.278288
116,1595861520.76544
117,1595861523.242604
118,1595861525.777337
119,1595861528.263511
120,1595861530.7425659
