,0
0,1595880647.9968672
1,1595880650.591987
2,1595880653.188061
3,1595880655.7734778
4,1595880657.965418
5,1595880660.236429
6,1595880662.817614
7,1595880665.020532
8,1595880667.283796
9,1595880669.485708
10,1595880671.748428
11,1595880673.950602
12,1595880676.2277079
13,1595880678.809817
14,1595880681.38928
15,1595880755.637345
16,1595880758.399133
17,1595880760.811507
18,1595880763.0865128
19,1595880765.6648011
20,1595880767.856568
21,1595880770.131165
22,1595880772.702785
23,1595880774.970043
24,1595880777.537745
