,0
0,1595881284.3362958
1,1595881286.921362
2,1595881289.115027
3,1595881292.679956
4,1595881295.289991
5,1595881297.868908
6,1595881301.1680791
7,1595881507.6786518
8,1595881510.2786949
9,1595881514.8936179
10,1595881520.143575
11,1595881689.236591
12,1595881691.8119528
13,1595881694.079285
14,1595881697.417969
15,1595881699.986219
16,1595881702.2441049
17,1595881705.397999
18,1595881707.9678879
19,1595881710.238535
20,1595881712.8283782
21,1595881715.019377
22,1595881717.6686668
23,1595881720.2651808
24,1595881722.465888
25,1595881724.7442648
26,1595881727.340777
27,1595881729.9283588
28,1595881732.509998
29,1595881734.770805
30,1595881737.348429
31,1595881739.554433
32,1595881741.8271492
33,1595881744.4312499
34,1595881747.015303
35,1595881749.217155
36,1595881860.757199
37,1595881863.6807811
