,0
0,1595881271.323484
1,1595881274.154277
2,1595881276.5463428
3,1595881279.1394382
4,1595881281.7382882
5,1595881580.430398
6,1595881583.018827
7,1595881585.282738
8,1595881587.865841
9,1595881591.170263
10,1595881593.7348568
11,1595881596.002033
12,1595881598.5866802
13,1595881600.8426769
14,1595881604.145848
15,1595881606.728966
16,1595881609.002581
17,1595881611.577852
18,1595881614.140726
19,1595881616.3977149
20,1595881618.593156
21,1595881654.284128
22,1595881666.463153
23,1595881669.681807
24,1595881672.268985
25,1595881674.536927
26,1595881677.105385
27,1595881679.295279
28,1595881681.555403
29,1595881684.3969421
30,1595881686.977942
31,1595881751.5042
32,1595881754.10581
33,1595881757.433996
34,1595881760.026777
35,1595881762.227653
36,1595881764.502752
37,1595881767.0919309
38,1595881769.3019562
39,1595881771.565258
