,0
0,1595881303.745981
1,1595881306.0211809
2,1595881308.601577
3,1595881311.415672
4,1595881313.788212
5,1595881315.9897668
6,1595881318.270163
7,1595881320.850899
8,1595881323.123171
9,1595881325.6909142
10,1595881328.292338
11,1595881330.881844
12,1595881333.0944362
13,1595881335.3774872
14,1595881337.969165
15,1595881340.555608
16,1595881343.441764
17,1595881347.6670232
18,1595881350.259566
19,1595881352.471393
20,1595881354.753045
21,1595881407.17733
22,1595881414.6770701
23,1595881417.278017
24,1595881419.866529
25,1595881422.081344
26,1595881424.3589492
27,1595881426.955426
28,1595881429.541794
29,1595881432.125942
30,1595881434.324708
31,1595881436.597169
32,1595881439.182699
33,1595881441.4443111
34,1595881444.0084329
35,1595881446.269232
36,1595881845.598613
