,0
0,1595878623.015441
1,1595878692.480497
2,1595878697.492088
3,1595878702.502037
4,1595878704.9925199
5,1595878707.508254
6,1595878720.74276
7,1595878726.216277
8,1595878737.989938
9,1595878740.467881
10,1595878743.0174022
11,1595878745.489596
12,1595878747.968311
13,1595878750.5141308
14,1595878753.019795
15,1595878829.989002
16,1595878835.240688
17,1595878839.7393548
18,1595878845.003625
19,1595878847.2540438
20,1595878849.516695
21,1595878851.995073
22,1595878854.2315881
23,1595878857.230297
24,1595878859.480288
25,1595878861.729939
26,1595878864.219795
27,1595878866.486194
28,1595878868.721091
29,1595878870.754622
30,1595878872.787315
31,1595878874.816923
32,1595878876.970252
33,1595878881.0316448
34,1595878883.256767
35,1595878885.2876182
36,1595878887.4711812
37,1595878889.5013492
38,1595878894.9853299
39,1595878897.221185
40,1595878899.2549582
41,1595878902.005028
42,1595878921.069978
43,1595879263.400754
44,1595879268.987804
45,1595879329.4841962
46,1595879331.7336059
47,1595879333.998637
48,1595879336.233092
49,1595879338.26655
50,1595879341.210434
51,1595879343.240569
52,1595879345.270624
53,1595879347.2997591
54,1595879349.331497
55,1595879351.361897
56,1595879353.393319
57,1595879355.425506
58,1595879357.458055
59,1595879359.491628
60,1595879361.5246289
61,1595879363.555341
62,1595879365.5850081
63,1595879367.6171489
64,1595879369.6487439
65,1595879562.962633
66,1595879565.2103128
67,1595879567.447773
68,1595879569.480449
69,1595879571.708756
70,1595879573.74025
71,1595879575.770324
72,1595879577.8017752
73,1595879734.4837592
74,1595879738.987645
75,1595879745.507702
76,1595879747.538593
77,1595879749.712953
78,1595879752.461379
79,1595879754.71193
80,1595879756.7441049
81,1595879758.777066
82,1595879760.808835
83,1595879762.842696
84,1595879764.928075
85,1595879767.177932
86,1595879769.208825
87,1595879771.961514
88,1595879773.995575
89,1595879847.501594
90,1595879849.5336661
91,1595879851.566394
92,1595879853.597562
93,1595879855.630186
94,1595879858.199029
95,1595879860.2326121
96,1595879862.266101
97,1595879864.298199
98,1595879866.689755
99,1595880045.448687
100,1595880047.4790668
101,1595880049.693623
102,1595880051.94375
103,1595880054.194562
104,1595880057.4334521
