,0
0,1595879434.9658492
1,1595879437.484641
2,1595879439.746295
3,1595879442.0009742
4,1595879444.472388
5,1595879446.5054111
6,1595879448.534847
7,1595879450.627331
8,1595879452.658366
9,1595879454.6938381
10,1595879459.2213671
11,1595879461.485621
12,1595879463.75005
13,1595879465.781295
14,1595879467.8126929
15,1595879469.844574
16,1595879471.87363
17,1595879473.904691
18,1595879475.935284
19,1595879478.7209332
20,1595879480.998969
21,1595879483.0310762
22,1595879485.212111
23,1595879743.476206
24,1595879803.926978
25,1595879805.960976
26,1595879807.9900851
27,1595879810.01949
28,1595879812.048774
29,1595879814.080016
30,1595879816.228487
31,1595879818.688438
32,1595879820.938475
33,1595879822.972627
