,0
0,1595878625.2798688
1,1595878627.754171
2,1595878630.2300081
3,1595878633.2307708
4,1595878635.765976
5,1595878638.253153
6,1595878640.5014431
7,1595878695.001524
8,1595878699.979317
9,1595878710.002325
10,1595878731.753391
11,1595878755.468312
12,1595878757.718245
13,1595878761.0028532
14,1595878764.004425
15,1595878832.2389371
16,1595878837.50485
17,1595878842.228586
18,1595878904.038838
19,1595878906.730697
20,1595878908.9813912
21,1595878912.221107
22,1595878914.752807
23,1595878917.0052202
24,1595878919.037982
25,1595878923.102773
26,1595878925.134772
27,1595878927.9716961
28,1595878930.005502
29,1595879266.212637
30,1595879271.462888
31,1595879276.712756
32,1595879279.2329412
33,1595879281.4818728
34,1595879283.973118
35,1595879286.222562
36,1595879288.488406
37,1595879290.734949
38,1595879293.213382
39,1595879295.247017
40,1595879297.473674
41,1595879300.2332091
42,1595879302.4829261
43,1595879304.733598
44,1595879306.76383
45,1595879308.9894311
46,1595879311.018433
47,1595879313.04783
48,1595879315.0771909
49,1595879317.110668
50,1595879319.144293
51,1595879321.177679
52,1595879323.2112808
53,1595879327.2627468
54,1595879373.2235022
55,1595879375.4887419
56,1595879377.518363
57,1595879379.989473
58,1595879382.0185568
59,1595879384.245533
60,1595879386.499447
61,1595879388.53307
62,1595879390.5669508
63,1595879392.5990431
64,1595879394.628459
65,1595879397.7491882
66,1595879487.2443771
67,1595879489.4616818
68,1595879491.711705
69,1595879493.7448351
70,1595879497.471788
71,1595879499.962014
72,1595879501.996167
73,1595879504.0302348
74,1595879506.0624828
75,1595879508.09276
76,1595879510.68785
77,1595879512.720957
78,1595879514.751893
79,1595879516.7825751
80,1595879518.81303
81,1595879520.845849
82,1595879522.8775628
83,1595879525.6867578
84,1595879527.72058
85,1595879529.7535942
86,1595879531.9720829
87,1595879534.0013492
88,1595879536.936401
89,1595879540.6879969
90,1595879579.832809
91,1595879581.865155
92,1595879584.188712
93,1595879586.452941
94,1595879588.4852722
95,1595879590.514764
96,1595879593.474567
97,1595879595.504073
98,1595879736.711661
99,1595879741.212343
100,1595879776.029253
101,1595879778.187388
102,1595879780.43749
103,1595879782.6873758
104,1595879784.720256
105,1595879786.7523992
106,1595879788.7858748
107,1595879790.937654
108,1595879792.96963
109,1595879795.00127
110,1595879797.68866
111,1595879799.720033
112,1595879801.7540412
113,1595879825.6788962
114,1595879827.929157
115,1595879829.960292
116,1595879832.188371
117,1595879834.2219672
118,1595879836.2537978
119,1595879838.429364
120,1595879841.203291
121,1595879843.439758
122,1595879845.4725199
