,0
0,1595878804.7376971
1,1595878807.32609
2,1595878809.74586
3,1595879028.991442
4,1595879031.584951
5,1595879034.001058
6,1595879036.375391
7,1595879038.655465
8,1595879041.235243
9,1595879043.495085
10,1595879047.231199
11,1595879049.808532
12,1595879052.0671139
13,1595879054.730643
14,1595879057.213092
15,1595879059.494517
16,1595879062.084518
17,1595879064.276642
18,1595879066.563692
19,1595879069.7442381
20,1595879072.324022
21,1595879074.532722
22,1595879076.813629
23,1595879080.742249
24,1595879083.341249
25,1595879085.525416
26,1595879088.017347
27,1595879091.4924889
28,1595879094.087801
29,1595879096.286495
30,1595879098.549456
31,1595879100.758036
32,1595879103.4822578
33,1595879106.040169
34,1595879108.300233
35,1595879110.498901
36,1595879112.750763
37,1595879188.448983
38,1595879190.639999
39,1595879192.895707
40,1595879195.1560671
41,1595879197.751202
42,1595879406.846051
43,1595879409.978195
44,1595879412.552377
45,1595879414.9919648
46,1595879417.374838
47,1595879419.634579
48,1595879421.835634
49,1595879424.472391
50,1595879427.034229
51,1595879429.3058639
52,1595879431.864289
53,1595879597.5438988
54,1595879600.135902
55,1595879602.34247
56,1595879604.632461
57,1595879607.216527
58,1595879610.445027
59,1595879617.8668978
60,1595879620.12194
61,1595879622.7009332
62,1595879624.957847
63,1595879928.010506
64,1595879930.687805
65,1595879933.254681
66,1595879935.507305
67,1595879937.769773
68,1595879969.5681112
69,1595879972.1354492
70,1595879974.411314
71,1595879977.473367
72,1595879980.062541
73,1595879982.265144
74,1595879984.5568619
75,1595879987.15053
76,1595879989.7503932
77,1595879992.343953
78,1595879994.9380538
