Timestamp (ms),ch0_4ms,ch1_4ms,ch2_4ms,ch3_4ms,chAux_4ms,info
1588895713096,16.820687358314196,2.168478123386632,5.824558509718289,33.020619050842015,NaN,[object Object]
1588895713100,35.418781559098576,1.7802788390662265,2.1193451055278416,36.03192020719409,NaN,[object Object]
1588895713104,39.63916155504457,1.3252209458978141,-4.6871527010893494,27.82500769715749,NaN,[object Object]
1588895713107,32.05807527667851,5.532922341229592,-1.5520925499154627,26.026543702023144,NaN,[object Object]
1588895713110,23.676228718921614,2.3258870352824874,-0.8881489116302472,28.08009738219817,NaN,[object Object]
1588895713113,25.28440970665394,-0.20669296430069733,-4.40878821378368,23.79227353320597,NaN,[object Object]
1588895713116,29.146605051932184,0.44768984870645134,-3.712454359659609,22.393853083730054,NaN,[object Object]
1588895713120,29.78083286762922,-0.012533840156351506,-2.6538468535718094,26.34520370522818,NaN,[object Object]
1588895713122,28.83129993602843,6.354949522869804,-3.849495982346531,23.619090302194707,NaN,[object Object]
1588895713126,14.888868322590215,10.202285119452489,-7.216651500353657,13.509476571555417,NaN,[object Object]
1588895713129,2.934823839457044,7.929124034025756,-10.003411455296488,5.658722076699355,NaN,[object Object]
1588895713132,6.900296292270209,9.11028912323636,-10.464412977749546,2.093367924882624,NaN,[object Object]
1588895713151,4.651917170830468,7.873254472521413,-10.521455341209974,3.13849598084609,NaN,[object Object]
1588895713153,2.650414339878947,3.207529849957348,-7.476399854481896,5.498031543906712,NaN,[object Object]
1588895713155,7.499720584440317,4.8616827409315135,-3.8964607928914665,4.721840651365223,NaN,[object Object]
1588895713157,12.726465001533047,10.497884140509694,-7.0066305852554605,2.3085674939753575,NaN,[object Object]
1588895713159,25.362719849219726,9.782360771674348,-10.942355110896244,-3.0177002286230916,NaN,[object Object]
1588895713163,16.678676339128966,5.009930279843769,-9.431518209040117,-4.157230198977768,NaN,[object Object]
1588895713165,-12.776326451262381,3.2434317842182465,-8.538775398489292,-0.37363253517719763,NaN,[object Object]
1588895713168,-14.216229037192337,1.2785470718745073,-10.220363876165834,-1.4468981762427822,NaN,[object Object]
1588895713169,6.474330403331907,0.7209421766941541,-11.988080034438447,2.7326414463497573,NaN,[object Object]
1588895713174,18.382279025426598,5.216129138310406,-13.896889583155307,11.116039043030208,NaN,[object Object]
1588895713178,15.851568145227802,4.7193478385733245,-14.480161328410615,4.838074943550715,NaN,[object Object]
1588895713182,5.514154131556789,-0.03519027164075572,-15.196851562023468,-2.873570152012209,NaN,[object Object]
1588895713203,7.169511847589106,2.7116527958836443,-13.095413997381856,6.463692237755621,NaN,[object Object]
1588895713206,23.831244402339976,6.929739618893979,-4.813867628607896,17.103787095465886,NaN,[object Object]
1588895713208,30.826340775486607,7.353221877557203,-2.00473005827291,17.61626612273041,NaN,[object Object]
1588895713210,30.847013426063583,6.294477597022969,-8.431877015951574,15.447186818481834,NaN,[object Object]
1588895713212,34.248819113072685,3.485916783183295,-10.770776439429758,14.154917621413823,NaN,[object Object]
1588895713215,18.538184405367904,4.027886446678998,-7.4925935833896595,15.295206346811463,NaN,[object Object]
1588895713218,3.7572522619549487,2.834916891315184,-6.753837446101127,18.27705687266792,NaN,[object Object]
1588895713220,22.794151551888906,-1.241275260503989,-4.735819004209767,17.64494647501764,NaN,[object Object]
1588895713222,33.537278983523,2.848652715660043,-0.49391908957719655,16.147838644087653,NaN,[object Object]
1588895713225,20.029677915653405,3.3509465626756194,-2.406873588828881,14.026442420363537,NaN,[object Object]
1588895713227,16.525505942136604,-0.5080532585253899,-6.568257557125741,5.4420829229504655,NaN,[object Object]
1588895713228,20.999751772422698,4.459311060570687,-6.126515627435221,5.7843505174464305,NaN,[object Object]
1588895713242,26.281753807156193,5.2532090719042355,-4.13589851778842,15.562617543940977,NaN,[object Object]
1588895713244,33.940803418231795,3.2764789845656006,-1.9811850961169553,15.041430436414817,NaN,[object Object]
1588895713246,35.014142994147825,6.979179812910063,0.7842934661836644,18.784568110479423,NaN,[object Object]
1588895713250,25.330997227759298,7.257867523571308,0.5013400290505999,30.28069362697274,NaN,[object Object]
1588895713252,9.712825903090554,5.6096310454072915,-5.597802043040837,25.192574146851914,NaN,[object Object]
1588895713254,10.780469022611905,5.308244351871968,-8.716859330196678,14.824111875707553,NaN,[object Object]
1588895713256,28.065491787810462,5.0380127720702,-3.6245495753045494,16.382828661988125,NaN,[object Object]
1588895713258,24.219503295286888,3.24843479254256,-0.06799551025861722,15.36015574273474,NaN,[object Object]
1588895713259,7.64474200713417,1.1139759843112556,0.18199609760010166,14.646696481832546,NaN,[object Object]
1588895713262,9.887192963137323,2.206749049573202,-0.5902374045212899,21.427282932216013,NaN,[object Object]
1588895713264,21.806360287703882,4.188103291448776,-1.8631078899271136,18.624118761659474,NaN,[object Object]
1588895713266,27.188435342512705,5.1825903497560315,1.1910817067160533,16.92573425591312,NaN,[object Object]
1588895713281,20.605537641845753,2.0688871626393386,2.821627487803489,25.42267063831036,NaN,[object Object]
1588895713284,4.845699976104452,-3.5506751400884484,-2.56304708028312,22.53190099798701,NaN,[object Object]
1588895713286,1.4149585937374491,-3.7885200229579046,-4.816293588147518,21.21896343689501,NaN,[object Object]
1588895713288,19.189815852404628,-3.0559848806493672,-2.006085233967661,30.966686129208828,NaN,[object Object]
1588895713289,26.136422461897997,-4.942550401501835,-3.600496637447124,28.598604762996786,NaN,[object Object]
1588895713291,19.82650303884931,-1.5144850317607466,-5.6919826963324684,23.85488446672522,NaN,[object Object]
