,0
0,1595539834.769387
1,1595539840.333484
2,1595539856.5177422
3,1595539862.055659
4,1595539867.770495
5,1595539873.319222
6,1595539878.62995
7,1595539884.82547
8,1595539890.540859
9,1595539897.031177
10,1595539902.767819
11,1595539936.291321
12,1595539941.8243861
13,1595539947.303172
14,1595539953.795865
15,1595539956.570994
16,1595539962.046728
17,1595539967.5209532
18,1595539973.5364869
19,1595539980.766604
20,1595539993.278089
21,1595539999.308029
22,1595540024.04386
23,1595540029.5181599
24,1595540035.008357
25,1595540070.2746072
26,1595540076.062361
27,1595540081.2841852
28,1595540109.526668
29,1595540130.243605
30,1595540136.0213299
31,1595540169.0031722
32,1595540174.482056
33,1595540179.761912
34,1595540203.266161
35,1595540224.5079181
36,1595540229.983068
37,1595540236.548146
38,1595540267.298366
39,1595540273.0278232
40,1595540279.268953
41,1595540285.0584261
42,1595540290.758108
43,1595540319.797747
44,1595540325.2582989
45,1595540336.270101
46,1595540342.299335
47,1595540348.266034
48,1595540353.562023
49,1595540358.979734
50,1595540364.514668
51,1595540370.062911
52,1595540375.52586
53,1595540397.740163
54,1595540403.525419
55,1595540409.241305
56,1595540483.766586
57,1595540489.778234
58,1595540495.014554
59,1595540500.7326121
60,1595540506.042559
61,1595540511.262433
62,1595540514.276329
63,1595540519.992595
64,1595540550.7431731
65,1595540561.287256
66,1595540569.7184992
67,1595540575.254495
68,1595540580.562477
69,1595540586.743914
70,1595540602.0433228
71,1595540620.285347
72,1595540625.5211608
73,1595540630.9807959
74,1595540636.470658
75,1595540664.218855
76,1595540670.236875
77,1595540675.786861
78,1595540681.2601118
79,1595540687.228933
