,0
0,1595539828.717351
1,1595539850.821908
2,1595539908.548084
3,1595539914.023733
4,1595539920.277281
5,1595539930.808523
6,1595539986.55088
7,1595540005.2856488
8,1595540011.7760499
9,1595540017.557041
10,1595540087.033447
11,1595540092.4056058
12,1595540098.032001
13,1595540141.496931
14,1595540147.038938
15,1595540152.5136929
16,1595540157.9880052
17,1595540163.5390232
18,1595540186.0407581
19,1595540191.515456
20,1595540197.2902012
21,1595540208.793836
22,1595540296.794983
23,1595540302.751145
24,1595540308.525907
25,1595540314.2708201
26,1595540330.817434
27,1595540381.247723
28,1595540386.737797
29,1595540392.27091
30,1595540429.770973
31,1595540435.490535
32,1595540441.039723
33,1595540446.5125928
34,1595540451.8092248
35,1595540457.029137
36,1595540462.2644951
37,1595540467.752519
38,1595540472.75013
39,1595540478.283982
40,1595540517.236654
41,1595540548.2914329
42,1595540558.773299
43,1595540607.768065
44,1595540614.2731159
45,1595540642.0132868
46,1595540648.043471
47,1595540653.27966
48,1595540658.739053
