,0
0,1595780621.568914
1,1595780656.8195388
2,1595780743.819187
3,1595780769.537707
4,1595780778.763243
5,1595780788.63109
6,1595780795.723789
7,1595780804.039832
8,1595780811.523374
9,1595780819.279118
10,1595780827.051292
11,1595780834.564236
12,1595780841.538151
13,1595780849.154277
14,1595780896.290312
15,1595780907.316014
16,1595780916.540212
17,1595780925.5402482
18,1595780936.792067
19,1595780942.7915058
20,1595781070.807076
21,1595781078.304144
22,1595781086.554593
23,1595781094.290675
24,1595781102.544634
25,1595781110.555499
26,1595781119.030345
