,0
0,1595780615.9884832
1,1595780649.78338
2,1595780736.7838268
3,1595780763.30865
4,1595780772.298712
5,1595780782.047932
6,1595780791.23194
7,1595780799.0121658
8,1595780806.4310029
9,1595780814.027492
10,1595780821.7983732
11,1595780829.440396
12,1595780836.8655648
13,1595780844.299264
14,1595780890.290436
15,1595780900.2811809
16,1595780910.54083
17,1595780919.5555992
18,1595780928.3136032
19,1595780939.790694
20,1595781066.018978
21,1595781073.2959208
22,1595781081.0198662
23,1595781089.138325
24,1595781096.784587
25,1595781105.317375
26,1595781113.2700732
