,0
0,1595557461.1924338
1,1595557543.536554
2,1595557548.479744
3,1595557553.0183449
4,1595557557.4523468
5,1595557562.2801468
6,1595557567.0051541
7,1595557571.533814
8,1595557575.930075
9,1595557580.4901628
10,1595557585.558475
11,1595557590.1914182
12,1595557653.0321128
13,1595557657.981445
14,1595557662.798665
15,1595557669.516219
16,1595557674.7369442
17,1595557681.966261
18,1595557691.713012
19,1595557701.7674408
20,1595557711.2869928
21,1595557720.968101
22,1595557725.9782379
23,1595557731.002669
24,1595557735.967699
25,1595557740.739419
26,1595557745.4810472
27,1595557750.2286239
28,1595557754.717393
29,1595557759.1651
30,1595557763.55999
31,1595557768.166304
32,1595557772.703753
33,1595557777.954823
34,1595557782.739106
35,1595557787.241375
36,1595557791.7418292
37,1595557796.240017
38,1595557801.001719
39,1595557805.398088
40,1595557809.792864
41,1595557814.4224699
42,1595557819.235342
43,1595557823.646713
44,1595557828.2052102
45,1595557832.5798771
46,1595557836.98755
47,1595557841.3900821
48,1595557845.7816699
49,1595557850.170478
50,1595557854.5217311
51,1595557858.910454
52,1595557863.4143438
53,1595557868.2415
54,1595557872.92873
55,1595557877.72217
56,1595557882.49194
57,1595557887.230912
58,1595557891.9066281
59,1595557897.488611
60,1595557901.965606
61,1595557906.7660558
62,1595557911.4584162
63,1595557916.2278762
64,1595557920.9664571
65,1595557925.7217112
66,1595557930.4926999
