,0
0,1595383474.970382
1,1595383478.037865
2,1595383480.542902
3,1595383483.317846
4,1595383485.778561
5,1595383488.31208
6,1595383491.027709
7,1595383493.5612721
8,1595383496.037174
9,1595383498.54232
10,1595383501.317257
11,1595383504.7997608
12,1595383508.2931242
13,1595383513.288713
14,1595383516.7976341
15,1595383520.038733
16,1595383523.040332
17,1595383525.8001862
18,1595383528.2736151
19,1595383530.764967
20,1595383533.298202
21,1595383536.762997
22,1595383539.763029
23,1595383542.298688
24,1595383544.7885802
25,1595383547.278733
26,1595383550.039219
27,1595383552.5246952
28,1595383555.5255208
29,1595383558.050974
30,1595383560.540046
31,1595383563.014854
32,1595383565.789709
33,1595383568.264917
34,1595383570.800632
35,1595383573.2908669
36,1595383575.538197
37,1595383577.78931
38,1595383580.039607
39,1595383582.2883961
40,1595383584.476705
41,1595383586.730519
42,1595383589.265138
43,1595383592.5660758
44,1595383594.82974
45,1595383597.274119
46,1595383599.527223
47,1595383601.776535
48,1595383604.2656798
49,1595383608.016871
50,1595383610.5502238
51,1595383613.550379
52,1595383616.0251021
53,1595383618.516245
54,1595383620.772348
55,1595383625.039851
56,1595383700.023554
57,1595383702.5019362
58,1595383715.552551
59,1595383718.267792
60,1595383720.7883892
61,1595383723.278031
62,1595383725.765339
63,1595383729.2782478
64,1595383732.037306
65,1595383734.528789
66,1595383761.0031512
67,1595383766.253837
68,1595383768.7891352
69,1595383771.278375
70,1595383773.754519
71,1595383777.049613
