,0
0,1595882902.4890828
1,1595882904.995862
2,1595882907.25536
3,1595882909.4510741
4,1595882912.524415
5,1595882915.1002738
6,1595882917.35363
7,1595882919.5403829
8,1595882921.8007538
9,1595882924.0562491
10,1595882926.625524
11,1595882962.368864
12,1595882965.490251
13,1595882968.081409
14,1595882970.278396
15,1595882972.554655
16,1595882975.1376572
17,1595882977.347635
18,1595882979.5644019
19,1595882981.8499699
20,1595883005.334466
21,1595883018.272418
22,1595883023.053182
23,1595883028.337217
24,1595883033.2045178
25,1595883051.842926
26,1595883069.7282119
27,1595883088.0677
28,1595883105.603284
29,1595883124.044767
30,1595883137.83477
31,1595883148.9175308
32,1595883166.052084
33,1595883179.9802501
34,1595883209.231124
35,1595883221.331839
36,1595883234.607119
37,1595883250.336247
38,1595883261.625243
39,1595883273.732099
40,1595883288.266461
41,1595883293.517577
42,1595883298.2573812
