,0
0,1595851706.8456829
1,1595851709.6848052
2,1595851712.174856
3,1595851714.945987
4,1595851717.4238122
5,1595851720.650323
6,1595851723.935835
7,1595851727.4301682
8,1595851730.4164171
9,1595851733.175339
10,1595851735.947232
11,1595851738.425504
12,1595851740.916168
13,1595851743.675752
14,1595851746.163881
15,1595851748.92584
16,1595851751.413685
17,1595851753.935541
18,1595851756.935028
19,1595851759.662526
20,1595851762.185642
21,1595851764.911757
22,1595851767.676161
23,1595851770.162848
24,1595851772.6864882
25,1595851776.166075
26,1595851779.166317
27,1595851781.9417799
28,1595851784.701875
29,1595851787.191926
30,1595851790.7014022
31,1595851794.1666
32,1595851797.1670048
33,1595851799.9394188
34,1595851802.712835
35,1595851805.431923
36,1595851808.430601
37,1595851811.429746
38,1595852016.9298072
39,1595852019.92123
40,1595852022.681439
41,1595852025.4520478
42,1595852028.171776
43,1595852031.1696079
44,1595852033.932349
45,1595852036.691832
46,1595852039.182691
47,1595852041.942463
48,1595852044.6705039
49,1595852047.4328609
50,1595852050.190999
51,1595852053.1922612
52,1595852055.9081652
53,1595852058.683501
54,1595852061.16802
55,1595852113.9436102
56,1595852116.659025
57,1595852119.418575
58,1595852122.1934311
59,1595852125.1920278
60,1595852128.6585631
61,1595852131.420852
62,1595852134.9395819
63,1595852137.5339289
64,1595852139.744823
65,1595852142.1580002
66,1595852144.679214
67,1595852147.4084768
68,1595852149.932265
69,1595852152.421301
70,1595852155.024276
71,1595852157.61599
72,1595852160.429607
73,1595852162.919682
74,1595852165.6802292
75,1595852168.1700962
76,1595852170.930263
77,1595852173.419085
78,1595852175.893476
79,1595852179.178954
80,1595852181.769579
81,1595852184.145407
82,1595852186.68007
83,1595852189.394794
84,1595852191.7828171
85,1595852194.1808078
86,1595852196.895226
87,1595852199.430589
88,1595852202.666919
89,1595852205.272369
90,1595852208.161515
91,1595852210.4506361
92,1595852212.669201
93,1595852215.1958542
94,1595852217.5073862
95,1595852219.907499
96,1595852222.396178
97,1595852224.9189088
98,1595852227.645235
99,1595852230.404879
100,1595852232.896137
101,1595852235.655759
102,1595852239.1798341
103,1595852241.7582421
104,1595852244.145128
105,1595852246.633176
106,1595852249.396124
107,1595852251.918435
108,1595852254.644796
109,1595852257.166655
110,1595852259.656599
111,1595852262.656783
112,1595852265.249415
113,1595852267.665461
114,1595852270.394426
115,1595852272.916268
116,1595852275.6426141
117,1595852278.167447
