,0,1,2,3,Timestamp
56,44.43359375,-34.66796875,-34.1796875,-890.625,1595301269.290199
57,-7.32421875,-35.64453125,-28.3203125,649.4140625,1595301269.2941053
58,-83.984375,-42.96875,-26.3671875,-586.42578125,1595301269.2980115
59,-77.1484375,-30.2734375,-32.2265625,-1000.0,1595301269.3019178
60,0.48828125,-21.484375,-37.109375,-89.84375,1595301269.305824
61,53.7109375,-32.71484375,-38.0859375,-988.28125,1595301269.3097303
62,7.32421875,-48.33984375,-41.015625,788.57421875,1595301269.3136365
63,-69.3359375,-42.48046875,-41.9921875,-394.04296875,1595301269.3175428
64,-93.75,-29.78515625,-41.50390625,-1000.0,1595301269.321449
65,-33.203125,-38.57421875,-37.59765625,71.2890625,1595301269.3253553
66,30.76171875,-41.015625,-35.64453125,982.421875,1595301269.3292615
67,5.37109375,-39.55078125,-40.0390625,915.0390625,1595301269.3331678
68,-79.58984375,-36.62109375,-30.76171875,-187.98828125,1595301269.337074
69,-98.14453125,-40.52734375,-25.87890625,-1000.0,1595301269.3409803
70,-39.0625,-51.7578125,-38.57421875,-325.1953125,1595301269.3448865
71,23.4375,-48.828125,-46.38671875,928.22265625,1595301269.3487928
72,16.11328125,-40.0390625,-42.48046875,-984.375,1595301269.352699
73,-67.3828125,-40.52734375,-34.66796875,-44.921875,1595301269.3566053
74,-103.515625,-40.52734375,-31.25,-1000.0,1595301269.3605115
75,-35.15625,-37.59765625,-34.1796875,-506.34765625,1595301269.3644178
76,55.17578125,-36.62109375,-35.64453125,766.11328125,1595301269.368324
77,34.66796875,-40.0390625,-32.71484375,-902.34375,1595301269.3722303
78,-57.12890625,-39.55078125,-26.3671875,90.8203125,1595301269.3761365
79,-105.46875,-37.109375,-28.80859375,-1000.0,1595301269.3800428
80,-50.29296875,-32.2265625,-35.15625,-689.94140625,1595301269.383949
81,45.41015625,-27.83203125,-31.73828125,555.17578125,1595301269.3878553
82,58.10546875,-29.78515625,-27.83203125,-861.81640625,1595301269.3917615
83,-25.390625,-37.59765625,-29.78515625,185.05859375,1595301269.3956678
84,-103.515625,-42.48046875,-27.34375,-1000.0,1595301269.399574
85,-77.1484375,-38.0859375,-25.390625,-785.64453125,1595301269.4034803
86,14.16015625,-33.203125,-23.92578125,410.64453125,1595301269.4073865
87,36.1328125,-28.80859375,-19.53125,-856.4453125,1595301269.4112928
88,-46.38671875,-30.2734375,-20.99609375,372.55859375,1595301269.415199
89,-125.0,-35.64453125,-26.85546875,-941.40625,1595301269.4191053
90,-92.28515625,-38.57421875,-30.76171875,-897.4609375,1595301269.4230115
91,27.34375,-38.57421875,-32.71484375,276.85546875,1595301269.4269178
92,67.87109375,-38.57421875,-37.109375,-873.53515625,1595301269.430824
93,-12.6953125,-37.59765625,-36.1328125,502.44140625,1595301269.4347303
94,-96.6796875,-38.0859375,-41.9921875,-788.0859375,1595301269.4386365
95,-85.44921875,-34.1796875,-52.734375,-1000.0,1595301269.4425428
96,6.8359375,-43.45703125,-49.31640625,77.63671875,1595301269.446449
97,64.94140625,-45.41015625,-41.015625,-875.0,1595301269.4503553
98,12.20703125,-31.25,-41.9921875,564.94140625,1595301269.4542615
99,-90.8203125,-38.57421875,-48.33984375,-702.1484375,1595301269.4581678
100,-101.5625,-38.57421875,-45.8984375,-1000.0,1595301269.462074
101,-15.13671875,-29.296875,-44.921875,-50.29296875,1595301269.4659803
102,41.015625,-37.109375,-49.8046875,-920.41015625,1595301269.4698865
103,9.27734375,-40.52734375,-53.22265625,731.93359375,1595301269.4737928
104,-72.265625,-35.64453125,-50.78125,-467.7734375,1595301269.477699
105,-109.86328125,-38.0859375,-47.36328125,-1000.0,1595301269.4816053
106,-32.2265625,-37.109375,-49.8046875,-208.984375,1595301269.4855115
107,63.96484375,-25.87890625,-54.19921875,-993.1640625,1595301269.4894178
108,32.2265625,-26.3671875,-57.6171875,873.046875,1595301269.493324
109,-63.4765625,-39.0625,-54.6875,-276.85546875,1595301269.4972303
110,-98.6328125,-40.0390625,-51.7578125,-1000.0,1595301269.5011365
111,-25.390625,-36.1328125,-45.8984375,-356.4453125,1595301269.5050428
112,54.19921875,-28.3203125,-41.50390625,904.78515625,1595301269.508949
113,32.2265625,-32.71484375,-44.43359375,999.0234375,1595301269.5128553
114,-53.22265625,-49.8046875,-43.45703125,-104.4921875,1595301269.5167615
115,-101.5625,-46.875,-41.015625,-1000.0,1595301269.5206678
116,-41.015625,-33.69140625,-37.109375,-514.6484375,1595301269.524574
117,48.828125,-33.69140625,-36.62109375,755.859375,1595301269.5284803
118,44.43359375,-36.62109375,-44.43359375,-919.43359375,1595301269.5323865
119,-33.203125,-36.1328125,-42.96875,39.0625,1595301269.5362928
120,-92.7734375,-44.921875,-43.45703125,-1000.0,1595301269.540199
121,-44.43359375,-48.33984375,-47.8515625,-662.109375,1595301269.5441053
122,43.45703125,-34.66796875,-43.45703125,586.9140625,1595301269.5480115
123,47.8515625,-30.2734375,-37.109375,-861.328125,1595301269.5519178
124,-32.2265625,-34.1796875,-32.71484375,180.17578125,1595301269.555824
125,-90.33203125,-40.52734375,-38.57421875,-1000.0,1595301269.5597303
126,-59.08203125,-40.0390625,-44.43359375,-781.25,1595301269.5636365
127,26.85546875,-33.69140625,-38.57421875,416.50390625,1595301269.5675428
128,46.875,-35.15625,-29.78515625,-847.65625,1595301269.571449
129,-24.4140625,-44.43359375,-31.25,312.98828125,1595301269.5753553
130,-82.51953125,-42.96875,-35.15625,-988.28125,1595301269.5792615
131,-64.94140625,-41.9921875,-37.109375,-929.6875,1595301269.5831678
132,8.30078125,-46.875,-42.48046875,230.95703125,1595301269.587074
133,35.15625,-47.36328125,-40.52734375,-862.79296875,1595301269.5909803
134,-21.97265625,-48.828125,-41.015625,466.796875,1595301269.5948865
135,-94.23828125,-44.921875,-39.0625,-820.80078125,1595301269.5987928
136,-84.47265625,-38.57421875,-30.76171875,-1000.0,1595301269.602699
137,9.765625,-37.59765625,-36.1328125,103.515625,1595301269.6066053
138,57.6171875,-40.0390625,-38.57421875,-886.23046875,1595301269.6105115
139,-9.27734375,-45.41015625,-39.55078125,622.0703125,1595301269.6144178
140,-87.890625,-43.45703125,-42.48046875,-625.48828125,1595301269.618324
141,-78.61328125,-37.109375,-42.48046875,-1000.0,1595301269.6222303
142,7.8125,-37.109375,-43.45703125,-58.10546875,1595301269.6261365
143,62.01171875,-37.109375,-43.45703125,-916.50390625,1595301269.6300428
144,20.01953125,-33.69140625,-46.875,731.93359375,1595301269.633949
145,-59.08203125,-44.921875,-46.875,-470.21484375,1595301269.6378553
146,-70.80078125,-54.6875,-44.43359375,-1000.0,1595301269.6417615
147,-19.04296875,-44.921875,-39.55078125,-197.75390625,1595301269.6456678
148,40.52734375,-43.45703125,-31.73828125,-986.328125,1595301269.649574
149,18.5546875,-42.48046875,-39.55078125,902.34375,1595301269.6534803
150,-83.49609375,-48.828125,-48.33984375,-227.05078125,1595301269.6573865
151,-108.88671875,-51.26953125,-45.8984375,-1000.0,1595301269.6612928
152,-31.73828125,-54.6875,-40.52734375,-327.63671875,1595301269.665199
153,54.6875,-48.828125,-30.76171875,924.8046875,1595301269.6691053
154,42.48046875,-34.66796875,-27.83203125,977.5390625,1595301269.6730115
155,-48.33984375,-37.59765625,-31.73828125,-133.30078125,1595301269.6769178
156,-86.42578125,-34.66796875,-30.2734375,-1000.0,1595301269.680824
157,-8.7890625,-21.484375,-25.87890625,-490.234375,1595301269.6847303
158,62.01171875,-24.90234375,-33.203125,775.87890625,1595301269.6886365
159,36.62109375,-33.69140625,-33.203125,-912.109375,1595301269.6925428
160,-32.2265625,-32.71484375,-26.85546875,51.26953125,1595301269.696449
161,-80.078125,-29.296875,-26.85546875,-1000.0,1595301269.7003553
162,-65.4296875,-38.57421875,-20.01953125,-649.4140625,1595301269.7042615
163,0.0,-48.33984375,-11.71875,614.74609375,1595301269.7081678
164,23.4375,-50.78125,-5.37109375,-888.18359375,1595301269.712074
165,-56.640625,-55.17578125,-8.30078125,82.51953125,1595301269.7159803
166,-121.58203125,-54.6875,-13.671875,-1000.0,1595301269.7198865
167,-73.73046875,-50.29296875,-11.23046875,-771.97265625,1595301269.7237928
168,24.4140625,-47.8515625,-23.92578125,428.22265625,1595301269.727699
169,43.45703125,-54.6875,-25.390625,-853.02734375,1595301269.7316053
170,-46.38671875,-62.98828125,-11.23046875,360.83984375,1595301269.7355115
171,-126.46484375,-49.31640625,-11.23046875,-957.03125,1595301269.7394178
172,-105.95703125,-41.015625,-21.484375,-884.765625,1595301269.743324
173,-7.32421875,-47.36328125,-27.83203125,327.1484375,1595301269.7472303
174,32.71484375,-56.15234375,-31.73828125,-863.28125,1595301269.7511365
175,-31.25,-54.19921875,-37.59765625,491.69921875,1595301269.7550428
176,-92.28515625,-46.38671875,-40.52734375,-813.4765625,1595301269.758949
177,-78.61328125,-50.29296875,-32.71484375,-1000.0,1595301269.7628553
178,14.6484375,-56.15234375,-26.85546875,125.0,1595301269.7667615
179,62.98828125,-50.29296875,-26.3671875,-876.46484375,1595301269.7706678
180,10.7421875,-42.96875,-27.34375,583.49609375,1595301269.774574
181,-62.01171875,-40.0390625,-26.3671875,-689.94140625,1595301269.7784803
182,-52.734375,-48.828125,-21.484375,-1000.0,1595301269.7823865
183,27.34375,-53.22265625,-19.04296875,19.53125,1595301269.7862928
184,82.03125,-29.296875,-22.4609375,-907.2265625,1595301269.790199
185,41.50390625,-26.85546875,-32.2265625,711.42578125,1595301269.7941053
186,-78.125,-36.62109375,-39.55078125,-474.609375,1595301269.7980115
187,-98.6328125,-25.390625,-36.1328125,-1000.0,1595301269.8019178
188,5.859375,-25.87890625,-37.59765625,-158.69140625,1595301269.805824
189,62.98828125,-30.76171875,-35.64453125,-964.35546875,1595301269.8097303
190,19.53125,-35.64453125,-25.390625,886.23046875,1595301269.8136365
191,-71.77734375,-41.50390625,-25.87890625,-266.11328125,1595301269.8175428
192,-93.26171875,-41.50390625,-32.71484375,-1000.0,1595301269.821449
193,-32.71484375,-37.59765625,-27.83203125,-248.046875,1595301269.8253553
194,33.203125,-32.2265625,-21.484375,984.86328125,1595301269.8292615
195,36.62109375,-31.73828125,-18.5546875,957.03125,1595301269.8331678
196,-52.24609375,-36.62109375,-16.11328125,-148.4375,1595301269.837074
197,-97.16796875,-36.1328125,-20.99609375,-1000.0,1595301269.8409803
198,-32.71484375,-36.1328125,-25.87890625,-396.97265625,1595301269.8448865
199,48.828125,-29.78515625,-26.3671875,869.140625,1595301269.8487928
200,44.43359375,-22.94921875,-29.78515625,-958.49609375,1595301269.852699
201,-53.7109375,-27.34375,-31.25,-12.6953125,1595301269.8566053
202,-109.86328125,-35.15625,-34.66796875,-1000.0,1595301269.8605115
203,-42.96875,-39.55078125,-35.64453125,-579.1015625,1595301269.8644178
204,40.52734375,-46.875,-33.203125,688.96484375,1595301269.868324
205,45.8984375,-37.109375,-37.59765625,-886.23046875,1595301269.8722303
206,-32.71484375,-30.76171875,-30.2734375,119.140625,1595301269.8761365
207,-112.3046875,-40.0390625,-21.97265625,-1000.0,1595301269.8800428
208,-79.58984375,-42.48046875,-26.3671875,-728.02734375,1595301269.883949
209,20.99609375,-38.0859375,-27.83203125,504.8828125,1595301269.8878553
210,32.71484375,-37.109375,-26.85546875,-845.21484375,1595301269.8917615
211,-48.828125,-43.45703125,-25.390625,309.08203125,1595301269.8956678
212,-108.3984375,-49.8046875,-21.97265625,-1000.0,1595301269.899574
213,-88.37890625,-49.8046875,-24.4140625,-853.515625,1595301269.9034803
214,8.7890625,-43.45703125,-22.94921875,340.8203125,1595301269.9073865
215,60.546875,-41.9921875,-23.92578125,-859.375,1595301269.9112928
216,-6.34765625,-33.203125,-29.78515625,410.64453125,1595301269.915199
217,-93.75,-27.34375,-25.87890625,-879.8828125,1595301269.9191053
218,-79.58984375,-42.96875,-14.16015625,-1000.0,1595301269.9230115
219,8.30078125,-42.96875,-9.765625,120.1171875,1595301269.9269178
220,47.36328125,-27.83203125,-11.23046875,-874.0234375,1595301269.930824
221,-1.953125,-24.90234375,-10.7421875,572.265625,1595301269.9347303
222,-79.58984375,-29.296875,-10.25390625,-695.3125,1595301269.9386365
223,-75.1953125,-30.2734375,-14.6484375,-1000.0,1595301269.9425428
224,9.27734375,-31.73828125,-20.99609375,-14.6484375,1595301269.946449
225,67.87109375,-39.55078125,-22.4609375,-898.92578125,1595301269.9503553
226,32.71484375,-35.15625,-18.06640625,673.828125,1595301269.9542615
227,-66.89453125,-32.2265625,-17.08984375,-549.31640625,1595301269.9581678
228,-83.984375,-34.1796875,-21.97265625,-1000.0,1595301269.962074
229,-4.39453125,-39.0625,-20.99609375,-144.04296875,1595301269.9659803
230,60.546875,-39.0625,-19.53125,-960.9375,1595301269.9698865
231,29.78515625,-31.73828125,-23.92578125,851.07421875,1595301269.9737928
232,-52.24609375,-21.97265625,-22.94921875,-298.828125,1595301269.977699
233,-84.47265625,-23.92578125,-20.99609375,-1000.0,1595301269.9816053
234,-13.18359375,-20.99609375,-17.08984375,-253.90625,1595301269.9855115
235,59.5703125,-26.3671875,-19.04296875,978.515625,1595301269.9894178
236,16.11328125,-47.8515625,-31.73828125,956.54296875,1595301269.993324
237,-61.5234375,-47.8515625,-35.64453125,-159.1796875,1595301269.9972303
238,-82.03125,-41.9921875,-28.80859375,-1000.0,1595301270.0011365
239,-24.4140625,-37.59765625,-22.94921875,-398.92578125,1595301270.0050428
240,46.38671875,-47.8515625,-15.625,880.37109375,1595301270.008949
241,27.83203125,-51.7578125,-20.99609375,-969.7265625,1595301270.0128553
242,-47.8515625,-36.1328125,-28.3203125,-35.15625,1595301270.0167615
243,-111.328125,-39.0625,-26.85546875,-1000.0,1595301270.0206678
244,-70.3125,-43.9453125,-21.484375,-573.2421875,1595301270.024574
245,20.5078125,-35.15625,-18.5546875,699.21875,1595301270.0284803
246,25.87890625,-42.48046875,-20.99609375,-880.859375,1595301270.0323865
247,-64.94140625,-54.19921875,-22.4609375,146.484375,1595301270.0362928
248,-129.8828125,-41.9921875,-27.83203125,-1000.0,1595301270.040199
249,-75.1953125,-39.0625,-38.57421875,-740.72265625,1595301270.0441053
250,23.92578125,-46.38671875,-45.41015625,493.65234375,1595301270.0480115
251,40.52734375,-48.828125,-45.8984375,-853.515625,1595301270.0519178
252,-21.97265625,-44.921875,-38.0859375,214.35546875,1595301270.055824
253,-74.70703125,-38.57421875,-34.66796875,-1000.0,1595301270.0597303
254,-69.82421875,-43.9453125,-42.96875,-781.73828125,1595301270.0636365
255,9.765625,-49.31640625,-35.64453125,450.68359375,1595301270.0675428
256,41.9921875,-41.50390625,-27.83203125,-860.83984375,1595301270.071449
257,-28.80859375,-41.9921875,-32.71484375,389.6484375,1595301270.0753553
258,-98.6328125,-43.45703125,-41.015625,-898.92578125,1595301270.0792615
259,-87.40234375,-39.55078125,-45.8984375,-972.16796875,1595301270.0831678
260,10.7421875,-44.921875,-38.57421875,174.31640625,1595301270.087074
261,57.6171875,-41.50390625,-36.62109375,-872.55859375,1595301270.0909803
262,-6.8359375,-40.52734375,-40.0390625,531.73828125,1595301270.0948865
263,-104.98046875,-50.78125,-38.57421875,-751.953125,1595301270.0987928
264,-91.30859375,-42.96875,-41.50390625,-1000.0,1595301270.102699
265,14.6484375,-32.2265625,-46.38671875,46.38671875,1595301270.1066053
266,52.734375,-38.0859375,-51.7578125,-899.90234375,1595301270.1105115
267,-9.27734375,-43.45703125,-54.19921875,687.5,1595301270.1144178
268,-83.49609375,-42.48046875,-54.6875,-555.17578125,1595301270.118324
269,-83.984375,-40.0390625,-55.17578125,-1000.0,1595301270.1222303
270,-18.06640625,-38.57421875,-50.29296875,3.90625,1595301270.1261365
271,32.71484375,-44.43359375,-41.015625,-935.546875,1595301270.1300428
272,18.06640625,-44.43359375,-40.52734375,812.98828125,1595301270.133949
273,-72.265625,-44.43359375,-43.45703125,-340.33203125,1595301270.1378553
274,-104.98046875,-45.8984375,-44.43359375,-1000.0,1595301270.1417615
275,-30.2734375,-43.45703125,-41.9921875,-240.72265625,1595301270.1456678
276,43.9453125,-39.0625,-36.62109375,998.046875,1595301270.149574
277,23.92578125,-30.76171875,-41.015625,918.45703125,1595301270.1534803
278,-64.94140625,-26.85546875,-35.64453125,-213.37890625,1595301270.1573865
279,-104.4921875,-34.1796875,-25.390625,-1000.0,1595301270.1612928
280,-30.2734375,-34.1796875,-28.80859375,-379.39453125,1595301270.165199
281,67.87109375,-30.76171875,-38.57421875,883.7890625,1595301270.1691053
282,32.2265625,-38.57421875,-43.9453125,-959.47265625,1595301270.1730115
283,-60.05859375,-37.59765625,-41.50390625,-33.203125,1595301270.1769178
284,-89.84375,-36.62109375,-41.9921875,-1000.0,1595301270.180824
285,-50.78125,-42.96875,-43.9453125,-529.78515625,1595301270.1847303
286,37.109375,-55.6640625,-47.8515625,750.9765625,1595301270.1886365
287,44.43359375,-51.26953125,-46.875,-905.76171875,1595301270.1925428
288,-46.38671875,-41.015625,-38.0859375,65.91796875,1595301270.196449
289,-116.2109375,-40.52734375,-29.296875,-1000.0,1595301270.2003553
290,-78.125,-36.62109375,-27.83203125,-681.15234375,1595301270.2042615
291,20.99609375,-31.73828125,-33.203125,560.546875,1595301270.2081678
292,52.734375,-27.34375,-37.59765625,-869.140625,1595301270.212074
293,-21.484375,-20.99609375,-44.43359375,200.68359375,1595301270.2159803
294,-88.8671875,-20.99609375,-53.22265625,-1000.0,1595301270.2198865
295,-43.9453125,-25.87890625,-57.6171875,-810.546875,1595301270.2237928
296,48.828125,-20.99609375,-56.640625,383.7890625,1595301270.227699
297,70.3125,-27.34375,-59.5703125,-857.421875,1595301270.2316053
298,2.9296875,-31.25,-62.01171875,390.13671875,1595301270.2355115
299,-61.03515625,-17.578125,-62.01171875,-922.36328125,1595301270.2394178
300,-50.29296875,-20.99609375,-62.5,-934.5703125,1595301270.243324
301,27.34375,-26.85546875,-64.94140625,251.46484375,1595301270.2472303
302,62.01171875,-25.87890625,-67.87109375,-875.0,1595301270.2511365
303,-15.13671875,-32.71484375,-69.3359375,549.8046875,1595301270.2550428
304,-107.91015625,-39.55078125,-62.5,-730.95703125,1595301270.258949
305,-97.65625,-37.109375,-50.29296875,-1000.0,1595301270.2628553
306,19.53125,-31.25,-52.24609375,119.140625,1595301270.2667615
307,78.61328125,-28.80859375,-58.10546875,-893.06640625,1595301270.2706678
308,16.11328125,-31.73828125,-54.6875,659.1796875,1595301270.274574
309,-63.4765625,-36.1328125,-51.7578125,-583.0078125,1595301270.2784803
310,-64.453125,-47.36328125,-51.26953125,-1000.0,1595301270.2823865
311,15.625,-36.62109375,-49.31640625,-20.99609375,1595301270.2862928
312,56.15234375,-10.7421875,-48.33984375,-929.6875,1595301270.290199
313,10.7421875,-18.06640625,-43.9453125,793.9453125,1595301270.2941053
314,-65.91796875,-29.78515625,-41.50390625,-379.39453125,1595301270.2980115
315,-82.03125,-25.390625,-49.8046875,-1000.0,1595301270.3019178
316,-3.90625,-27.34375,-52.734375,-173.828125,1595301270.305824
317,54.19921875,-36.1328125,-47.8515625,-980.95703125,1595301270.3097303
318,22.4609375,-29.78515625,-42.96875,936.03515625,1595301270.3136365
319,-62.98828125,-28.3203125,-36.1328125,-175.29296875,1595301270.3175428
320,-102.5390625,-40.52734375,-37.59765625,-1000.0,1595301270.321449
321,-36.1328125,-38.0859375,-50.29296875,-346.6796875,1595301270.3253553
322,51.7578125,-32.2265625,-53.22265625,911.62109375,1595301270.3292615
323,37.59765625,-32.2265625,-48.828125,-999.51171875,1595301270.3331678
324,-57.6171875,-33.69140625,-47.8515625,-78.125,1595301270.337074
325,-104.00390625,-41.9921875,-54.19921875,-1000.0,1595301270.3409803
326,-35.15625,-43.45703125,-55.6640625,-528.80859375,1595301270.3448865
327,41.9921875,-38.57421875,-46.875,767.08984375,1595301270.3487928
328,32.71484375,-38.0859375,-36.1328125,-926.26953125,1595301270.352699
329,-43.45703125,-37.109375,-25.390625,20.5078125,1595301270.3566053
330,-96.6796875,-38.0859375,-26.85546875,-1000.0,1595301270.3605115
331,-48.33984375,-40.0390625,-33.69140625,-675.29296875,1595301270.3644178
332,43.45703125,-40.52734375,-34.1796875,569.82421875,1595301270.368324
333,62.98828125,-39.55078125,-35.15625,-861.328125,1595301270.3722303
334,-17.578125,-34.1796875,-38.0859375,167.96875,1595301270.3761365
335,-101.07421875,-27.83203125,-35.64453125,-1000.0,1595301270.3800428
336,-56.640625,-31.25,-34.66796875,-796.875,1595301270.383949
337,56.15234375,-38.0859375,-39.0625,399.90234375,1595301270.3878553
338,57.6171875,-44.43359375,-39.55078125,-851.5625,1595301270.3917615
339,-40.52734375,-41.015625,-33.203125,363.76953125,1595301270.3956678
340,-112.79296875,-30.2734375,-32.2265625,-960.9375,1595301270.399574
341,-81.0546875,-37.109375,-31.73828125,-878.41796875,1595301270.4034803
342,10.7421875,-43.45703125,-27.83203125,329.1015625,1595301270.4073865
343,48.828125,-39.55078125,-29.296875,-860.3515625,1595301270.4112928
344,-16.6015625,-34.1796875,-27.34375,462.890625,1595301270.415199
345,-94.7265625,-25.390625,-35.15625,-836.42578125,1595301270.4191053
346,-75.68359375,-31.25,-41.50390625,-1000.0,1595301270.4230115
347,14.6484375,-44.43359375,-23.92578125,109.86328125,1595301270.4269178
348,62.5,-39.0625,-16.11328125,-875.9765625,1595301270.430824
349,3.90625,-36.1328125,-21.97265625,581.0546875,1595301270.4347303
350,-83.49609375,-41.9921875,-23.92578125,-687.01171875,1595301270.4386365
351,-84.9609375,-42.96875,-24.4140625,-1000.0,1595301270.4425428
352,-13.671875,-43.45703125,-27.34375,-44.921875,1595301270.446449
353,29.78515625,-38.0859375,-28.3203125,-923.33984375,1595301270.4503553
354,-9.765625,-43.9453125,-22.4609375,736.328125,1595301270.4542615
355,-92.28515625,-44.921875,-29.296875,-462.40234375,1595301270.4581678
356,-88.37890625,-33.203125,-32.71484375,-1000.0,1595301270.462074
357,12.6953125,-26.85546875,-25.390625,-231.93359375,1595301270.4659803
358,56.15234375,-40.52734375,-24.90234375,-982.91015625,1595301270.4698865
359,2.44140625,-54.19921875,-31.25,854.00390625,1595301270.4737928
360,-72.75390625,-31.73828125,-35.15625,-335.9375,1595301270.477699
361,-97.16796875,-17.578125,-40.0390625,-1000.0,1595301270.4816053
362,-38.57421875,-26.3671875,-44.921875,-356.93359375,1595301270.4855115
363,30.76171875,-32.71484375,-43.45703125,929.6875,1595301270.4894178
364,28.3203125,-45.41015625,-52.734375,927.734375,1595301270.493324
365,-53.22265625,-41.50390625,-65.4296875,-200.68359375,1595301270.4972303
366,-111.81640625,-30.2734375,-52.734375,-1000.0,1595301270.5011365
367,-57.12890625,-44.921875,-35.15625,-559.08203125,1595301270.5050428
368,36.62109375,-50.78125,-29.296875,741.69921875,1595301270.508949
369,34.1796875,-37.109375,-40.0390625,-965.8203125,1595301270.5128553
370,-62.01171875,-35.64453125,-46.38671875,-99.12109375,1595301270.5167615
371,-119.62890625,-40.0390625,-36.62109375,-1000.0,1595301270.5206678
372,-57.6171875,-35.15625,-35.15625,-698.73046875,1595301270.524574
373,37.109375,-30.2734375,-37.109375,541.50390625,1595301270.5284803
374,36.1328125,-30.2734375,-39.55078125,-893.5546875,1595301270.5323865
375,-48.33984375,-43.45703125,-42.48046875,78.125,1595301270.5362928
376,-105.95703125,-52.24609375,-47.36328125,-1000.0,1595301270.540199
377,-68.84765625,-49.8046875,-59.5703125,-778.80859375,1595301270.5441053
378,12.6953125,-46.38671875,-64.453125,434.5703125,1595301270.5480115
379,43.9453125,-39.55078125,-53.22265625,-871.58203125,1595301270.5519178
